GameID,Team,Goalie,PlayerID,DEC,GA,SA,SV,SV%,SO,PIM,TOI
202311290NYR,DET,Ville Husso,hussovi01,L,3,41,38,92.70%,0,0,58.42
202311290NYR,NYR,Igor Shesterkin,shestig01,W,2,27,25,92.60%,0,0,60
202312030NYR,SJS,Mackenzie Blackwood,blackma01,L,6,36,30,83.30%,0,0,57.98
202312030NYR,NYR,Jonathan Quick,quickjo01,W,5,28,23,82.10%,0,0,60
202312100NYR,LAK,Pheonix Copley,copleph01,L,4,27,23,85.20%,0,0,60
202312100NYR,NYR,Jonathan Quick,quickjo01,W,1,26,25,96.20%,0,2,59.6
202312120NYR,TOR,Martin Jones,jonesma02,W,3,31,28,90.30%,0,0,59.75
202312120NYR,NYR,Igor Shesterkin,shestig01,L,6,29,23,79.30%,0,0,58.82
202312120NYR,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202312150NYR,ANA,Lukáš Dostál,dostalu01,L,5,39,34,87.20%,0,0,59.45
202312150NYR,NYR,Jonathan Quick,quickjo01,W,1,30,29,96.70%,0,0,59.6
202312220NYR,EDM,Stuart Skinner,skinnst01,W,3,34,31,91.20%,0,0,59.6
202312220NYR,NYR,Jonathan Quick,quickjo01,L,4,28,24,85.70%,0,0,55.02
202312230NYR,BUF,Ukko-Pekka Luukkonen,luukkuk01,O,4,33,29,87.90%,0,0,62.08
202312230NYR,NYR,Igor Shesterkin,shestig01,W,3,30,27,90.00%,0,0,62.4
202312270NYR,WSH,Darcy Kuemper,kuempda01,L,5,31,26,83.90%,0,0,60
202312270NYR,NYR,Igor Shesterkin,shestig01,W,1,27,26,96.30%,0,0,60
202401020NYR,CAR,Pyotr Kochetkov,kochepy01,W,1,29,28,96.60%,0,0,60
202401020NYR,NYR,Igor Shesterkin,shestig01,L,6,27,21,77.80%,0,0,60
202401040NYR,CHI,Petr Mrázek,mrazepe01,L,4,32,28,87.50%,0,0,60
202401040NYR,NYR,Igor Shesterkin,shestig01,W,1,23,22,95.70%,0,0,60
202401080NYR,VAN,Thatcher Demko,demkoth01,W,3,42,39,92.90%,0,0,60
202401080NYR,NYR,Igor Shesterkin,shestig01,L,5,25,20,80.00%,0,0,59.25
202401080NYR,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202401140NYR,WSH,Charlie Lindgren,lindgch01,L,2,31,29,93.50%,0,0,58.48
202401140NYR,NYR,Igor Shesterkin,shestig01,W,1,25,24,96.00%,0,0,60
202401160NYR,SEA,Chris Driedger,driedch01,L,4,22,18,81.80%,0,0,59.58
202401160NYR,SEA,Empty Net,,--,1,1,0,0.00%,0,0,0
202401160NYR,NYR,Igor Shesterkin,shestig01,W,2,31,29,93.50%,0,0,60
202401260NYR,VEG,Adin Hill,hillad01,W,2,38,36,94.70%,0,0,60
202401260NYR,NYR,Igor Shesterkin,shestig01,L,4,19,15,78.90%,0,0,55.83
202401260NYR,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202402050NYR,COL,Alexandar Georgiev,georgal01,O,2,29,27,93.10%,0,0,61.8
202402050NYR,NYR,Jonathan Quick,quickjo01,W,1,33,32,97.00%,0,0,61.88
202402070NYR,TBL,Andrei Vasilevskiy,vasilan02,L,2,23,21,91.30%,0,0,58.58
202402070NYR,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202402070NYR,NYR,Jonathan Quick,quickjo01,W,1,18,17,94.40%,0,0,60
202402120NYR,CGY,Jacob Markström,marksja02,L,1,30,29,96.70%,0,0,58.73
202402120NYR,CGY,Empty Net,,--,1,1,0,0.00%,0,0,0
202402120NYR,NYR,Igor Shesterkin,shestig01,W,0,29,29,100.00%,1,0,60
202402150NYR,MTL,Sam Montembeault,montesa01,L,7,31,24,77.40%,0,0,60
202402150NYR,NYR,Jonathan Quick,quickjo01,W,4,36,32,88.90%,0,2,59.47
202402200NYR,DAL,Scott Wedgewood,wedgesc01,L,2,25,23,92.00%,0,0,57.22
202402200NYR,DAL,Empty Net,,--,1,1,0,0.00%,0,0,0
202402200NYR,NYR,Igor Shesterkin,shestig01,W,1,42,41,97.60%,0,0,59.75
202402280NYR,CBJ,Elvis Merzļikins,merzlel01,L,2,28,26,92.90%,0,0,58.62
202402280NYR,CBJ,Empty Net,,--,2,2,0,0.00%,0,0,0
202402280NYR,NYR,Igor Shesterkin,shestig01,W,1,31,30,96.80%,0,2,59.8
202403040NYR,FLA,Sergei Bobrovsky,bobrose01,W,2,28,26,92.90%,0,0,60
202403040NYR,NYR,Igor Shesterkin,shestig01,L,3,29,26,89.70%,0,0,58.6
202403040NYR,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202403090NYR,STL,Jordan Binnington,binnijo01,L,4,39,35,89.70%,0,0,60
202403090NYR,NYR,Igor Shesterkin,shestig01,W,0,26,26,100.00%,1,0,60
202403110NYR,NJD,Kaapo Kähkönen,kahkoka01,L,2,25,23,92.00%,0,0,58.87
202403110NYR,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202403110NYR,NYR,Jonathan Quick,quickjo01,W,1,20,19,95.00%,0,0,59.52
202403170NYR,NYI,Ilya Sorokin,sorokil01,L,5,31,26,83.90%,0,0,59.68
202403170NYR,NYR,Igor Shesterkin,shestig01,W,2,27,25,92.60%,0,0,60
202403190NYR,WPG,Connor Hellebuyck,helleco01,W,2,41,39,95.10%,0,0,59.92
202403190NYR,NYR,Igor Shesterkin,shestig01,L,3,26,23,88.50%,0,0,57.58
202403190NYR,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202403230NYR,FLA,Sergei Bobrovsky,bobrose01,O,3,37,34,91.90%,0,0,65
202403230NYR,NYR,Igor Shesterkin,shestig01,W,3,30,27,90.00%,0,0,65
202403260NYR,PHI,Samuel Ersson,erssosa01,O,6,27,21,77.80%,0,0,60.6
202403260NYR,NYR,Igor Shesterkin,shestig01,W,5,42,37,88.10%,0,0,60.6
202404010NYR,PIT,Alex Nedeljkovic,nedelal01,W,2,30,28,93.30%,0,0,60
202404010NYR,NYR,Igor Shesterkin,shestig01,L,3,18,15,83.30%,0,0,58.62
202404010NYR,NYR,Empty Net,,--,2,2,0,0.00%,0,0,0
202404030NYR,NJD,Kaapo Kähkönen,kahkoka01,L,4,41,37,90.20%,0,0,58.25
202404030NYR,NYR,Igor Shesterkin,shestig01,W,3,20,17,85.00%,0,0,60
202404070NYR,MTL,Cayden Primeau,primeca01,L,4,45,41,91.10%,0,0,59.08
202404070NYR,MTL,Empty Net,,--,1,1,0,0.00%,0,0,0
202404070NYR,NYR,Igor Shesterkin,shestig01,W,2,28,26,92.90%,0,0,60
202404110NYR,PHI,Samuel Ersson,erssosa01,W,1,25,24,96.00%,0,0,60
202404110NYR,NYR,Jonathan Quick,quickjo01,L,4,26,22,84.60%,0,2,59.85
202404130NYR,NYI,Ilya Sorokin,sorokil01,O,2,43,41,95.30%,0,0,64.7
202404130NYR,NYR,Igor Shesterkin,shestig01,W,2,36,34,94.40%,0,0,64.88
202404150NYR,OTT,Joonas Korpisalo,korpijo01,L,4,34,30,88.20%,0,0,60
202404150NYR,NYR,Igor Shesterkin,shestig01,W,0,25,25,100.00%,1,0,59.28
202310140OTT,PHI,Carter Hart,hartca01,L,5,31,26,83.90%,0,0,58.95
202310140OTT,OTT,Anton Forsberg,forsban01,W,2,21,19,90.50%,0,0,59.73
202310150OTT,TBL,Matt Tomkins,tomkima01,L,4,37,33,89.20%,0,0,58.47
202310150OTT,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202310150OTT,OTT,Joonas Korpisalo,korpijo01,W,2,24,22,91.70%,0,0,59.57
202310180OTT,WSH,Darcy Kuemper,kuempda01,L,6,29,23,79.30%,0,0,60
202310180OTT,OTT,Anton Forsberg,forsban01,W,1,24,23,95.80%,0,0,60
202310210OTT,DET,Ville Husso,hussovi01,W,2,37,35,94.60%,0,0,59.35
202310210OTT,OTT,Joonas Korpisalo,korpijo01,L,5,23,18,78.30%,0,0,59.6
202310240OTT,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,4,38,34,89.50%,0,0,59.7
202310240OTT,OTT,Anton Forsberg,forsban01,L,5,18,13,72.20%,0,0,40
202310240OTT,OTT,Joonas Korpisalo,korpijo01,--,0,5,5,100.00%,0,0,19.7
202310240OTT,OTT,Empty Net,,--,1,1,0,0.00%,0,0,0
202311020OTT,LAK,Cam Talbot,talboca01,W,2,26,24,92.30%,0,0,60
202311020OTT,OTT,Joonas Korpisalo,korpijo01,L,3,38,35,92.10%,0,0,59.37
202311040OTT,TBL,Jonas Johansson,johanjo03,W,4,28,24,85.70%,0,0,59.83
202311040OTT,OTT,Joonas Korpisalo,korpijo01,--,3,21,18,85.70%,0,0,24.95
202311040OTT,OTT,Anton Forsberg,forsban01,L,3,17,14,82.40%,0,0,33.43
202311090OTT,VAN,Casey DeSmith,desmica01,W,2,30,28,93.30%,0,0,59.38
202311090OTT,OTT,Anton Forsberg,forsban01,L,5,16,11,68.80%,0,0,60
202311110OTT,CGY,Dustin Wolf,wolfdu01,L,4,38,34,89.50%,0,0,59.75
202311110OTT,OTT,Joonas Korpisalo,korpijo01,W,1,25,24,96.00%,0,0,60
202311160OTT,DET,James Reimer,reimeja01,O,5,34,29,85.30%,0,0,64.97
202311160OTT,OTT,Joonas Korpisalo,korpijo01,W,4,41,37,90.20%,0,0,64.97
202311180OTT,MIN,Filip Gustavsson,gustafi01,O,1,31,30,96.80%,0,0,64.68
202311180OTT,OTT,Anton Forsberg,forsban01,W,1,25,24,96.00%,0,0,65
202311240OTT,NYI,Semyon Varlamov,varlasi01,W,3,31,28,90.30%,0,0,60
202311240OTT,OTT,Anton Forsberg,forsban01,L,5,26,21,80.80%,0,0,57.78
202311270OTT,FLA,Sergei Bobrovsky,bobrose01,W,0,20,20,100.00%,1,0,60
202311270OTT,OTT,Joonas Korpisalo,korpijo01,L,5,37,32,86.50%,0,0,60
202312020OTT,SEA,Joey Daccord,daccojo01,L,2,28,26,92.90%,0,0,57.28
202312020OTT,OTT,Anton Forsberg,forsban01,W,0,39,39,100.00%,1,0,60
202312050OTT,NYR,Igor Shesterkin,shestig01,L,5,35,30,85.70%,0,0,58.42
202312050OTT,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202312050OTT,OTT,Anton Forsberg,forsban01,W,2,35,33,94.30%,0,0,59.68
202312070OTT,TOR,Joseph Woll,wolljo01,--,2,31,29,93.50%,0,0,50.37
202312070OTT,TOR,Martin Jones,jonesma02,W,1,10,9,90.00%,0,0,9.63
202312070OTT,OTT,Anton Forsberg,forsban01,L,4,22,18,81.80%,0,0,58.7
202312120OTT,CAR,Pyotr Kochetkov,kochepy01,W,1,32,31,96.90%,0,0,60
202312120OTT,OTT,Joonas Korpisalo,korpijo01,L,4,28,24,85.70%,0,0,59.78
202312230OTT,PIT,Alex Nedeljkovic,nedelal01,O,5,26,21,80.80%,0,0,61.17
202312230OTT,OTT,Anton Forsberg,forsban01,W,4,34,30,88.20%,0,0,61.08
202312290OTT,NJD,Nico Daws,dawsni01,W,2,27,25,92.60%,0,0,59.88
202312290OTT,OTT,Joonas Korpisalo,korpijo01,L,6,30,24,80.00%,0,0,60
202312310OTT,BUF,Devon Levi,levide01,L,4,30,26,86.70%,0,0,58.07
202312310OTT,BUF,Empty Net,,--,1,1,0,0.00%,0,0,0
202312310OTT,OTT,Anton Forsberg,forsban01,W,1,46,45,97.80%,0,0,60
202401130OTT,SJS,Mackenzie Blackwood,blackma01,L,5,41,36,87.80%,0,0,59.92
202401130OTT,OTT,Joonas Korpisalo,korpijo01,W,4,18,14,77.80%,0,0,60
202401160OTT,COL,Justus Annunen,annunju01,W,4,40,36,90.00%,0,0,60
202401160OTT,OTT,Mads Søgaard,sogaama01,L,6,33,27,81.80%,0,0,59.08
202401160OTT,OTT,Empty Net,,--,1,1,0,0.00%,0,0,0
202401180OTT,MTL,Cayden Primeau,primeca01,L,5,36,31,86.10%,0,0,59.05
202401180OTT,MTL,Empty Net,,--,1,1,0,0.00%,0,0,0
202401180OTT,OTT,Joonas Korpisalo,korpijo01,W,2,23,21,91.30%,0,0,59.92
202401200OTT,WPG,Connor Hellebuyck,helleco01,W,1,35,34,97.10%,0,0,64.23
202401200OTT,OTT,Joonas Korpisalo,korpijo01,O,2,29,27,93.10%,0,0,64.23
202401250OTT,BOS,Jeremy Swayman,swaymje01,W,2,37,35,94.60%,0,0,61.68
202401250OTT,OTT,Joonas Korpisalo,korpijo01,O,3,23,20,87.00%,0,0,61.8
202401270OTT,NYR,Jonathan Quick,quickjo01,W,2,31,29,93.50%,0,0,59.67
202401270OTT,OTT,Joonas Korpisalo,korpijo01,L,4,17,13,76.50%,0,0,31.18
202401270OTT,OTT,Mads Søgaard,sogaama01,--,2,11,9,81.80%,0,0,26.8
202401270OTT,OTT,Empty Net,,--,1,1,0,0.00%,0,0,0
202401290OTT,NSH,Juuse Saros,sarosju01,O,4,35,31,88.60%,0,2,63.6
202401290OTT,OTT,Mads Søgaard,sogaama01,--,3,11,8,72.70%,0,0,20
202401290OTT,OTT,Joonas Korpisalo,korpijo01,W,0,17,17,100.00%,0,0,43.6
202402100OTT,TOR,Martin Jones,jonesma02,L,4,31,27,87.10%,0,0,58.63
202402100OTT,TOR,Empty Net,,--,1,1,0,0.00%,0,0,0
202402100OTT,OTT,Joonas Korpisalo,korpijo01,W,3,35,32,91.40%,0,0,60
202402130OTT,CBJ,Daniil Tarasov,tarasda02,L,5,29,24,82.80%,0,0,56.87
202402130OTT,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202402130OTT,OTT,Anton Forsberg,forsban01,W,3,40,37,92.50%,0,0,59.73
202402150OTT,ANA,John Gibson,gibsojo02,W,0,15,15,100.00%,0,0,40
202402150OTT,ANA,Lukáš Dostál,dostalu01,--,1,19,18,94.70%,0,0,20
202402150OTT,OTT,Joonas Korpisalo,korpijo01,L,5,20,15,75.00%,0,0,60
202402220OTT,DAL,Jake Oettinger,oettija01,L,3,11,8,72.70%,0,0,28.93
202402220OTT,DAL,Scott Wedgewood,wedgesc01,--,1,19,18,94.70%,0,0,31.07
202402220OTT,OTT,Anton Forsberg,forsban01,W,1,15,14,93.30%,0,0,60
202402240OTT,VEG,Logan Thompson,thomplo01,O,3,33,30,90.90%,0,0,64.53
202402240OTT,OTT,Anton Forsberg,forsban01,W,3,29,26,89.70%,0,0,65
202403010OTT,ARI,Karel Vejmelka,vejmeka01,W,3,37,34,91.90%,0,0,60
202403010OTT,OTT,Anton Forsberg,forsban01,L,4,29,25,86.20%,0,0,59.23
202403010OTT,OTT,Empty Net,,--,1,1,0,0.00%,0,0,0
202403120OTT,PIT,Tristan Jarry,jarrytr01,O,2,39,37,94.90%,0,0,62.25
202403120OTT,OTT,Joonas Korpisalo,korpijo01,W,1,35,34,97.10%,0,0,63.13
202403170OTT,CAR,Frederik Andersen,anderfr01,W,2,32,30,93.80%,0,0,60
202403170OTT,OTT,Anton Forsberg,forsban01,L,7,38,31,81.60%,0,0,60
202403210OTT,STL,Joel Hofer,hoferjo01,W,2,39,37,94.90%,0,0,59.85
202403210OTT,OTT,Anton Forsberg,forsban01,L,4,26,22,84.60%,0,0,58.72
202403210OTT,OTT,Empty Net,,--,1,1,0,0.00%,0,0,0
202403240OTT,EDM,Calvin Pickard,pickaca01,L,4,15,11,73.30%,0,0,58.78
202403240OTT,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202403240OTT,OTT,Joonas Korpisalo,korpijo01,W,3,36,33,91.70%,0,0,60
202403280OTT,CHI,Petr Mrázek,mrazepe01,L,2,34,32,94.10%,0,0,57.52
202403280OTT,OTT,Anton Forsberg,forsban01,W,0,19,19,100.00%,1,0,60
202404040OTT,FLA,Sergei Bobrovsky,bobrose01,W,0,30,30,100.00%,1,0,60
202404040OTT,OTT,Joonas Korpisalo,korpijo01,L,4,17,13,76.50%,0,0,24.13
202404040OTT,OTT,Anton Forsberg,forsban01,--,2,14,12,85.70%,0,0,35.68
202404060OTT,NJD,Jake Allen,allenja01,W,3,28,25,89.30%,0,0,60
202404060OTT,OTT,Anton Forsberg,forsban01,--,3,9,6,66.70%,0,0,16.57
202404060OTT,OTT,Joonas Korpisalo,korpijo01,L,1,19,18,94.70%,0,0,42.32
202404130OTT,MTL,Cayden Primeau,primeca01,O,4,44,40,90.90%,0,0,65
202404130OTT,OTT,Joonas Korpisalo,korpijo01,W,4,25,21,84.00%,0,0,64.18
202310170PHI,VAN,Thatcher Demko,demkoth01,L,2,42,40,95.20%,0,0,57.5
202310170PHI,PHI,Carter Hart,hartca01,W,0,26,26,100.00%,1,0,59.72
202310190PHI,EDM,Jack Campbell,campbja01,L,4,32,28,87.50%,0,0,60
202310190PHI,PHI,Carter Hart,hartca01,W,1,23,22,95.70%,0,0,60
202310260PHI,MIN,Filip Gustavsson,gustafi01,L,6,35,29,82.90%,0,0,59.92
202310260PHI,PHI,Carter Hart,hartca01,W,2,28,26,92.90%,0,0,60
202310280PHI,ANA,Lukáš Dostál,dostalu01,W,4,30,26,86.70%,0,0,59.73
202310280PHI,PHI,Samuel Ersson,erssosa01,L,7,25,18,72.00%,0,0,59.53
202310300PHI,CAR,Frederik Andersen,anderfr01,W,2,28,26,92.90%,0,0,60
202310300PHI,PHI,Carter Hart,hartca01,L,3,32,29,90.60%,0,0,59.73
202311010PHI,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,40,38,95.00%,0,0,60
202311010PHI,PHI,Carter Hart,hartca01,--,2,5,3,60.00%,0,0,10
202311010PHI,PHI,Samuel Ersson,erssosa01,L,2,9,7,77.80%,0,0,49.27
202311010PHI,PHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202311040PHI,LAK,Cam Talbot,talboca01,W,0,24,24,100.00%,1,0,59.87
202311040PHI,PHI,Calvin Petersen,peterca01,L,5,30,25,83.30%,0,0,60
202311180PHI,VEG,Logan Thompson,thomplo01,O,4,38,34,89.50%,0,0,60.97
202311180PHI,PHI,Carter Hart,hartca01,W,3,31,28,90.30%,0,0,61
202311190PHI,CBJ,Spencer Martin,martisp01,L,4,26,22,84.60%,0,0,58.9
202311190PHI,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202311190PHI,PHI,Samuel Ersson,erssosa01,W,2,22,20,90.90%,0,0,60
202311240PHI,NYR,Igor Shesterkin,shestig01,W,1,37,36,97.30%,0,0,59.88
202311240PHI,PHI,Carter Hart,hartca01,L,3,19,16,84.20%,0,0,57.02
202311280PHI,CAR,Pyotr Kochetkov,kochepy01,W,1,29,28,96.60%,0,0,60
202311280PHI,PHI,Carter Hart,hartca01,L,3,35,32,91.40%,0,0,59.4
202311280PHI,PHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202311300PHI,NJD,Akira Schmid,schmiak01,W,3,47,44,93.60%,0,0,60.32
202311300PHI,PHI,Carter Hart,hartca01,O,4,35,31,88.60%,0,0,59.1
202312040PHI,PIT,Alex Nedeljkovic,nedelal01,O,2,33,31,93.90%,0,0,63.85
202312040PHI,PHI,Carter Hart,hartca01,W,1,32,31,96.90%,0,0,63.92
202312140PHI,WSH,Charlie Lindgren,lindgch01,O,3,32,29,90.60%,0,0,64.5
202312140PHI,PHI,Samuel Ersson,erssosa01,W,3,30,27,90.00%,0,0,64.8
202312160PHI,DET,Alex Lyon,lyonal01,L,1,16,15,93.80%,0,0,26.83
202312160PHI,DET,Ville Husso,hussovi01,--,0,18,18,100.00%,0,0,30.32
202312160PHI,PHI,Samuel Ersson,erssosa01,W,0,32,32,100.00%,1,0,59.95
202312210PHI,NSH,Juuse Saros,sarosju01,W,2,31,29,93.50%,0,0,59.78
202312210PHI,PHI,Samuel Ersson,erssosa01,L,3,30,27,90.00%,0,0,57.7
202312210PHI,PHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202401040PHI,CBJ,Daniil Tarasov,tarasda02,W,2,41,39,95.10%,0,0,65
202401040PHI,PHI,Samuel Ersson,erssosa01,O,2,28,26,92.90%,0,0,64.87
202401060PHI,CGY,Jacob Markström,marksja02,L,3,42,39,92.90%,0,0,57.7
202401060PHI,PHI,Carter Hart,hartca01,W,2,24,22,91.70%,0,0,60
202401080PHI,PIT,Alex Nedeljkovic,nedelal01,W,1,37,36,97.30%,0,0,60
202401080PHI,PHI,Carter Hart,hartca01,L,4,39,35,89.70%,0,0,59.83
202401100PHI,MTL,Cayden Primeau,primeca01,O,2,39,37,94.90%,0,0,65
202401100PHI,PHI,Samuel Ersson,erssosa01,W,2,19,17,89.50%,0,0,65
202401180PHI,DAL,Jake Oettinger,oettija01,L,5,43,38,88.40%,0,0,60
202401180PHI,PHI,Samuel Ersson,erssosa01,W,1,15,14,93.30%,0,0,60
202401200PHI,COL,Alexandar Georgiev,georgal01,W,4,40,36,90.00%,0,0,60
202401200PHI,PHI,Carter Hart,hartca01,L,5,15,10,66.70%,0,0,40
202401200PHI,PHI,Samuel Ersson,erssosa01,--,1,9,8,88.90%,0,0,17.65
202401200PHI,PHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202401210PHI,OTT,Mads Søgaard,sogaama01,W,3,25,22,88.00%,0,0,59.05
202401210PHI,PHI,Samuel Ersson,erssosa01,L,4,33,29,87.90%,0,0,58.42
202401210PHI,PHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202401230PHI,TBL,Andrei Vasilevskiy,vasilan02,W,3,32,29,90.60%,0,0,60
202401230PHI,PHI,Samuel Ersson,erssosa01,L,4,19,15,78.90%,0,0,57.63
202401230PHI,PHI,Empty Net,,--,2,2,0,0.00%,0,0,0
202401270PHI,BOS,Linus Ullmark,ullmali01,W,2,37,35,94.60%,0,0,60
202401270PHI,PHI,Samuel Ersson,erssosa01,L,4,14,10,71.40%,0,0,20
202401270PHI,PHI,Calvin Petersen,peterca01,--,2,14,12,85.70%,0,0,39.98
202402080PHI,WPG,Laurent Brossoit,brossla01,L,4,21,17,81.00%,0,0,59.5
202402080PHI,PHI,Samuel Ersson,erssosa01,W,1,29,28,96.60%,0,0,59.85
202402100PHI,SEA,Joey Daccord,daccojo01,L,3,38,35,92.10%,0,0,58.25
202402100PHI,PHI,Calvin Petersen,peterca01,W,2,19,17,89.50%,0,0,60
202402120PHI,ARI,Karel Vejmelka,vejmeka01,L,4,33,29,87.90%,0,0,58.93
202402120PHI,ARI,Empty Net,,--,1,1,0,0.00%,0,0,0
202402120PHI,PHI,Samuel Ersson,erssosa01,W,3,23,20,87.00%,0,0,60
202402240PHI,NYR,Igor Shesterkin,shestig01,W,1,40,39,97.50%,0,0,60
202402240PHI,PHI,Samuel Ersson,erssosa01,L,2,24,22,91.70%,0,0,57.62
202402270PHI,TBL,Andrei Vasilevskiy,vasilan02,L,4,29,25,86.20%,0,0,55.68
202402270PHI,TBL,Empty Net,,--,2,2,0,0.00%,0,0,0
202402270PHI,PHI,Samuel Ersson,erssosa01,W,2,22,20,90.90%,0,0,60
202403020PHI,OTT,Mads Søgaard,sogaama01,L,3,39,36,92.30%,0,0,57.85
202403020PHI,OTT,Empty Net,,--,1,1,0,0.00%,0,0,0
202403020PHI,PHI,Felix Sandström,sandsfe01,W,2,26,24,92.30%,0,0,60
202403040PHI,STL,Jordan Binnington,binnijo01,W,1,42,41,97.60%,0,0,65
202403040PHI,PHI,Samuel Ersson,erssosa01,O,1,25,24,96.00%,0,0,64.92
202403120PHI,SJS,Magnus Chrona,chronma01,L,3,41,38,92.70%,0,0,57.5
202403120PHI,PHI,Samuel Ersson,erssosa01,W,2,29,27,93.10%,0,0,59.3
202403140PHI,TOR,Ilya Samsonov,samsoil01,W,2,28,26,92.90%,0,0,60
202403140PHI,PHI,Samuel Ersson,erssosa01,L,3,12,9,75.00%,0,0,20
202403140PHI,PHI,Felix Sandström,sandsfe01,--,3,15,12,80.00%,0,0,39.52
202403190PHI,TOR,Ilya Samsonov,samsoil01,L,4,30,26,86.70%,0,0,57.33
202403190PHI,PHI,Samuel Ersson,erssosa01,W,3,30,27,90.00%,0,0,59.87
202403230PHI,BOS,Linus Ullmark,ullmali01,L,3,29,26,89.70%,0,0,58.52
202403230PHI,PHI,Samuel Ersson,erssosa01,W,2,20,18,90.00%,0,0,60
202403240PHI,FLA,Anthony Stolarz,stolaan01,W,1,33,32,97.00%,0,0,60
202403240PHI,PHI,Felix Sandström,sandsfe01,L,3,14,11,78.60%,0,0,57.62
202403240PHI,PHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202403300PHI,CHI,Arvid Söderblom,soderar01,W,1,31,30,96.80%,0,0,60
202403300PHI,PHI,Samuel Ersson,erssosa01,L,5,24,19,79.20%,0,0,59.6
202404010PHI,NYI,Semyon Varlamov,varlasi01,W,3,34,31,91.20%,0,0,60.93
202404010PHI,PHI,Samuel Ersson,erssosa01,--,2,6,4,66.70%,0,0,20
202404010PHI,PHI,Ivan Fedotov,fedotiv01,O,2,21,19,90.50%,0,0,38.15
202404130PHI,NJD,Kaapo Kähkönen,kahkoka01,L,1,21,20,95.20%,0,0,57.62
202404130PHI,PHI,Samuel Ersson,erssosa01,W,0,20,20,100.00%,1,0,59.93
202404160PHI,WSH,Charlie Lindgren,lindgch01,W,1,28,27,96.40%,0,0,60
202404160PHI,PHI,Samuel Ersson,erssosa01,L,1,17,16,94.10%,0,0,57.13
202404160PHI,PHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202310100PIT,CHI,Petr Mrázek,mrazepe01,W,2,41,39,95.10%,0,0,60
202310100PIT,PIT,Tristan Jarry,jarrytr01,L,3,35,32,91.40%,0,0,57.5
202310100PIT,PIT,Empty Net,,--,1,1,0,0.00%,0,0,0
202310140PIT,CGY,Jacob Markström,marksja02,L,4,28,24,85.70%,0,0,57.82
202310140PIT,CGY,Empty Net,,--,1,1,0,0.00%,0,0,0
202310140PIT,PIT,Alex Nedeljkovic,nedelal01,W,2,36,34,94.40%,0,0,59.7
202310240PIT,DAL,Jake Oettinger,oettija01,W,1,39,38,97.40%,0,0,60
202310240PIT,PIT,Alex Nedeljkovic,nedelal01,L,4,34,30,88.20%,0,0,60
202310260PIT,COL,Alexandar Georgiev,georgal01,L,4,24,20,83.30%,0,0,51.92
202310260PIT,COL,Ivan Prosvetov,prosviv01,--,0,5,5,100.00%,0,0,8.08
202310260PIT,PIT,Tristan Jarry,jarrytr01,W,0,31,31,100.00%,1,0,60
202310280PIT,OTT,Joonas Korpisalo,korpijo01,W,2,43,41,95.30%,0,0,60
202310280PIT,PIT,Tristan Jarry,jarrytr01,L,3,9,6,66.70%,0,0,25.47
202310280PIT,PIT,Magnus Hellberg,hellbma01,--,2,17,15,88.20%,0,0,34.53
202310300PIT,ANA,John Gibson,gibsojo02,--,1,7,6,85.70%,0,0,20
202310300PIT,ANA,Lukáš Dostál,dostalu01,W,2,35,33,94.30%,0,0,40
202310300PIT,PIT,Tristan Jarry,jarrytr01,L,4,27,23,85.20%,0,0,59.7
202311110PIT,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,3,38,35,92.10%,0,0,59.02
202311110PIT,BUF,Empty Net,,--,1,1,0,0.00%,0,0,0
202311110PIT,PIT,Tristan Jarry,jarrytr01,W,0,35,35,100.00%,1,0,60
202311160PIT,NJD,Vítek Vaněček,vanecvi01,W,2,23,21,91.30%,0,0,59.95
202311160PIT,PIT,Tristan Jarry,jarrytr01,L,5,31,26,83.90%,0,0,60
202311190PIT,VEG,Adin Hill,hillad01,L,2,31,29,93.50%,0,0,59.9
202311190PIT,VEG,Empty Net,,--,1,1,0,0.00%,0,0,0
202311190PIT,PIT,Alex Nedeljkovic,nedelal01,W,0,38,38,100.00%,1,0,60
202311220PIT,NYR,Jonathan Quick,quickjo01,W,0,32,32,100.00%,1,0,60
