GameID,Team,Goalie,PlayerID,DEC,GA,SA,SV,SV%,SO,PIM,TOI
202311270SJS,SJS,Mackenzie Blackwood,blackma01,W,1,34,33,97.10%,0,0,60
202312120SJS,WPG,Laurent Brossoit,brossla01,L,2,32,30,93.80%,0,0,57.97
202312120SJS,SJS,Mackenzie Blackwood,blackma01,W,1,37,36,97.30%,0,0,60
202312190SJS,LAK,David Rittich,rittida01,W,1,16,15,93.80%,0,0,60
202312190SJS,SJS,Kaapo Kähkönen,kahkoka01,L,3,38,35,92.10%,0,0,59.02
202312190SJS,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202312210SJS,ARI,Karel Vejmelka,vejmeka01,W,2,31,29,93.50%,0,0,59.63
202312210SJS,SJS,Mackenzie Blackwood,blackma01,L,5,30,25,83.30%,0,0,60
202312280SJS,EDM,Stuart Skinner,skinnst01,W,0,25,25,100.00%,1,0,60
202312280SJS,SJS,Magnus Chrona,chronma01,L,4,12,8,66.70%,0,0,20
202312280SJS,SJS,Kaapo Kähkönen,kahkoka01,--,1,18,17,94.40%,0,0,40
202401020SJS,DET,Alex Lyon,lyonal01,W,3,27,24,88.90%,0,0,60
202401020SJS,SJS,Kaapo Kähkönen,kahkoka01,L,4,30,26,86.70%,0,0,59.22
202401020SJS,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202401040SJS,WPG,Connor Hellebuyck,helleco01,W,1,28,27,96.40%,0,0,59.8
202401040SJS,SJS,Mackenzie Blackwood,blackma01,L,2,30,28,93.30%,0,0,58
202401060SJS,TOR,Martin Jones,jonesma02,W,1,24,23,95.80%,0,0,59.93
202401060SJS,SJS,Mackenzie Blackwood,blackma01,L,4,32,28,87.50%,0,0,60
202401200SJS,ANA,John Gibson,gibsojo02,L,4,18,14,77.80%,0,0,57.95
202401200SJS,ANA,Empty Net,,--,1,1,0,0.00%,0,0,0
202401200SJS,SJS,Mackenzie Blackwood,blackma01,W,3,34,31,91.20%,0,0,60
202401230SJS,NYR,Igor Shesterkin,shestig01,O,3,22,19,86.40%,0,0,61.48
202401230SJS,SJS,Mackenzie Blackwood,blackma01,W,2,31,29,93.50%,0,0,61.48
202401270SJS,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,26,24,92.30%,0,0,60
202401270SJS,SJS,Kaapo Kähkönen,kahkoka01,L,4,35,31,88.60%,0,0,59.2
202401270SJS,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202401300SJS,SEA,Joey Daccord,daccojo01,L,1,21,20,95.20%,0,0,58.43
202401300SJS,SEA,Empty Net,,--,1,1,0,0.00%,0,0,0
202401300SJS,SJS,Mackenzie Blackwood,blackma01,W,0,32,32,100.00%,1,0,60
202402170SJS,CBJ,Elvis Merzļikins,merzlel01,W,3,31,28,90.30%,0,0,58.87
202402170SJS,SJS,Kaapo Kähkönen,kahkoka01,L,4,41,37,90.20%,0,0,59.72
202402190SJS,VEG,Logan Thompson,thomplo01,W,0,29,29,100.00%,1,0,59.83
202402190SJS,SJS,Mackenzie Blackwood,blackma01,L,4,26,22,84.60%,0,0,59.62
202402240SJS,NSH,Juuse Saros,sarosju01,W,2,25,23,92.00%,0,0,59.55
202402240SJS,SJS,Kaapo Kähkönen,kahkoka01,L,3,34,31,91.20%,0,0,58.95
202402240SJS,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202402270SJS,NJD,Nico Daws,dawsni01,W,2,31,29,93.50%,0,0,60
202402270SJS,SJS,Mackenzie Blackwood,blackma01,--,0,13,13,100.00%,0,0,17.57
202402270SJS,SJS,Kaapo Kähkönen,kahkoka01,L,7,31,24,77.40%,0,0,42.37
202402290SJS,ANA,John Gibson,gibsojo02,W,4,28,24,85.70%,0,0,60
202402290SJS,SJS,Kaapo Kähkönen,kahkoka01,L,5,29,24,82.80%,0,0,59.2
202402290SJS,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202403050SJS,DAL,Jake Oettinger,oettija01,W,6,20,14,70.00%,0,0,61.82
202403050SJS,SJS,Kaapo Kähkönen,kahkoka01,O,7,40,33,82.50%,0,0,61.82
202403070SJS,NYI,Ilya Sorokin,sorokil01,W,2,25,23,92.00%,0,0,60
202403070SJS,SJS,Magnus Chrona,chronma01,L,7,33,26,78.80%,0,0,60
202403090SJS,OTT,Joonas Korpisalo,korpijo01,L,2,21,19,90.50%,0,0,57.22
202403090SJS,SJS,Magnus Chrona,chronma01,W,1,32,31,96.90%,0,0,59.92
202403210SJS,TBL,Andrei Vasilevskiy,vasilan02,W,1,22,21,95.50%,0,0,59.77
202403210SJS,SJS,Mackenzie Blackwood,blackma01,L,4,21,17,81.00%,0,0,60
202403230SJS,CHI,Petr Mrázek,mrazepe01,W,4,30,26,86.70%,0,0,59.38
202403230SJS,SJS,Devin Cooley,coolede01,O,5,31,26,83.90%,0,0,60.08
202403260SJS,DAL,Scott Wedgewood,wedgesc01,W,3,20,17,85.00%,0,0,60
202403260SJS,SJS,Mackenzie Blackwood,blackma01,L,6,41,35,85.40%,0,0,60
202404010SJS,SEA,Philipp Grubauer,grubaph01,W,2,26,24,92.30%,0,0,60
202404010SJS,SJS,Mackenzie Blackwood,blackma01,L,3,31,28,90.30%,0,0,59.4
202404010SJS,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202404040SJS,LAK,David Rittich,rittida01,W,1,16,15,93.80%,0,0,59.35
202404040SJS,SJS,Mackenzie Blackwood,blackma01,L,2,27,25,92.60%,0,0,58.12
202404060SJS,STL,Joel Hofer,hoferjo01,O,3,25,22,88.00%,0,2,63.15
202404060SJS,SJS,Devin Cooley,coolede01,W,2,36,34,94.40%,0,0,63.77
202404070SJS,ARI,Connor Ingram,ingraco01,W,2,27,25,92.60%,0,0,60
202404070SJS,SJS,Mackenzie Blackwood,blackma01,L,4,27,23,85.20%,0,0,58.3
202404070SJS,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202404090SJS,CGY,Dustin Wolf,wolfdu01,W,2,22,20,90.90%,0,0,62.48
202404090SJS,SJS,Mackenzie Blackwood,blackma01,O,3,41,38,92.70%,0,0,62.97
202404130SJS,MIN,Jesper Wallstedt,wallsje01,W,2,29,27,93.10%,0,0,60
202404130SJS,SJS,Mackenzie Blackwood,blackma01,L,6,38,32,84.20%,0,0,60
202310140STL,SEA,Joey Daccord,daccojo01,O,1,25,24,96.00%,0,0,65
202310140STL,STL,Jordan Binnington,binnijo01,W,1,31,30,96.80%,0,0,65
202310190STL,ARI,Connor Ingram,ingraco01,W,2,26,24,92.30%,0,0,59.85
202310190STL,STL,Joel Hofer,hoferjo01,L,6,42,36,85.70%,0,0,59.82
202310210STL,PIT,Tristan Jarry,jarrytr01,L,4,21,17,81.00%,0,0,58.03
202310210STL,STL,Jordan Binnington,binnijo01,W,2,33,31,93.90%,0,0,60
202311030STL,NJD,Akira Schmid,schmiak01,L,2,33,31,93.90%,0,0,57.83
202311030STL,NJD,Empty Net,,--,2,2,0,0.00%,0,0,0
202311030STL,STL,Jordan Binnington,binnijo01,W,1,34,33,97.10%,0,0,60
202311040STL,MTL,Sam Montembeault,montesa01,L,5,34,29,85.30%,0,0,59.75
202311040STL,MTL,Empty Net,,--,1,1,0,0.00%,0,0,0
202311040STL,STL,Joel Hofer,hoferjo01,W,3,33,30,90.90%,0,0,60
202311070STL,WPG,Connor Hellebuyck,helleco01,W,2,22,20,90.90%,0,0,59.53
202311070STL,STL,Jordan Binnington,binnijo01,L,4,36,32,88.90%,0,0,59.38
202311070STL,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202311090STL,ARI,Karel Vejmelka,vejmeka01,L,2,33,31,93.90%,0,0,58.07
202311090STL,STL,Joel Hofer,hoferjo01,W,1,20,19,95.00%,0,0,60
202311140STL,TBL,Jonas Johansson,johanjo03,L,4,28,24,85.70%,0,0,59.53
202311140STL,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202311140STL,STL,Jordan Binnington,binnijo01,W,0,30,30,100.00%,1,0,60
202311240STL,NSH,Kevin Lankinen,lankike01,W,3,39,36,92.30%,0,0,60
202311240STL,STL,Joel Hofer,hoferjo01,L,4,15,11,73.30%,0,0,22.75
202311240STL,STL,Jordan Binnington,binnijo01,--,4,20,16,80.00%,0,0,37.08
202311300STL,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,6,20,14,70.00%,0,0,55.33
202311300STL,STL,Jordan Binnington,binnijo01,W,4,46,42,91.30%,0,0,60
202312060STL,VEG,Logan Thompson,thomplo01,W,3,29,26,89.70%,0,0,59.73
202312060STL,STL,Jordan Binnington,binnijo01,L,5,48,43,89.60%,0,0,56.35
202312060STL,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202312120STL,DET,Ville Husso,hussovi01,W,4,37,33,89.20%,0,0,60
202312120STL,STL,Jordan Binnington,binnijo01,L,5,31,26,83.90%,0,0,59.62
202312120STL,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202312140STL,OTT,Joonas Korpisalo,korpijo01,L,4,30,26,86.70%,0,0,58.53
202312140STL,STL,Jordan Binnington,binnijo01,W,2,34,32,94.10%,0,0,59.82
202312160STL,DAL,Scott Wedgewood,wedgesc01,O,4,34,30,88.20%,0,0,60.62
202312160STL,STL,Jordan Binnington,binnijo01,W,3,23,20,87.00%,0,0,60.18
202312230STL,CHI,Arvid Söderblom,soderar01,L,6,41,35,85.40%,0,0,59.37
202312230STL,CHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202312230STL,STL,Jordan Binnington,binnijo01,W,5,20,15,75.00%,0,0,60
202312270STL,DAL,Scott Wedgewood,wedgesc01,L,2,30,28,93.30%,0,0,58.13
202312270STL,STL,Joel Hofer,hoferjo01,W,1,40,39,97.50%,0,0,60
202312290STL,COL,Alexandar Georgiev,georgal01,W,1,29,28,96.60%,0,0,60
202312290STL,STL,Jordan Binnington,binnijo01,L,2,23,21,91.30%,0,0,58.83
202401040STL,VAN,Thatcher Demko,demkoth01,L,2,32,30,93.80%,0,0,56.72
202401040STL,STL,Jordan Binnington,binnijo01,W,1,26,25,96.20%,0,0,60
202401090STL,FLA,Anthony Stolarz,stolaan01,W,1,30,29,96.70%,0,0,60
202401090STL,STL,Joel Hofer,hoferjo01,L,4,30,26,86.70%,0,0,57.35
202401090STL,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202401110STL,NYR,Igor Shesterkin,shestig01,L,4,19,15,78.90%,0,0,57.48
202401110STL,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202401110STL,STL,Jordan Binnington,binnijo01,W,2,43,41,95.30%,0,0,59.77
202401130STL,BOS,Jeremy Swayman,swaymje01,W,3,23,20,87.00%,0,0,61.17
202401130STL,STL,Jordan Binnington,binnijo01,O,4,35,31,88.60%,0,0,61.17
202401150STL,PHI,Carter Hart,hartca01,W,2,30,28,93.30%,0,0,59.93
202401150STL,STL,Joel Hofer,hoferjo01,L,3,41,38,92.70%,0,0,59.4
202401150STL,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202401200STL,WSH,Charlie Lindgren,lindgch01,L,3,29,26,89.70%,0,0,59.63
202401200STL,STL,Jordan Binnington,binnijo01,W,0,18,18,100.00%,1,0,59.43
202401280STL,LAK,David Rittich,rittida01,O,4,32,28,87.50%,0,0,60.87
202401280STL,STL,Joel Hofer,hoferjo01,W,3,33,30,90.90%,0,0,61.07
202401300STL,CBJ,Elvis Merzļikins,merzlel01,W,0,21,21,100.00%,1,0,59.77
202401300STL,STL,Jordan Binnington,binnijo01,L,1,22,21,95.50%,0,0,58.17
202402150STL,EDM,Stuart Skinner,skinnst01,L,5,29,24,82.80%,0,0,59.63
202402150STL,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202402150STL,STL,Jordan Binnington,binnijo01,W,3,38,35,92.10%,0,0,59.67
202402170STL,NSH,Juuse Saros,sarosju01,W,2,37,35,94.60%,0,0,60
202402170STL,STL,Jordan Binnington,binnijo01,L,4,32,28,87.50%,0,2,57.83
202402170STL,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202402190STL,TOR,Ilya Samsonov,samsoil01,W,2,21,19,90.50%,0,0,60
202402190STL,STL,Joel Hofer,hoferjo01,L,3,28,25,89.30%,0,0,56.63
202402190STL,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202402220STL,NYI,Semyon Varlamov,varlasi01,L,3,24,21,87.50%,0,0,59.18
202402220STL,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202402220STL,STL,Jordan Binnington,binnijo01,W,0,38,38,100.00%,1,0,60
202403020STL,MIN,Marc-André Fleury,fleurma01,L,2,26,24,92.30%,0,0,58.7
202403020STL,MIN,Empty Net,,--,1,1,0,0.00%,0,0,0
202403020STL,STL,Jordan Binnington,binnijo01,W,1,22,21,95.50%,0,0,60
202403130STL,LAK,Cam Talbot,talboca01,L,3,30,27,90.00%,0,0,56.77
202403130STL,STL,Jordan Binnington,binnijo01,W,1,41,40,97.60%,0,0,60
202403160STL,MIN,Marc-André Fleury,fleurma01,O,2,37,35,94.60%,0,0,64.97
202403160STL,STL,Jordan Binnington,binnijo01,W,2,24,22,91.70%,0,0,65
202403170STL,ANA,Lukáš Dostál,dostalu01,L,4,27,23,85.20%,0,0,58.13
202403170STL,STL,Joel Hofer,hoferjo01,W,2,28,26,92.90%,0,0,60
202403190STL,COL,Justus Annunen,annunju01,W,3,33,30,90.90%,0,0,59.7
202403190STL,STL,Jordan Binnington,binnijo01,L,4,35,31,88.60%,0,0,58.25
202403250STL,VEG,Logan Thompson,thomplo01,W,1,32,31,96.90%,0,0,60.82
202403250STL,STL,Jordan Binnington,binnijo01,O,2,34,32,94.10%,0,0,60.82
202403280STL,CGY,Dustin Wolf,wolfdu01,L,4,18,14,77.80%,0,0,57.95
202403280STL,CGY,Empty Net,,--,1,1,0,0.00%,0,0,0
202403280STL,STL,Jordan Binnington,binnijo01,W,3,28,25,89.30%,0,0,60
202403300STL,SJS,Mackenzie Blackwood,blackma01,W,0,35,35,100.00%,1,0,60
202403300STL,STL,Joel Hofer,hoferjo01,L,3,19,16,84.20%,0,0,59.3
202403300STL,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202404010STL,EDM,Stuart Skinner,skinnst01,O,3,29,26,89.70%,0,0,62.15
202404010STL,STL,Jordan Binnington,binnijo01,W,2,38,36,94.70%,0,2,62
202404100STL,CHI,Petr Mrázek,mrazepe01,L,3,3,0,0.00%,0,0,4.62
202404100STL,CHI,Arvid Söderblom,soderar01,--,2,23,21,91.30%,0,0,55.38
202404100STL,STL,Joel Hofer,hoferjo01,W,2,20,18,90.00%,0,0,59.63
202404120STL,CAR,Frederik Andersen,anderfr01,W,2,31,29,93.50%,0,0,59.93
202404120STL,STL,Jordan Binnington,binnijo01,L,3,40,37,92.50%,0,0,59.25
202404120STL,STL,Empty Net,,--,2,2,0,0.00%,0,0,0
202404140STL,SEA,Joey Daccord,daccojo01,L,3,27,24,88.90%,0,0,58.72
202404140STL,SEA,Empty Net,,--,1,1,0,0.00%,0,0,0
202404140STL,STL,Joel Hofer,hoferjo01,W,1,20,19,95.00%,0,0,59.97
202310100TBL,NSH,Juuse Saros,sarosju01,L,4,33,29,87.90%,0,0,57.27
202310100TBL,NSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202310100TBL,TBL,Jonas Johansson,johanjo03,W,3,31,28,90.30%,0,0,60
202310190TBL,VAN,Thatcher Demko,demkoth01,L,4,36,32,88.90%,0,0,57.73
202310190TBL,TBL,Jonas Johansson,johanjo03,W,3,29,26,89.70%,0,0,60
202310210TBL,TOR,Ilya Samsonov,samsoil01,--,3,4,1,25.00%,0,0,13.48
202310210TBL,TOR,Joseph Woll,wolljo01,W,0,27,27,100.00%,0,0,50.6
202310210TBL,TBL,Jonas Johansson,johanjo03,O,4,52,48,92.30%,0,0,64.08
202310240TBL,CAR,Pyotr Kochetkov,kochepy01,L,3,23,20,87.00%,0,0,58.9
202310240TBL,TBL,Jonas Johansson,johanjo03,W,0,32,32,100.00%,1,0,60
202310260TBL,SJS,Mackenzie Blackwood,blackma01,L,5,21,16,76.20%,0,0,27.48
202310260TBL,SJS,Kaapo Kähkönen,kahkoka01,--,1,10,9,90.00%,0,0,32.05
202310260TBL,TBL,Jonas Johansson,johanjo03,W,0,23,23,100.00%,1,0,60
202310300TBL,SEA,Philipp Grubauer,grubaph01,W,3,37,34,91.90%,0,0,62.88
202310300TBL,TBL,Jonas Johansson,johanjo03,O,4,43,39,90.70%,0,0,62.58
202311090TBL,CHI,Petr Mrázek,mrazepe01,W,3,33,30,90.90%,0,0,59.57
202311090TBL,TBL,Jonas Johansson,johanjo03,L,5,29,24,82.80%,0,0,55.75
202311110TBL,CAR,Pyotr Kochetkov,kochepy01,W,0,22,22,100.00%,1,0,59.9
202311110TBL,TBL,Jonas Johansson,johanjo03,L,4,32,28,87.50%,0,0,58.82
202311180TBL,EDM,Stuart Skinner,skinnst01,L,5,23,18,78.30%,0,0,59
202311180TBL,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202311180TBL,TBL,Jonas Johansson,johanjo03,W,4,42,38,90.50%,0,0,60
202311200TBL,BOS,Jeremy Swayman,swaymje01,O,5,47,42,89.40%,0,0,61.17
202311200TBL,TBL,Jonas Johansson,johanjo03,W,4,27,23,85.20%,0,0,59.07
202311220TBL,WPG,Connor Hellebuyck,helleco01,W,2,33,31,93.90%,0,0,61.65
202311220TBL,TBL,Jonas Johansson,johanjo03,O,3,32,29,90.60%,0,0,61.65
202311300TBL,PIT,Tristan Jarry,jarrytr01,W,2,41,39,95.10%,0,0,60
202311300TBL,TBL,Andrei Vasilevskiy,vasilan02,L,3,28,25,89.30%,0,0,58.8
202311300TBL,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202312040TBL,DAL,Jake Oettinger,oettija01,L,4,23,19,82.60%,0,0,59.88
202312040TBL,TBL,Andrei Vasilevskiy,vasilan02,W,0,25,25,100.00%,1,0,60
202312060TBL,PIT,Tristan Jarry,jarrytr01,L,3,27,24,88.90%,0,0,58.43
202312060TBL,TBL,Andrei Vasilevskiy,vasilan02,W,1,25,24,96.00%,0,0,60
202312190TBL,STL,Jordan Binnington,binnijo01,L,5,23,18,78.30%,0,0,32.22
202312190TBL,STL,Joel Hofer,hoferjo01,--,1,10,9,90.00%,0,0,27.78
202312190TBL,TBL,Andrei Vasilevskiy,vasilan02,W,1,29,28,96.60%,0,0,60
202312210TBL,VEG,Jiří Patera,paterji01,L,5,36,31,86.10%,0,0,59.12
202312210TBL,TBL,Andrei Vasilevskiy,vasilan02,W,4,34,30,88.20%,0,0,60
202312270TBL,FLA,Sergei Bobrovsky,bobrose01,W,2,29,27,93.10%,0,0,60
202312270TBL,TBL,Andrei Vasilevskiy,vasilan02,L,3,31,28,90.30%,0,0,59.72
202312300TBL,NYR,Igor Shesterkin,shestig01,W,1,35,34,97.10%,0,0,60
202312300TBL,TBL,Andrei Vasilevskiy,vasilan02,L,5,21,16,76.20%,0,0,57.97
202312310TBL,MTL,Sam Montembeault,montesa01,L,4,20,16,80.00%,0,0,58.4
202312310TBL,TBL,Jonas Johansson,johanjo03,W,3,29,26,89.70%,0,0,60
202401090TBL,LAK,Cam Talbot,talboca01,O,3,29,26,89.70%,0,0,62.05
202401090TBL,TBL,Andrei Vasilevskiy,vasilan02,W,2,22,20,90.90%,0,0,62.05
202401110TBL,NJD,Vítek Vaněček,vanecvi01,O,4,20,16,80.00%,0,0,61.87
202401110TBL,TBL,Andrei Vasilevskiy,vasilan02,W,3,30,27,90.00%,0,0,61.48
202401130TBL,ANA,Lukáš Dostál,dostalu01,L,5,41,36,87.80%,0,0,60
202401130TBL,TBL,Andrei Vasilevskiy,vasilan02,W,1,20,19,95.00%,0,0,60
202401180TBL,MIN,Filip Gustavsson,gustafi01,L,7,38,31,81.60%,0,0,60
202401180TBL,TBL,Andrei Vasilevskiy,vasilan02,W,3,33,30,90.90%,0,0,60
202401250TBL,ARI,Connor Ingram,ingraco01,L,6,37,31,83.80%,0,0,60
202401250TBL,TBL,Andrei Vasilevskiy,vasilan02,W,3,20,17,85.00%,0,0,60
202401270TBL,NJD,Vítek Vaněček,vanecvi01,L,4,40,36,90.00%,0,0,58.28
202401270TBL,NJD,Empty Net,,--,2,2,0,0.00%,0,0,0
202401270TBL,TBL,Andrei Vasilevskiy,vasilan02,W,3,24,21,87.50%,0,0,60
202402150TBL,COL,Justus Annunen,annunju01,L,4,37,33,89.20%,0,0,57.63
202402150TBL,COL,Empty Net,,--,2,2,0,0.00%,0,0,0
202402150TBL,TBL,Andrei Vasilevskiy,vasilan02,W,3,31,28,90.30%,0,0,59.85
202402170TBL,FLA,Sergei Bobrovsky,bobrose01,W,2,30,28,93.30%,0,0,60
202402170TBL,TBL,Andrei Vasilevskiy,vasilan02,L,6,22,16,72.70%,0,0,40
202402170TBL,TBL,Jonas Johansson,johanjo03,--,3,8,5,62.50%,0,0,19.88
202402190TBL,OTT,Anton Forsberg,forsban01,W,2,25,23,92.00%,0,0,60
202402190TBL,TBL,Andrei Vasilevskiy,vasilan02,L,4,28,24,85.70%,0,0,56.37
202402220TBL,WSH,Charlie Lindgren,lindgch01,W,3,32,29,90.60%,0,0,59.9
202402220TBL,TBL,Andrei Vasilevskiy,vasilan02,L,4,23,19,82.60%,0,0,58.35
202402220TBL,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202402290TBL,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,23,21,91.30%,0,0,61.7
202402290TBL,TBL,Andrei Vasilevskiy,vasilan02,O,3,23,20,87.00%,0,0,61.15
202403020TBL,MTL,Cayden Primeau,primeca01,O,3,29,26,89.70%,0,0,65
202403020TBL,TBL,Andrei Vasilevskiy,vasilan02,W,3,31,28,90.30%,0,0,64.53
202403070TBL,CGY,Jacob Markström,marksja02,W,3,22,19,86.40%,0,0,60
202403070TBL,TBL,Andrei Vasilevskiy,vasilan02,L,5,23,18,78.30%,0,0,59.8
202403070TBL,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202403090TBL,PHI,Samuel Ersson,erssosa01,L,4,15,11,73.30%,0,0,10.82
202403090TBL,PHI,Felix Sandström,sandsfe01,--,3,11,8,72.70%,0,0,49.07
202403090TBL,TBL,Andrei Vasilevskiy,vasilan02,W,0,25,25,100.00%,1,0,59.38
202403140TBL,NYR,Igor Shesterkin,shestig01,L,5,27,22,81.50%,0,0,59.83
202403140TBL,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202403140TBL,TBL,Andrei Vasilevskiy,vasilan02,W,3,28,25,89.30%,0,0,59.95
202403270TBL,BOS,Linus Ullmark,ullmali01,L,2,30,28,93.30%,0,0,59.6
202403270TBL,BOS,Empty Net,,--,1,1,0,0.00%,0,0,0
202403270TBL,TBL,Andrei Vasilevskiy,vasilan02,W,1,24,23,95.80%,0,0,60
202403300TBL,NYI,Semyon Varlamov,varlasi01,L,3,39,36,92.30%,0,0,59.1
202403300TBL,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202403300TBL,TBL,Andrei Vasilevskiy,vasilan02,W,1,28,27,96.40%,0,0,60
202404010TBL,DET,Alex Lyon,lyonal01,W,2,36,34,94.40%,0,0,59.75
202404010TBL,TBL,Andrei Vasilevskiy,vasilan02,L,3,31,28,90.30%,0,0,58.75
202404010TBL,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202404090TBL,CBJ,Jet Greaves,greavje01,L,4,32,28,87.50%,0,0,59.05
202404090TBL,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202404090TBL,TBL,Andrei Vasilevskiy,vasilan02,W,2,32,30,93.80%,0,0,60
202404110TBL,OTT,Anton Forsberg,forsban01,W,2,26,24,92.30%,0,0,64.92
202404110TBL,TBL,Matt Tomkins,tomkima01,O,2,27,25,92.60%,0,0,64.57
202404150TBL,BUF,Eric Comrie,comrier01,W,2,33,31,93.90%,0,0,60
202404150TBL,TBL,Andrei Vasilevskiy,vasilan02,L,4,34,30,88.20%,0,0,57.6
202404170TBL,TOR,Martin Jones,jonesma02,L,6,32,26,81.30%,0,0,57.28
202404170TBL,TBL,Matt Tomkins,tomkima01,W,4,38,34,89.50%,0,0,59.4
202310110TOR,MTL,Jake Allen,allenja01,O,5,42,37,88.10%,0,0,65
202310110TOR,TOR,Ilya Samsonov,samsoil01,W,5,24,19,79.20%,0,0,62.1
202310140TOR,MIN,Filip Gustavsson,gustafi01,L,7,33,26,78.80%,0,0,60
202310140TOR,TOR,Ilya Samsonov,samsoil01,W,4,32,28,87.50%,0,0,60
202310160TOR,CHI,Arvid Söderblom,soderar01,W,1,36,35,97.20%,0,0,60
202310160TOR,TOR,Joseph Woll,wolljo01,L,3,30,27,90.00%,0,0,56.22
202310160TOR,TOR,Empty Net,,--,1,1,0,0.00%,0,0,0
202310310TOR,LAK,Cam Talbot,talboca01,W,1,30,29,96.70%,0,0,60
202310310TOR,TOR,Joseph Woll,wolljo01,L,4,27,23,85.20%,0,0,59.97
202311040TOR,BUF,Devon Levi,levide01,W,4,28,24,85.70%,0,0,60
202311040TOR,TOR,Joseph Woll,wolljo01,L,5,40,35,87.50%,0,0,59.38
202311040TOR,TOR,Empty Net,,--,1,1,0,0.00%,0,0,0
202311060TOR,TBL,Jonas Johansson,johanjo03,O,6,34,28,82.40%,0,0,60.77
202311060TOR,TOR,Ilya Samsonov,samsoil01,--,4,12,8,66.70%,0,0,15.22
202311060TOR,TOR,Joseph Woll,wolljo01,W,1,19,18,94.70%,0,0,45.55
202311080TOR,OTT,Joonas Korpisalo,korpijo01,W,3,30,27,90.00%,0,0,60
202311080TOR,TOR,Joseph Woll,wolljo01,L,6,31,25,80.60%,0,0,60
202311100TOR,CGY,Daniel Vladař,vladada01,O,4,36,32,88.90%,0,0,65
202311100TOR,TOR,Joseph Woll,wolljo01,W,4,28,24,85.70%,0,0,65
202311110TOR,VAN,Thatcher Demko,demkoth01,L,5,22,17,77.30%,0,0,60
202311110TOR,TOR,Ilya Samsonov,samsoil01,W,2,33,31,93.90%,0,0,60
202311280TOR,FLA,Anthony Stolarz,stolaan01,O,1,32,31,96.90%,0,0,65
202311280TOR,TOR,Joseph Woll,wolljo01,W,1,39,38,97.40%,0,0,65
202311300TOR,SEA,Philipp Grubauer,grubaph01,O,3,28,25,89.30%,0,0,64.73
202311300TOR,TOR,Joseph Woll,wolljo01,W,3,40,37,92.50%,0,0,64.8
202312020TOR,BOS,Linus Ullmark,ullmali01,W,3,40,37,92.50%,0,0,64.87
202312020TOR,TOR,Joseph Woll,wolljo01,O,4,37,33,89.20%,0,0,63.08
202312090TOR,NSH,Kevin Lankinen,lankike01,L,3,36,33,91.70%,0,0,58.58
202312090TOR,NSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202312090TOR,TOR,Ilya Samsonov,samsoil01,W,0,18,18,100.00%,1,0,60
202312140TOR,CBJ,Elvis Merzļikins,merzlel01,W,5,48,43,89.60%,0,0,63.43
202312140TOR,TOR,Ilya Samsonov,samsoil01,O,6,35,29,82.90%,0,0,61.73
202312160TOR,PIT,Tristan Jarry,jarrytr01,L,4,14,10,71.40%,0,0,21.93
202312160TOR,PIT,Alex Nedeljkovic,nedelal01,--,3,21,18,85.70%,0,0,37.02
202312160TOR,TOR,Martin Jones,jonesma02,W,0,38,38,100.00%,1,0,60
202312190TOR,NYR,Igor Shesterkin,shestig01,W,2,33,31,93.90%,0,0,60
202312190TOR,TOR,Martin Jones,jonesma02,L,4,35,31,88.60%,0,0,58.78
202312190TOR,TOR,Empty Net,,--,1,1,0,0.00%,0,0,0
202312270TOR,OTT,Joonas Korpisalo,korpijo01,W,2,36,34,94.40%,0,0,60
