GameID,Date,Player,PlayerID,Team,Location,Opp,Result,OT/SO,GA,SA,SV,SV%,PIM,TOI
202312270MIN,12/27/2023,Filip Gustavsson,gustafi01,MIN,vs,DET,W,,3,28,25,89.30%,0,59.88
202312300WPG,12/30/2023,Filip Gustavsson,gustafi01,MIN,@,WPG,L,,3,22,19,86.40%,0,40
202401130MIN,1/13/2024,Filip Gustavsson,gustafi01,MIN,vs,ARI,L,,5,18,13,72.20%,0,26.67
202401180TBL,1/18/2024,Filip Gustavsson,gustafi01,MIN,@,TBL,L,,7,38,31,81.60%,0,60
202401190FLA,1/19/2024,Filip Gustavsson,gustafi01,MIN,@,FLA,W,,3,24,21,87.50%,0,29.47
202401210CAR,1/21/2024,Filip Gustavsson,gustafi01,MIN,@,CAR,W,,2,42,40,95.20%,0,60
202401230MIN,1/23/2024,Filip Gustavsson,gustafi01,MIN,vs,WSH,W,,3,33,30,90.90%,0,60
202401250MIN,1/25/2024,Filip Gustavsson,gustafi01,MIN,vs,NSH,L,,3,29,26,89.70%,0,58.82
202401270MIN,1/27/2024,Filip Gustavsson,gustafi01,MIN,vs,ANA,L,,3,25,22,88.00%,0,58.02
202402070CHI,2/7/2024,Filip Gustavsson,gustafi01,MIN,@,CHI,W,,1,21,20,95.20%,0,59.93
202402120VEG,2/12/2024,Filip Gustavsson,gustafi01,MIN,@,VEG,W,,3,30,27,90.00%,0,60
202402170MIN,2/17/2024,Filip Gustavsson,gustafi01,MIN,vs,BUF,L,OT,3,28,25,89.30%,0,61.48
202402190MIN,2/19/2024,Filip Gustavsson,gustafi01,MIN,vs,VAN,W,,5,16,11,68.80%,0,39.78
202402230EDM,2/23/2024,Filip Gustavsson,gustafi01,MIN,@,EDM,W,,2,43,41,95.30%,0,60
202402270MIN,2/27/2024,Filip Gustavsson,gustafi01,MIN,vs,CAR,L,,3,28,25,89.30%,0,58.72
202402290NSH,2/29/2024,Filip Gustavsson,gustafi01,MIN,@,NSH,L,,6,31,25,80.60%,0,59.77
202403030MIN,3/3/2024,Filip Gustavsson,gustafi01,MIN,vs,SJS,W,,3,15,12,80.00%,0,60
202403080COL,3/8/2024,Filip Gustavsson,gustafi01,MIN,@,COL,L,OT,2,40,38,95.00%,0,62.53
202403190ANA,3/19/2024,Filip Gustavsson,gustafi01,MIN,@,ANA,W,,0,27,27,100.00%,0,60
202403200LAK,3/20/2024,Filip Gustavsson,gustafi01,MIN,@,LAK,L,,1,11,10,90.90%,0,31.87
202403280MIN,3/28/2024,Filip Gustavsson,gustafi01,MIN,vs,SJS,W,,1,27,26,96.30%,0,60
202403300MIN,3/30/2024,Filip Gustavsson,gustafi01,MIN,vs,VEG,L,OT,1,30,29,96.70%,0,63.05
202404040MIN,4/4/2024,Filip Gustavsson,gustafi01,MIN,vs,COL,L,,4,35,31,88.60%,0,58.48
202404090COL,4/9/2024,Filip Gustavsson,gustafi01,MIN,@,COL,L,,5,32,27,84.40%,0,59.08
202404150LAK,4/15/2024,Filip Gustavsson,gustafi01,MIN,@,LAK,W,,1,24,23,95.80%,0,60
202310120CBJ,10/12/2023,Carter Hart,hartca01,PHI,@,CBJ,W,,2,33,31,93.90%,0,60
202310140OTT,10/14/2023,Carter Hart,hartca01,PHI,@,OTT,L,,5,31,26,83.90%,0,58.95
202310170PHI,10/17/2023,Carter Hart,hartca01,PHI,vs,VAN,W,,0,26,26,100.00%,0,59.72
202310190PHI,10/19/2023,Carter Hart,hartca01,PHI,vs,EDM,W,,1,23,22,95.70%,0,60
202310240VEG,10/24/2023,Carter Hart,hartca01,PHI,@,VEG,L,,3,29,26,89.70%,0,59.75
202310260PHI,10/26/2023,Carter Hart,hartca01,PHI,vs,MIN,W,,2,28,26,92.90%,0,60
202310300PHI,10/30/2023,Carter Hart,hartca01,PHI,vs,CAR,L,,3,32,29,90.60%,0,59.73
202311010PHI,11/1/2023,Carter Hart,hartca01,PHI,vs,BUF,L,,2,5,3,60.00%,0,10
202311150CAR,11/15/2023,Carter Hart,hartca01,PHI,@,CAR,W,,1,32,31,96.90%,0,60
202311180PHI,11/18/2023,Carter Hart,hartca01,PHI,vs,VEG,W,OT,3,31,28,90.30%,0,61
202311220NYI,11/22/2023,Carter Hart,hartca01,PHI,@,NYI,L,,3,25,22,88.00%,0,58.25
202311240PHI,11/24/2023,Carter Hart,hartca01,PHI,vs,NYR,L,,3,19,16,84.20%,0,57.02
202311280PHI,11/28/2023,Carter Hart,hartca01,PHI,vs,CAR,L,,3,35,32,91.40%,0,59.4
202311300PHI,11/30/2023,Carter Hart,hartca01,PHI,vs,NJD,L,OT,4,35,31,88.60%,0,59.1
202312040PHI,12/4/2023,Carter Hart,hartca01,PHI,vs,PIT,W,OT,1,32,31,96.90%,0,63.92
202312070ARI,12/7/2023,Carter Hart,hartca01,PHI,@,ARI,W,,1,26,25,96.20%,0,60
202312090COL,12/9/2023,Carter Hart,hartca01,PHI,@,COL,W,,2,38,36,94.70%,0,60
202312220DET,12/22/2023,Carter Hart,hartca01,PHI,@,DET,L,SO,6,37,31,83.80%,0,65
202312280VAN,12/28/2023,Carter Hart,hartca01,PHI,@,VAN,W,,0,8,8,100.00%,0,17.4
202312290SEA,12/29/2023,Carter Hart,hartca01,PHI,@,SEA,L,OT,2,29,27,93.10%,0,62.58
202401020EDM,1/2/2024,Carter Hart,hartca01,PHI,@,EDM,L,,5,36,31,86.10%,0,60
202401060PHI,1/6/2024,Carter Hart,hartca01,PHI,vs,CGY,W,,2,24,22,91.70%,0,60
202401080PHI,1/8/2024,Carter Hart,hartca01,PHI,vs,PIT,L,,4,39,35,89.70%,0,59.83
202401120MIN,1/12/2024,Carter Hart,hartca01,PHI,@,MIN,W,OT,3,29,26,89.70%,0,63.6
202401150STL,1/15/2024,Carter Hart,hartca01,PHI,@,STL,W,,2,30,28,93.30%,0,59.93
202401200PHI,1/20/2024,Carter Hart,hartca01,PHI,vs,COL,L,,5,15,10,66.70%,0,40
202310280PIT,10/28/2023,Magnus Hellberg,hellbma01,PIT,vs,OTT,L,,2,17,15,88.20%,0,34.53
202311070ANA,11/7/2023,Magnus Hellberg,hellbma01,PIT,@,ANA,W,,0,11,11,100.00%,0,21.6
202311090LAK,11/9/2023,Magnus Hellberg,hellbma01,PIT,@,LAK,W,OT,3,36,33,91.70%,0,63.75
202310110CGY,10/11/2023,Connor Hellebuyck,helleco01,WPG,@,CGY,L,,4,21,17,81.00%,0,58.2
202310140WPG,10/14/2023,Connor Hellebuyck,helleco01,WPG,vs,FLA,W,,4,33,29,87.90%,0,59.87
202310170WPG,10/17/2023,Connor Hellebuyck,helleco01,WPG,vs,LAK,L,,5,29,24,82.80%,0,59.92
202310210EDM,10/21/2023,Connor Hellebuyck,helleco01,WPG,@,EDM,W,OT,2,40,38,95.00%,0,63.88
202310240WPG,10/24/2023,Connor Hellebuyck,helleco01,WPG,vs,STL,W,,2,20,18,90.00%,0,59.53
202310260DET,10/26/2023,Connor Hellebuyck,helleco01,WPG,@,DET,W,,1,36,35,97.20%,0,60
202310300WPG,10/30/2023,Connor Hellebuyck,helleco01,WPG,vs,NYR,L,OT,3,26,23,88.50%,0,64.57
202311020VEG,11/2/2023,Connor Hellebuyck,helleco01,WPG,@,VEG,L,,4,25,21,84.00%,0,59.38
202311040ARI,11/4/2023,Connor Hellebuyck,helleco01,WPG,@,ARI,W,,3,25,22,88.00%,0,60
202311070STL,11/7/2023,Connor Hellebuyck,helleco01,WPG,@,STL,W,,2,22,20,90.90%,0,59.53
202311110WPG,11/11/2023,Connor Hellebuyck,helleco01,WPG,vs,DAL,L,,3,29,26,89.70%,0,58.62
202311140WPG,11/14/2023,Connor Hellebuyck,helleco01,WPG,vs,NJD,W,,3,34,31,91.20%,0,59.85
202311170WPG,11/17/2023,Connor Hellebuyck,helleco01,WPG,vs,BUF,W,,2,28,26,92.90%,0,60
202311220TBL,11/22/2023,Connor Hellebuyck,helleco01,WPG,@,TBL,W,OT,2,33,31,93.90%,0,61.65
202311240FLA,11/24/2023,Connor Hellebuyck,helleco01,WPG,@,FLA,W,,0,33,33,100.00%,0,59.92
202311280WPG,11/28/2023,Connor Hellebuyck,helleco01,WPG,vs,DAL,L,,2,21,19,90.50%,0,58.78
202311300WPG,11/30/2023,Connor Hellebuyck,helleco01,WPG,vs,EDM,L,,2,38,36,94.70%,0,58.95
202312020WPG,12/2/2023,Connor Hellebuyck,helleco01,WPG,vs,CHI,W,,1,21,20,95.20%,0,59.85
202312070COL,12/7/2023,Connor Hellebuyck,helleco01,WPG,@,COL,W,,2,34,32,94.10%,0,60
202312100ANA,12/10/2023,Connor Hellebuyck,helleco01,WPG,@,ANA,W,,2,26,24,92.30%,0,59.43
202312130LAK,12/13/2023,Connor Hellebuyck,helleco01,WPG,@,LAK,W,,2,34,32,94.10%,0,60
202312160WPG,12/16/2023,Connor Hellebuyck,helleco01,WPG,vs,COL,W,,2,32,30,93.80%,0,60
202312180WPG,12/18/2023,Connor Hellebuyck,helleco01,WPG,vs,MTL,L,OT,3,26,23,88.50%,0,61.15
202312220WPG,12/22/2023,Connor Hellebuyck,helleco01,WPG,vs,BOS,W,,1,25,24,96.00%,0,60
202312270CHI,12/27/2023,Connor Hellebuyck,helleco01,WPG,@,CHI,L,OT,2,25,23,92.00%,0,61.8
202312300WPG,12/30/2023,Connor Hellebuyck,helleco01,WPG,vs,MIN,W,,2,36,34,94.40%,0,59.87
202401020WPG,1/2/2024,Connor Hellebuyck,helleco01,WPG,vs,TBL,W,,2,34,32,94.10%,2,59.7
202401040SJS,1/4/2024,Connor Hellebuyck,helleco01,WPG,@,SJS,W,,1,28,27,96.40%,0,59.8
202401070ARI,1/7/2024,Connor Hellebuyck,helleco01,WPG,@,ARI,W,,2,17,15,88.20%,0,59.18
202401090WPG,1/9/2024,Connor Hellebuyck,helleco01,WPG,vs,CBJ,W,,0,29,29,100.00%,0,60
202401130WPG,1/13/2024,Connor Hellebuyck,helleco01,WPG,vs,PHI,L,,2,36,34,94.40%,0,57.4
202401160WPG,1/16/2024,Connor Hellebuyck,helleco01,WPG,vs,NYI,W,,2,37,35,94.60%,0,59.9
202401200OTT,1/20/2024,Connor Hellebuyck,helleco01,WPG,@,OTT,W,OT,1,35,34,97.10%,0,64.23
202401220BOS,1/22/2024,Connor Hellebuyck,helleco01,WPG,@,BOS,L,,3,20,17,85.00%,0,58.98
202401270WPG,1/27/2024,Connor Hellebuyck,helleco01,WPG,vs,TOR,L,,3,29,26,89.70%,0,59.72
202402060PIT,2/6/2024,Connor Hellebuyck,helleco01,WPG,@,PIT,L,,3,27,24,88.90%,0,60
202402100WPG,2/10/2024,Connor Hellebuyck,helleco01,WPG,vs,PIT,W,,1,36,35,97.20%,0,60
202402140WPG,2/14/2024,Connor Hellebuyck,helleco01,WPG,vs,SJS,W,,0,17,17,100.00%,0,59.65
202402170VAN,2/17/2024,Connor Hellebuyck,helleco01,WPG,@,VAN,W,,2,37,35,94.60%,0,59.92
202402190CGY,2/19/2024,Connor Hellebuyck,helleco01,WPG,@,CGY,L,,5,33,28,84.80%,0,59.52
202402230CHI,2/23/2024,Connor Hellebuyck,helleco01,WPG,@,CHI,W,OT,2,35,33,94.30%,0,60.22
202402250WPG,2/25/2024,Connor Hellebuyck,helleco01,WPG,vs,ARI,W,OT,3,32,29,90.60%,0,60.55
202402290DAL,2/29/2024,Connor Hellebuyck,helleco01,WPG,@,DAL,L,,3,35,32,91.40%,0,58.63
202403020CAR,3/2/2024,Connor Hellebuyck,helleco01,WPG,@,CAR,W,,3,35,32,91.40%,0,60
202403050WPG,3/5/2024,Connor Hellebuyck,helleco01,WPG,vs,SEA,L,,4,24,20,83.30%,0,57.88
202403090VAN,3/9/2024,Connor Hellebuyck,helleco01,WPG,@,VAN,L,,5,37,32,86.50%,0,59.83
202403110WPG,3/11/2024,Connor Hellebuyck,helleco01,WPG,vs,WSH,W,,0,23,23,100.00%,0,60
202403130WPG,3/13/2024,Connor Hellebuyck,helleco01,WPG,vs,NSH,L,,4,38,34,89.50%,0,58.53
202403170CBJ,3/17/2024,Connor Hellebuyck,helleco01,WPG,@,CBJ,W,,1,31,30,96.80%,0,60
202403190NYR,3/19/2024,Connor Hellebuyck,helleco01,WPG,@,NYR,W,,2,41,39,95.10%,0,59.92
202403230NYI,3/23/2024,Connor Hellebuyck,helleco01,WPG,@,NYI,L,,5,26,21,80.80%,0,29.18
202403240WSH,3/24/2024,Connor Hellebuyck,helleco01,WPG,@,WSH,L,,3,19,16,84.20%,0,60
202403260WPG,3/26/2024,Connor Hellebuyck,helleco01,WPG,vs,EDM,L,OT,4,42,38,90.50%,0,61.32
202403280WPG,3/28/2024,Connor Hellebuyck,helleco01,WPG,vs,VEG,L,,2,25,23,92.00%,0,58.62
202403300WPG,3/30/2024,Connor Hellebuyck,helleco01,WPG,vs,OTT,L,,3,27,24,88.90%,0,58.48
202404040WPG,4/4/2024,Connor Hellebuyck,helleco01,WPG,vs,CGY,W,,2,33,31,93.90%,0,59.92
202404060MIN,4/6/2024,Connor Hellebuyck,helleco01,WPG,@,MIN,W,,2,27,25,92.60%,0,60
202404090NSH,4/9/2024,Connor Hellebuyck,helleco01,WPG,@,NSH,W,OT,3,48,45,93.80%,0,61.87
202404130COL,4/13/2024,Connor Hellebuyck,helleco01,WPG,@,COL,W,,0,30,30,100.00%,0,60
202404160WPG,4/16/2024,Connor Hellebuyck,helleco01,WPG,vs,SEA,W,,3,23,20,87.00%,0,59.63
202310100VEG,10/10/2023,Adin Hill,hillad01,VEG,vs,SEA,W,,1,33,32,97.00%,0,60
202310140VEG,10/14/2023,Adin Hill,hillad01,VEG,vs,ANA,W,,1,23,22,95.70%,0,59.05
202310170VEG,10/17/2023,Adin Hill,hillad01,VEG,vs,DAL,W,SO,2,26,24,92.30%,0,64.23
202310210CHI,10/21/2023,Adin Hill,hillad01,VEG,@,CHI,W,,3,24,21,87.50%,0,59.45
202310270VEG,10/27/2023,Adin Hill,hillad01,VEG,vs,CHI,L,OT,4,24,20,83.30%,0,62.83
202310300VEG,10/30/2023,Adin Hill,hillad01,VEG,vs,MTL,W,SO,2,39,37,94.90%,0,64.33
202311040VEG,11/4/2023,Adin Hill,hillad01,VEG,vs,COL,W,,0,41,41,100.00%,0,60
202311080VEG,11/8/2023,Adin Hill,hillad01,VEG,vs,LAK,L,,3,32,29,90.60%,0,58.38
202311100VEG,11/10/2023,Adin Hill,hillad01,VEG,vs,SJS,W,,0,20,20,100.00%,0,60
202311160MTL,11/16/2023,Adin Hill,hillad01,VEG,@,MTL,W,,5,28,23,82.10%,0,60
202311190PIT,11/19/2023,Adin Hill,hillad01,VEG,@,PIT,L,,2,31,29,93.50%,0,59.9
202311220DAL,11/22/2023,Adin Hill,hillad01,VEG,@,DAL,W,OT,1,32,31,96.90%,0,61.95
202311270CGY,11/27/2023,Adin Hill,hillad01,VEG,@,CGY,L,OT,2,34,32,94.10%,0,64.58
202311300VAN,11/30/2023,Adin Hill,hillad01,VEG,@,VAN,W,,0,16,16,100.00%,0,40
202312170VEG,12/17/2023,Adin Hill,hillad01,VEG,vs,OTT,W,,1,3,2,66.70%,0,6.42
202401230NYI,1/23/2024,Adin Hill,hillad01,VEG,@,NYI,W,,2,42,40,95.20%,0,60
202401260NYR,1/26/2024,Adin Hill,hillad01,VEG,@,NYR,W,,2,38,36,94.70%,0,60
202402060VEG,2/6/2024,Adin Hill,hillad01,VEG,vs,EDM,W,,1,31,30,96.80%,0,60
202402080ARI,2/8/2024,Adin Hill,hillad01,VEG,@,ARI,W,,2,22,20,90.90%,0,60
202402120VEG,2/12/2024,Adin Hill,hillad01,VEG,vs,MIN,L,,4,28,24,85.70%,0,57.72
202402170VEG,2/17/2024,Adin Hill,hillad01,VEG,vs,CAR,L,,3,28,25,89.30%,0,58.15
202402200VEG,2/20/2024,Adin Hill,hillad01,VEG,vs,NSH,L,,4,39,35,89.70%,0,58.8
202402220VEG,2/22/2024,Adin Hill,hillad01,VEG,vs,TOR,L,,3,20,17,85.00%,0,14.33
202402270TOR,2/27/2024,Adin Hill,hillad01,VEG,@,TOR,W,,2,30,28,93.30%,0,60
202402290BOS,2/29/2024,Adin Hill,hillad01,VEG,@,BOS,L,,5,32,27,84.40%,0,58.15
202403040CBJ,3/4/2024,Adin Hill,hillad01,VEG,@,CBJ,L,,5,32,27,84.40%,0,58.38
202403070VEG,3/7/2024,Adin Hill,hillad01,VEG,vs,VAN,L,,3,35,32,91.40%,0,57.42
202403090VEG,3/9/2024,Adin Hill,hillad01,VEG,vs,DET,W,,3,26,23,88.50%,0,60
202403120SEA,3/12/2024,Adin Hill,hillad01,VEG,@,SEA,W,OT,4,30,26,86.70%,0,61.75
202403140CGY,3/14/2024,Adin Hill,hillad01,VEG,@,CGY,L,,3,36,33,91.70%,0,59.72
202403190VEG,3/19/2024,Adin Hill,hillad01,VEG,vs,TBL,L,,4,20,16,80.00%,0,59.7
202403230VEG,3/23/2024,Adin Hill,hillad01,VEG,vs,CBJ,W,,1,13,12,92.30%,0,44
202404100EDM,4/10/2024,Adin Hill,hillad01,VEG,@,EDM,L,,5,25,20,80.00%,0,60
202404140VEG,4/14/2024,Adin Hill,hillad01,VEG,vs,COL,W,OT,3,24,21,87.50%,0,61.38
202404180VEG,4/18/2024,Adin Hill,hillad01,VEG,vs,ANA,L,,3,22,19,86.40%,0,58.18
202310190STL,10/19/2023,Joel Hofer,hoferjo01,STL,vs,ARI,L,,6,42,36,85.70%,0,59.82
202310260CGY,10/26/2023,Joel Hofer,hoferjo01,STL,@,CGY,W,,0,27,27,100.00%,0,59.93
202311040STL,11/4/2023,Joel Hofer,hoferjo01,STL,vs,MTL,W,,3,33,30,90.90%,0,60
202311090STL,11/9/2023,Joel Hofer,hoferjo01,STL,vs,ARI,W,,1,20,19,95.00%,0,60
202311160SJS,11/16/2023,Joel Hofer,hoferjo01,STL,@,SJS,L,,4,21,17,81.00%,0,22.92
202311190ANA,11/19/2023,Joel Hofer,hoferjo01,STL,@,ANA,W,,1,31,30,96.80%,0,59.43
202311220ARI,11/22/2023,Joel Hofer,hoferjo01,STL,@,ARI,W,,0,12,12,100.00%,0,32
202311240STL,11/24/2023,Joel Hofer,hoferjo01,STL,vs,NSH,L,,4,15,11,73.30%,0,22.75
202312020ARI,12/2/2023,Joel Hofer,hoferjo01,STL,@,ARI,L,,3,21,18,85.70%,0,57.28
202312080CBJ,12/8/2023,Joel Hofer,hoferjo01,STL,@,CBJ,L,,4,21,17,81.00%,2,54.57
202312190TBL,12/19/2023,Joel Hofer,hoferjo01,STL,@,TBL,L,,1,10,9,90.00%,0,27.78
202312210FLA,12/21/2023,Joel Hofer,hoferjo01,STL,@,FLA,W,,1,38,37,97.40%,0,59.98
202312270STL,12/27/2023,Joel Hofer,hoferjo01,STL,vs,DAL,W,,1,40,39,97.50%,0,60
202312300PIT,12/30/2023,Joel Hofer,hoferjo01,STL,@,PIT,L,,3,29,26,89.70%,0,58.47
202401090STL,1/9/2024,Joel Hofer,hoferjo01,STL,vs,FLA,L,,4,30,26,86.70%,0,57.35
202401150STL,1/15/2024,Joel Hofer,hoferjo01,STL,vs,PHI,L,,3,41,38,92.70%,0,59.4
202401240VAN,1/24/2024,Joel Hofer,hoferjo01,STL,@,VAN,W,OT,3,32,29,90.60%,0,61.9
202401280STL,1/28/2024,Joel Hofer,hoferjo01,STL,vs,LAK,W,OT,3,33,30,90.90%,0,61.07
202402100BUF,2/10/2024,Joel Hofer,hoferjo01,STL,@,BUF,W,,1,34,33,97.10%,0,60
202402190STL,2/19/2024,Joel Hofer,hoferjo01,STL,vs,TOR,L,,3,28,25,89.30%,0,56.63
202402240DET,2/24/2024,Joel Hofer,hoferjo01,STL,@,DET,L,,2,20,18,90.00%,0,40
202402270WPG,2/27/2024,Joel Hofer,hoferjo01,STL,@,WPG,L,,4,32,28,87.50%,0,56.18
202403050NYI,3/5/2024,Joel Hofer,hoferjo01,STL,@,NYI,L,,3,32,29,90.60%,0,59.37
202403110BOS,3/11/2024,Joel Hofer,hoferjo01,STL,@,BOS,W,,1,37,36,97.30%,0,59.92
202403170STL,3/17/2024,Joel Hofer,hoferjo01,STL,vs,ANA,W,,2,28,26,92.90%,0,60
202403210OTT,3/21/2024,Joel Hofer,hoferjo01,STL,@,OTT,W,,2,39,37,94.90%,0,59.85
202403300STL,3/30/2024,Joel Hofer,hoferjo01,STL,vs,SJS,L,,3,19,16,84.20%,0,59.3
202404060SJS,4/6/2024,Joel Hofer,hoferjo01,STL,@,SJS,L,OT,3,25,22,88.00%,2,63.15
202404100STL,4/10/2024,Joel Hofer,hoferjo01,STL,vs,CHI,W,,2,20,18,90.00%,0,59.63
202404140STL,4/14/2024,Joel Hofer,hoferjo01,STL,vs,SEA,W,,1,20,19,95.00%,0,59.97
202310120NJD,10/12/2023,Ville Husso,hussovi01,DET,@,NJD,L,,3,26,23,88.50%,0,57.8
202310140DET,10/14/2023,Ville Husso,hussovi01,DET,vs,TBL,W,,4,25,21,84.00%,0,60
202310180DET,10/18/2023,Ville Husso,hussovi01,DET,vs,PIT,W,,3,33,30,90.90%,0,60
202310210OTT,10/21/2023,Ville Husso,hussovi01,DET,@,OTT,W,,2,37,35,94.60%,0,59.35
202310240DET,10/24/2023,Ville Husso,hussovi01,DET,vs,SEA,L,OT,5,38,33,86.80%,0,64.92
202310280BOS,10/28/2023,Ville Husso,hussovi01,DET,@,BOS,L,,3,30,27,90.00%,0,57.77
202310300NYI,10/30/2023,Ville Husso,hussovi01,DET,@,NYI,W,OT,3,40,37,92.50%,0,61.42
202311040DET,11/4/2023,Ville Husso,hussovi01,DET,vs,BOS,W,,4,30,26,86.70%,0,59.95
202311070NYR,11/7/2023,Ville Husso,hussovi01,DET,@,NYR,L,,5,32,27,84.40%,0,56.7
202311110DET,11/11/2023,Ville Husso,hussovi01,DET,vs,CBJ,W,,4,22,18,81.80%,0,60
202311240BOS,11/24/2023,Ville Husso,hussovi01,DET,@,BOS,W,,2,27,25,92.60%,0,59.75
202311290NYR,11/29/2023,Ville Husso,hussovi01,DET,@,NYR,L,,3,41,38,92.70%,0,58.42
202312020MTL,12/2/2023,Ville Husso,hussovi01,DET,@,MTL,W,OT,4,30,26,86.70%,0,60.87
202312070DET,12/7/2023,Ville Husso,hussovi01,DET,vs,SJS,L,OT,6,36,30,83.30%,0,60.62
202312120STL,12/12/2023,Ville Husso,hussovi01,DET,@,STL,W,,4,37,33,89.20%,0,60
202312140DET,12/14/2023,Ville Husso,hussovi01,DET,vs,CAR,L,,2,39,37,94.90%,0,58.87
202312160PHI,12/16/2023,Ville Husso,hussovi01,DET,@,PHI,L,,0,18,18,100.00%,0,30.32
202312180DET,12/18/2023,Ville Husso,hussovi01,DET,vs,ANA,L,,2,8,6,75.00%,0,17.38
202402130EDM,2/13/2024,Ville Husso,hussovi01,DET,@,EDM,L,,1,7,6,85.70%,0,8.8
202312230NJD,12/23/2023,Michael Hutchinson,hutchmi01,DET,@,NJD,L,,3,36,33,91.70%,0,57.8
202310160NYR,10/16/2023,Connor Ingram,ingraco01,ARI,@,NYR,L,,2,28,26,92.90%,0,58.72
202310190STL,10/19/2023,Connor Ingram,ingraco01,ARI,@,STL,W,,2,26,24,92.30%,0,59.85
202310240LAK,10/24/2023,Connor Ingram,ingraco01,ARI,@,LAK,L,,3,9,6,66.70%,0,12.57
202310300ARI,10/30/2023,Connor Ingram,ingraco01,ARI,vs,CHI,W,,1,30,29,96.70%,0,59.8
202311020ARI,11/2/2023,Connor Ingram,ingraco01,ARI,vs,MTL,W,,2,30,28,93.30%,0,60
202311070ARI,11/7/2023,Connor Ingram,ingraco01,ARI,vs,SEA,W,SO,3,38,35,92.10%,0,65
202311110NSH,11/11/2023,Connor Ingram,ingraco01,ARI,@,NSH,W,,5,42,37,88.10%,0,59.77
202311160CBJ,11/16/2023,Connor Ingram,ingraco01,ARI,@,CBJ,W,,2,41,39,95.10%,0,60
202311200ARI,11/20/2023,Connor Ingram,ingraco01,ARI,vs,LAK,L,,4,25,21,84.00%,0,60
202311220ARI,11/22/2023,Connor Ingram,ingraco01,ARI,vs,STL,L,,2,20,18,90.00%,0,34.15
202311250VEG,11/25/2023,Connor Ingram,ingraco01,ARI,@,VEG,W,,0,34,34,100.00%,0,60
202311280ARI,11/28/2023,Connor Ingram,ingraco01,ARI,vs,TBL,W,,1,31,30,96.80%,0,60
202311300ARI,11/30/2023,Connor Ingram,ingraco01,ARI,vs,COL,W,OT,3,31,28,90.30%,0,64.25
202312020ARI,12/2/2023,Connor Ingram,ingraco01,ARI,vs,STL,W,,1,32,31,96.90%,0,60
202312040ARI,12/4/2023,Connor Ingram,ingraco01,ARI,vs,WSH,W,,0,26,26,100.00%,0,59.57
202312070ARI,12/7/2023,Connor Ingram,ingraco01,ARI,vs,PHI,L,,4,26,22,84.60%,0,59.48
202312090BOS,12/9/2023,Connor Ingram,ingraco01,ARI,@,BOS,L,,5,29,24,82.80%,0,57.68
202312120PIT,12/12/2023,Connor Ingram,ingraco01,ARI,@,PIT,L,,3,42,39,92.90%,0,58.6
202312150ARI,12/15/2023,Connor Ingram,ingraco01,ARI,vs,SJS,W,,0,21,21,100.00%,0,60
202312190ARI,12/19/2023,Connor Ingram,ingraco01,ARI,vs,OTT,W,,3,6,3,50.00%,0,14.32
202312230COL,12/23/2023,Connor Ingram,ingraco01,ARI,@,COL,L,,4,26,22,84.60%,0,60
202312290ANA,12/29/2023,Connor Ingram,ingraco01,ARI,@,ANA,W,,0,28,28,100.00%,0,59.48
202401040ARI,1/4/2024,Connor Ingram,ingraco01,ARI,vs,NYI,L,,5,31,26,83.90%,0,59.78
202401090ARI,1/9/2024,Connor Ingram,ingraco01,ARI,vs,BOS,W,OT,3,33,30,90.90%,0,64.07
202401110ARI,1/11/2024,Connor Ingram,ingraco01,ARI,vs,CGY,L,,2,18,16,88.90%,0,46.03
202401130MIN,1/13/2024,Connor Ingram,ingraco01,ARI,@,MIN,W,,0,38,38,100.00%,0,59.65
202401160CGY,1/16/2024,Connor Ingram,ingraco01,ARI,@,CGY,L,OT,3,30,27,90.00%,0,64.72
202401180VAN,1/18/2024,Connor Ingram,ingraco01,ARI,@,VAN,L,,2,26,24,92.30%,0,58.85
202401200ARI,1/20/2024,Connor Ingram,ingraco01,ARI,vs,NSH,W,,2,32,30,93.80%,0,60
202401220ARI,1/22/2024,Connor Ingram,ingraco01,ARI,vs,PIT,W,,2,27,25,92.60%,0,60
202401250TBL,1/25/2024,Connor Ingram,ingraco01,ARI,@,TBL,L,,6,37,31,83.80%,0,60
202401270CAR,1/27/2024,Connor Ingram,ingraco01,ARI,@,CAR,L,,3,39,36,92.30%,0,60
202402080ARI,2/8/2024,Connor Ingram,ingraco01,ARI,vs,VEG,L,,3,6,3,50.00%,0,12.33
202402100NSH,2/10/2024,Connor Ingram,ingraco01,ARI,@,NSH,L,OT,5,37,32,86.50%,0,61.6
202402140ARI,2/14/2024,Connor Ingram,ingraco01,ARI,vs,MIN,L,,2,30,28,93.30%,0,40
202402250WPG,2/25/2024,Connor Ingram,ingraco01,ARI,@,WPG,L,OT,4,32,28,87.50%,0,60.55
202402270MTL,2/27/2024,Connor Ingram,ingraco01,ARI,@,MTL,L,,3,20,17,85.00%,0,58.53
202402290TOR,2/29/2024,Connor Ingram,ingraco01,ARI,@,TOR,L,,3,25,22,88.00%,0,58.2
202403050ARI,3/5/2024,Connor Ingram,ingraco01,ARI,vs,CHI,L,,4,31,27,87.10%,0,57.73
202403080ARI,3/8/2024,Connor Ingram,ingraco01,ARI,vs,DET,W,,0,28,28,100.00%,0,60
202403100CHI,3/10/2024,Connor Ingram,ingraco01,ARI,@,CHI,L,,6,40,34,85.00%,0,59.82
