GameID,Team,Time,Player,PlayerID,Penalty,PIM
202402130TOR,TOR,3.13,Max Domi,domima01,Interference,2 min
202402130TOR,TOR,10.83,Matthew Knies,kniesma01,Hooking,2 min
202402130TOR,STL,18.07,Colton Parayko,parayco01,Slashing,2 min
202402130TOR,STL,44.98,Sammy Blais,blaissa01,Tripping,2 min
202402150TOR,PHI,5.98,Sean Walker,walkese01,Delay of Game,2 min
202402150TOR,TOR,20,Bobby McMann,mcmanbo02,Roughing,2 min
202402150TOR,PHI,20,Nick Seeler,seeleni01,Roughing,2 min
202402150TOR,TOR,23.35,Jake McCabe,mccabja01,Tripping,2 min
202402150TOR,PHI,32.87,Owen Tippett,tippeow01,Interference,2 min
202402150TOR,TOR,44.4,Simon Benoit,benoisi01,Fighting,5 min
202402150TOR,PHI,44.4,Nicolas Deslauriers,deslani01,Instigator,2 min
202402150TOR,PHI,44.4,Nicolas Deslauriers,deslani01,Fighting,5 min
202402150TOR,PHI,44.4,Nicolas Deslauriers,deslani01,Instigator,10 min
202402150TOR,TOR,46.28,Mark Giordano,giordma01,Unsportsmanlike Conduct,2 min
202402150TOR,PHI,46.28,Travis Konecny,konectr01,Hooking,2 min
202402150TOR,TOR,51.25,Noah Gregor,gregono01,Roughing,2 min
202402150TOR,TOR,54.65,Tyler Bertuzzi,bertuty01,Tripping,2 min
202402170TOR,ANA,4.28,Frank Vatrano,vatrafr01,High Sticking,2 min
202402170TOR,TOR,10.87,Max Domi,domima01,Fighting,5 min
202402170TOR,ANA,10.87,Radko Gudas,gudasra01,Fighting,5 min
202402170TOR,TOR,10.87,William Nylander,nylanwi01,Hooking,2 min
202402170TOR,ANA,16.42,Gustav Lindström,lindsgu01,Slashing,2 min
202402170TOR,ANA,19.82,Ryan Strome,stromry01,Hooking,2 min
202402170TOR,ANA,22.42,Max Jones,jonesma03,High Sticking,2 min
202402170TOR,TOR,29.12,Max Domi,domima01,Hooking,2 min
202402170TOR,ANA,34.65,Radko Gudas,gudasra01,Roughing,2 min
202402170TOR,TOR,34.65,Ryan Reaves,reavery01,Unsportsmanlike Conduct,2 min
202402170TOR,TOR,37.97,Max Domi,domima01,Roughing,2 min
202402170TOR,TOR,37.97,Max Domi,domima01,Roughing,2 min
202402170TOR,ANA,37.97,Radko Gudas,gudasra01,Cross Checking,2 min
202402170TOR,ANA,38.22,Mason McTavish,mctavma01,High Sticking,2 min
202402170TOR,ANA,53.57,Sam Carrick,carrisa01,Misconduct,10 min
202402270TOR,TOR,18.2,Bobby McMann,mcmanbo02,Tripping,2 min
202402270TOR,TOR,23.75,T.J. Brodie,broditj01,Holding,2 min
202402270TOR,TOR,33.05,Bobby McMann,mcmanbo02,Delay of Game,2 min
202402270TOR,VEG,34.97,Michael Amadio,amadimi01,Interference,2 min
202402270TOR,TOR,55.12,Mitch Marner,marnemi01,Tripping,2 min
202402270TOR,TOR,57.77,Bench,,Misconduct,0
202402290TOR,ARI,17.87,Liam O'Brien,obrieli01,Fighting,5 min
202402290TOR,TOR,17.87,Ryan Reaves,reavery01,Fighting,5 min
202402290TOR,ARI,34.27,Michael Kesselring,kessemi01,Interference,2 min
202402290TOR,ARI,40,Jason Zucker,zuckeja01,Misconduct,10 min
202403020TOR,NYR,7.47,Jacob Trouba,troubja01,High Sticking,2 min
202403020TOR,TOR,16.08,Timothy Liljegren,liljeti01,Tripping,2 min
202403020TOR,NYR,16.32,Vincent Trocheck,trochvi01,Interference,2 min
202403020TOR,TOR,17.98,Simon Benoit,benoisi01,Interference,2 min
202403020TOR,NYR,34.8,Ryan Lindgren,lindgry01,High Sticking,2 min
202403020TOR,TOR,39.12,Matthew Knies,kniesma01,High Sticking,2 min
202403020TOR,TOR,54.02,Ryan Reaves,reavery01,Fighting,5 min
202403020TOR,NYR,54.02,Matt Rempe,rempema01,Fighting,5 min
202403020TOR,NYR,64.88,Bench,,Too Many Men on the Ice,2 min
202403040TOR,BOS,6.42,Kevin Shattenkirk,shattke01,High Sticking,2 min
202403040TOR,TOR,11.4,Jake McCabe,mccabja01,Slashing,2 min
202403040TOR,BOS,19.37,Brandon Carlo,carlobr01,High Sticking,2 min
202403040TOR,BOS,34.95,Mason Lohrei,lohrema01,Hooking,2 min
202403040TOR,TOR,37.15,Matthew Knies,kniesma01,Hooking,2 min
202403040TOR,BOS,58.43,Matt Grzelcyk,grzelma01,Tripping,2 min
202403060TOR,TOR,15.73,Timothy Liljegren,liljeti01,Hooking,2 min
202403060TOR,BUF,27.18,Rasmus Dahlin,dahlira01,Hooking,2 min
202403060TOR,TOR,32.12,Timothy Liljegren,liljeti01,Holding,2 min
202403160TOR,CAR,11.65,Jesper Fast,fastje01,Hooking,2 min
202403160TOR,TOR,12.93,John Tavares,tavarjo01,Holding,2 min
202403160TOR,CAR,15.68,Jordan Staal,staaljo01,Holding,2 min
202403160TOR,TOR,18.03,Connor Dewar,dewarco01,Holding,2 min
202403160TOR,TOR,29.33,Matthew Knies,kniesma01,Holding,2 min
202403160TOR,TOR,38.85,Jake McCabe,mccabja01,Tripping,2 min
202403160TOR,CAR,45.27,Jordan Martinook,martijo01,High Sticking,2 min
202403160TOR,TOR,57.1,David Kämpf,kampfda01,Hooking,2 min
202403160TOR,CAR,62.22,Jake Guentzel,guentja01,Slashing,2 min
202403230TOR,TOR,0.77,Matthew Knies,kniesma01,Tripping,2 min
202403230TOR,TOR,14.78,John Tavares,tavarjo01,Holding,2 min
202403230TOR,EDM,16.95,Darnell Nurse,nurseda01,Interference,2 min
202403230TOR,EDM,18.55,Evander Kane,kaneev01,Tripping,2 min
202403230TOR,TOR,28.83,Conor Timmins,timmico01,Cross Checking,2 min
202403230TOR,EDM,29.43,Leon Draisaitl,draisle01,Slashing,2 min
202403230TOR,TOR,29.43,Joel Edmundson,edmunjo01,Roughing,2 min
202403230TOR,EDM,40,Darnell Nurse,nurseda01,Roughing,2 min
202403230TOR,EDM,40,Darnell Nurse,nurseda01,Misconduct,10 min
202403230TOR,TOR,43.35,Conor Timmins,timmico01,Delay of Game,2 min
202403230TOR,TOR,46.58,Connor Dewar,dewarco01,Tripping,2 min
202403230TOR,TOR,52.6,Max Domi,domima01,Fighting,5 min
202403230TOR,EDM,52.6,Mattias Janmark,janmama02,Fighting,5 min
202403260TOR,NJD,19.35,Kevin Bahl,bahlke01,Roughing,2 min
202403260TOR,TOR,27.15,Ilya Lyubushkin,lyubuil01,Tripping,2 min
202403260TOR,NJD,38.75,John Marino,marinjo01,Tripping,2 min
202403260TOR,TOR,46.3,Bobby McMann,mcmanbo02,Tripping,2 min
202403280TOR,TOR,4.5,Mark Giordano,giordma01,Roughing,2 min
202403280TOR,WSH,7.35,Nic Dowd,dowdni01,Tripping,2 min
202403280TOR,TOR,26.08,John Tavares,tavarjo01,Tripping,2 min
202404010TOR,FLA,3,Ryan Lomberg,lombery01,Boarding,2 min
202404010TOR,TOR,8.78,Mark Giordano,giordma01,Holding,2 min
202404010TOR,TOR,15.47,John Tavares,tavarjo01,Interference,2 min
202404010TOR,TOR,18.65,Matthew Knies,kniesma01,Roughing,2 min
202404010TOR,FLA,22.02,Jonah Gadjovich,gadjojo01,Roughing,2 min
202404010TOR,FLA,29.07,Aleksander Barkov,barkoal01,Interference,2 min
202404010TOR,TOR,46.32,Simon Benoit,benoisi01,Holding,2 min
202404030TOR,TBL,4.38,Brandon Hagel,hagelbr01,Tripping,2 min
202404030TOR,TOR,11.43,T.J. Brodie,broditj01,Slashing,2 min
202404030TOR,TOR,16.42,Bobby McMann,mcmanbo02,Tripping,2 min
202404030TOR,TBL,18.95,Luke Glendening,glendlu01,Interference,2 min
202404030TOR,TBL,20.38,Brandon Hagel,hagelbr01,Tripping,2 min
202404030TOR,TBL,31.03,Luke Glendening,glendlu01,Tripping,2 min
202404030TOR,TOR,38.27,Simon Benoit,benoisi01,Slashing,2 min
202404030TOR,TBL,38.27,Anthony Duclair,duclaan01,Roughing,2 min
202404030TOR,TBL,43.17,Tanner Jeannot,jeannta01,Fighting,5 min
202404030TOR,TOR,43.17,Ryan Reaves,reavery01,Fighting,5 min
202404030TOR,TOR,45.77,Conor Timmins,timmico01,Holding,2 min
202404080TOR,TOR,9.78,Simon Benoit,benoisi01,Tripping,2 min
202404080TOR,TOR,12.3,Ilya Lyubushkin,lyubuil01,Boarding,2 min
202404080TOR,TOR,28.28,William Nylander,nylanwi01,Holding,2 min
202404080TOR,PIT,29.93,Rickard Rakell,rakelri01,Slashing,2 min
202404080TOR,TOR,31.25,Mark Giordano,giordma01,Tripping,2 min
202404080TOR,TOR,36.63,Jake McCabe,mccabja01,Interference,2 min
202404080TOR,PIT,41.32,Erik Karlsson,karlser01,Tripping,2 min
202404110TOR,TOR,11.83,Max Domi,domima01,Slashing,2 min
202404110TOR,NJD,13.15,Simon Nemec,nemecsi01,Hooking,2 min
202404110TOR,NJD,21.85,Graeme Clarke,clarkgr01,Hooking,2 min
202404110TOR,TOR,31.88,Max Domi,domima01,Instigator,2 min
202404110TOR,TOR,31.88,Max Domi,domima01,Fighting,5 min
202404110TOR,TOR,31.88,Max Domi,domima01,Instigator,10 min
202404110TOR,NJD,31.88,Simon Nemec,nemecsi01,Fighting,5 min
202404110TOR,TOR,38.93,T.J. Brodie,broditj01,Hooking,2 min
202404110TOR,TOR,50.22,Auston Matthews,matthau01,Tripping,2 min
202404110TOR,NJD,59.28,Ondřej Palát,palaton01,Tripping,2 min
202404130TOR,DET,8.12,Joe Veleno,velenjo01,Boarding,2 min
202404130TOR,TOR,16.1,Matthew Knies,kniesma01,Hooking,2 min
202404130TOR,TOR,25.22,Tyler Bertuzzi,bertuty01,High Sticking,2 min
202404130TOR,DET,29.3,Patrick Kane,kanepa01,High Sticking,4 min
202404130TOR,DET,57.25,Patrick Kane,kanepa01,High Sticking,2 min
202404130TOR,TOR,59.82,Max Domi,domima01,Tripping,2 min
202310110VAN,EDM,4.32,Vincent Desharnais,deshavi01,Fighting,5 min
202310110VAN,VAN,4.32,Dakota Joshua,joshuda01,Fighting,5 min
202310110VAN,VAN,5.03,Tyler Myers,myersty01,Delay of Game,2 min
202310110VAN,EDM,15.3,Brett Kulak,kulakbr01,Hooking,2 min
202310110VAN,VAN,19.93,J.T. Miller,millejt01,Interference,2 min
202310110VAN,EDM,25.77,Dylan Holloway,hollody01,Tripping,2 min
202310110VAN,VAN,27.98,Dakota Joshua,joshuda01,Hooking,2 min
202310110VAN,EDM,30.28,Evan Bouchard,bouchev01,Holding,2 min
202310110VAN,EDM,46.12,Leon Draisaitl,draisle01,Cross Checking,2 min
202310110VAN,EDM,48.23,Connor McDavid,mcdavco01,Cross Checking,2 min
202310110VAN,EDM,51.85,Leon Draisaitl,draisle01,Slashing,2 min
202310110VAN,VAN,59.15,Ian Cole,coleia01,Interference,2 min
202310270VAN,STL,0.28,Pavel Buchnevich,buchnpa01,Hooking,2 min
202310270VAN,STL,10.15,Brandon Saad,saadbr01,Holding,2 min
202310270VAN,STL,12.37,Alexey Toropchenko,toropal01,Tripping,2 min
202310270VAN,STL,19.43,Brandon Saad,saadbr01,Tripping,2 min
202310270VAN,VAN,28.53,Quinn Hughes,hughequ01,Slashing,2 min
202310270VAN,VAN,36.62,Sam Lafferty,laffesa01,Holding,2 min
202310270VAN,STL,47.6,Brayden Schenn,schenbr01,Cross Checking,2 min
202310270VAN,VAN,47.6,Pius Suter,suterpi01,Cross Checking,2 min
202310270VAN,VAN,52.32,Mark Friedman,friedma01,Roughing,2 min
202310270VAN,STL,52.32,Alexey Toropchenko,toropal01,Roughing,2 min
202310270VAN,VAN,55.98,Nils Höglander,hoglani01,Holding,2 min
202310270VAN,STL,55.98,Torey Krug,krugto01,Holding,2 min
202310280VAN,NYR,4.82,Jacob Trouba,troubja01,Roughing,2 min
202310280VAN,VAN,7.67,Dakota Joshua,joshuda01,Roughing,2 min
202310280VAN,VAN,8.58,Filip Hronek,hronefi01,Delay of Game,2 min
202310280VAN,NYR,13.42,Vincent Trocheck,trochvi01,Slashing,2 min
202310280VAN,VAN,27.08,Sam Lafferty,laffesa01,Interference,2 min
202310280VAN,NYR,34,Bench,,Too Many Men on the Ice,2 min
202310280VAN,NYR,36.38,Artemi Panarin,panarar01,Holding,2 min
202310280VAN,NYR,42.83,Jimmy Vesey,veseyji02,Tripping,2 min
202310280VAN,VAN,48.68,Phillip Di Giuseppe,digiuph01,High Sticking,4 min
202310280VAN,VAN,51.85,Bench,,Too Many Men on the Ice,2 min
202310280VAN,NYR,53.53,Filip Chytil,chytifi01,Closing Hand on the Puck,2 min
202310310VAN,VAN,1.37,Tyler Myers,myersty01,Interference on breakaway,Penalty Shot (Liam Foudy - Saved)
202310310VAN,VAN,17.43,J.T. Miller,millejt01,Unsportsmanlike Conduct,2 min
202310310VAN,VAN,17.43,J.T. Miller,millejt01,Hooking,2 min
202310310VAN,NSH,19.87,Tyson Barrie,barrity01,Hooking,2 min
202310310VAN,VAN,33.22,J.T. Miller,millejt01,High Sticking,2 min
202310310VAN,NSH,35.85,Alexandre Carrier,carrial01,Interference,2 min
202310310VAN,VAN,43.1,Nils Höglander,hoglani01,Interference,2 min
202310310VAN,NSH,43.23,Filip Forsberg,forsbfi01,Interference,2 min
202311040VAN,VAN,5.3,Phillip Di Giuseppe,digiuph01,Holding,2 min
202311040VAN,DAL,6.65,Jamie Benn,bennja01,Hooking,2 min
202311040VAN,DAL,12.43,Craig Smith,smithcr01,Interference,2 min
202311040VAN,VAN,15.38,Sam Lafferty,laffesa01,Hooking,2 min
202311040VAN,DAL,21.92,Esa Lindell,lindees01,Cross Checking,2 min
202311040VAN,VAN,24.48,Filip Hronek,hronefi01,High Sticking,2 min
202311040VAN,DAL,30.58,Wyatt Johnston,johnswy01,Holding,2 min
202311040VAN,VAN,38.2,Ian Cole,coleia01,Fighting,5 min
202311040VAN,DAL,38.2,Mason Marchment,marchma01,Unsportsmanlike Conduct,2 min
202311040VAN,DAL,38.2,Mason Marchment,marchma01,Fighting,5 min
202311060VAN,VAN,4.97,Dakota Joshua,joshuda01,Holding,2 min
202311060VAN,EDM,14.73,Darnell Nurse,nurseda01,Cross Checking,2 min
202311060VAN,EDM,20,Mattias Ekholm,ekholma01,Interference,2 min
202311060VAN,VAN,23.4,Nils Höglander,hoglani01,Interference,2 min
202311060VAN,EDM,28.18,Vincent Desharnais,deshavi01,Tripping,2 min
202311060VAN,EDM,45.55,Zach Hyman,hymanza01,Roughing,2 min
202311060VAN,VAN,45.55,J.T. Miller,millejt01,Roughing,2 min
202311060VAN,EDM,46.27,Leon Draisaitl,draisle01,Misconduct,10 min
202311060VAN,EDM,46.27,Connor McDavid,mcdavco01,Roughing,2 min
202311060VAN,VAN,51.58,Anthony Beauvillier,beauvan01,Tripping,2 min
202311060VAN,EDM,53.22,Bench,,Bench Penalty,2 min
202311060VAN,EDM,53.22,Bench,,Misconduct,0
202311060VAN,EDM,58.67,Darnell Nurse,nurseda01,Illegal Equipment,2 min
202311150VAN,VAN,7.02,Ian Cole,coleia01,Hooking,2 min
202311150VAN,VAN,8.62,Ian Cole,coleia01,Delay of Game,2 min
202311150VAN,NYI,22.85,Cal Clutterbuck,cluttca01,Boarding,2 min
202311150VAN,NYI,29.4,Noah Dobson,dobsono01,Interference,2 min
202311150VAN,NYI,34.13,Anders Lee,leean01,Slashing,2 min
202311150VAN,NYI,41.6,Scott Mayfield,mayfisc01,Tripping,2 min
202311150VAN,NYI,46.75,Noah Dobson,dobsono01,Slashing,2 min
202311150VAN,NYI,46.75,Jean-Gabriel Pageau,pageaje01,Tripping,2 min
202311180VAN,VAN,15.42,Noah Juulsen,juulsno01,Tripping,2 min
202311180VAN,VAN,31.05,Teddy Blueger,bluegte01,Hooking,2 min
202311180VAN,VAN,45.28,J.T. Miller,millejt01,Slashing,2 min
202311180VAN,SEA,45.63,Kailer Yamamoto,yamamka01,Tripping,2 min
202311180VAN,SEA,50.9,Tye Kartye,kartyty01,Tripping,2 min
202311200VAN,SJS,5,Mario Ferraro,ferrama01,Cross Checking,2 min
202311200VAN,VAN,34.53,Ian Cole,coleia01,Interference,2 min
202311200VAN,VAN,38.52,Nils Höglander,hoglani01,Match Penalty,5 min
202311200VAN,SJS,43.52,Bench,,Too Many Men on the Ice,2 min
202311200VAN,SJS,58.53,Mike Hoffman,hoffmmi02,High Sticking,2 min
202311280VAN,ANA,11.57,Alex Killorn,killoal01,Holding,2 min
202311280VAN,ANA,11.88,Sam Carrick,carrisa01,Roughing,2 min
202311280VAN,VAN,11.88,Quinn Hughes,hughequ01,Holding,2 min
202311280VAN,VAN,15.08,Phillip Di Giuseppe,digiuph01,Interference,2 min
202311280VAN,ANA,20.78,Alex Killorn,killoal01,Interference,2 min
202311280VAN,VAN,23.78,Tyler Myers,myersty01,Holding,2 min
202311280VAN,ANA,49.15,Urho Vaakanainen,vaakaur01,Interference,2 min
202311280VAN,VAN,55.6,Bench,,Too Many Men on the Ice,2 min
202311280VAN,ANA,58.47,Benoit-Olivier Groulx,groulbe01,Hooking,2 min
202311300VAN,VEG,6.28,Brett Howden,howdebr01,Tripping,2 min
202311300VAN,VAN,10.92,Dakota Joshua,joshuda01,Tripping,2 min
202311300VAN,VEG,11.9,Mark Stone,stonema01,Hooking,2 min
202311300VAN,VEG,18.8,Zach Whitecloud,whiteza01,Hooking,2 min
202311300VAN,VAN,31.15,Tyler Myers,myersty01,Holding,2 min
202311300VAN,VAN,54.97,Ian Cole,coleia01,Hooking,2 min
202312050VAN,NJD,7.93,Colin Miller,milleco02,Tripping,2 min
202312050VAN,NJD,11.92,Erik Haula,haulaer01,High Sticking,2 min
202312050VAN,VAN,32.6,Bench,,Too Many Men on the Ice,2 min
202312050VAN,NJD,35.92,John Marino,marinjo01,Interference,2 min
202312050VAN,VAN,39.25,Dakota Joshua,joshuda01,Tripping,2 min
202312050VAN,NJD,41.62,Erik Haula,haulaer01,Tripping,2 min
202312070VAN,VAN,7.25,Ian Cole,coleia01,Hooking,2 min
202312070VAN,MIN,22.27,Jonathon Merrill,merrijo01,Elbowing,2 min
202312070VAN,VAN,34.38,Dakota Joshua,joshuda01,Fighting,5 min
202312070VAN,MIN,34.38,Jacob Middleton,middlja01,Fighting,5 min
202312070VAN,MIN,36.27,Frédérick Gaudreau,gaudrfr01,Holding,2 min
202312070VAN,MIN,59.8,Pat Maroon,maroopa01,Fighting,5 min
202312070VAN,VAN,59.8,Nikita Zadorov,zadorni01,Fighting,5 min
202312090VAN,CAR,6.8,Sebastian Aho,ahose01,Tripping,2 min
202312090VAN,CAR,9.98,Jesperi Kotkaniemi,kotkaje01,Tripping,2 min
202312090VAN,VAN,16.95,Filip Hronek,hronefi01,Slashing,2 min
202312090VAN,VAN,18.37,J.T. Miller,millejt01,Slashing,2 min
202312090VAN,CAR,20.6,Brady Skjei,skjeibr01,Hooking,2 min
202312090VAN,VAN,23.67,Bench,,Too Many Men on the Ice,2 min
202312090VAN,VAN,27.55,Nils Höglander,hoglani01,Tripping,2 min
202312090VAN,VAN,37.13,Bench,,Too Many Men on the Ice,2 min
202312120VAN,TBL,4.62,Erik Černák,cernaer01,Holding,2 min
202312120VAN,VAN,12.1,Bench,,Too Many Men on the Ice,2 min
202312120VAN,VAN,18.13,Elias Pettersson,petteel01,Tripping,2 min
202312120VAN,TBL,26.18,Michael Eyssimont,eyssimi01,Tripping,2 min
202312120VAN,VAN,44.13,Phillip Di Giuseppe,digiuph01,Tripping,2 min
202312140VAN,VAN,5.32,Nikita Zadorov,zadorni01,Interference,2 min
202312140VAN,FLA,13.78,Brandon Montour,montobr01,High Sticking,2 min
202312140VAN,FLA,14,Kevin Stenlund,stenlke01,Holding,2 min
202312140VAN,VAN,18.63,Quinn Hughes,hughequ01,Tripping,2 min
202312140VAN,FLA,43.95,Dmitry Kulikov,kulikdm01,Slashing,2 min
202312140VAN,VAN,56.93,J.T. Miller,millejt01,Hooking,2 min
202312230VAN,SJS,5.62,Mike Hoffman,hoffmmi02,Interference,2 min
202312230VAN,SJS,21.15,Nikita Okhotyuk,okhotni01,Tripping,2 min
202312230VAN,VAN,23.98,Dakota Joshua,joshuda01,Roughing,2 min
202312230VAN,SJS,26.5,Luke Kunin,kuninlu01,High Sticking,2 min
202312230VAN,VAN,32.32,Teddy Blueger,bluegte01,Hooking,2 min
202312230VAN,VAN,37,Filip Hronek,hronefi01,Tripping,2 min
202312230VAN,SJS,42.5,Jack Studnicka,studnja01,Tripping,2 min
202312280VAN,VAN,1.35,Nils Höglander,hoglani01,Tripping,2 min
202312280VAN,PHI,2.8,Joel Farabee,farabjo01,Holding,2 min
202312280VAN,PHI,26.1,Joel Farabee,farabjo01,Interference,2 min
202312280VAN,VAN,34.3,Tyler Myers,myersty01,Interference,2 min
202312280VAN,PHI,44.85,Cam Atkinson,atkinca01,Roughing,2 min
202312280VAN,PHI,44.85,Cam Atkinson,atkinca01,Roughing,2 min
202312280VAN,VAN,44.85,Noah Juulsen,juulsno01,Roughing,2 min
202312280VAN,VAN,51.35,Brock Boeser,boesebr01,Tripping,2 min
202401020VAN,OTT,17.35,Zack MacEwen,macewza01,Roughing,2 min
202401020VAN,OTT,17.35,Zack MacEwen,macewza01,Misconduct,10 min
202401020VAN,VAN,31.73,Sam Lafferty,laffesa01,Holding,2 min
202401180VAN,ARI,5.43,Liam O'Brien,obrieli01,Roughing,2 min
202401180VAN,ARI,12.32,Liam O'Brien,obrieli01,Fighting,5 min
202401180VAN,VAN,12.32,Nikita Zadorov,zadorni01,Fighting,5 min
202401180VAN,ARI,16.22,Sean Durzi,durzise01,Interference,2 min
202401180VAN,VAN,20.3,Tyler Myers,myersty01,Interference,2 min
202401180VAN,VAN,23.72,Tyler Myers,myersty01,Slashing,2 min
202401180VAN,ARI,33.42,Travis Dermott,dermotr01,Hooking,2 min
202401180VAN,ARI,36.53,Michael Carcone,carcomi01,Cross Checking,2 min
202401180VAN,ARI,36.53,Michael Carcone,carcomi01,Roughing,2 min
202401180VAN,VAN,36.53,Carson Soucy,soucyca01,Roughing,2 min
202401180VAN,ARI,49.53,Michael Kesselring,kessemi01,Hooking,2 min
202401200VAN,VAN,6.52,Nikita Zadorov,zadorni01,Interference,2 min
202401200VAN,VAN,31.82,Filip Hronek,hronefi01,Roughing,2 min
202401200VAN,VAN,31.82,Quinn Hughes,hughequ01,Cross Checking,2 min
202401200VAN,TOR,31.82,Morgan Rielly,riellmo01,Roughing,2 min
202401200VAN,TOR,42.85,T.J. Brodie,broditj01,Tripping,2 min
202401200VAN,TOR,46.32,Max Domi,domima01,Cross Checking,2 min
202401200VAN,TOR,49.83,Mark Giordano,giordma01,Cross Checking,2 min
202401200VAN,VAN,51.33,Filip Hronek,hronefi01,High Sticking,2 min
202401200VAN,TOR,54.05,Calle Järnkrok,jarnkca01,Roughing,2 min
202401200VAN,TOR,54.05,Calle Järnkrok,jarnkca01,Cross Checking,2 min
202401200VAN,VAN,54.05,Pius Suter,suterpi01,Roughing,2 min
202401200VAN,VAN,54.05,Pius Suter,suterpi01,Roughing,2 min
202401200VAN,VAN,58.52,Quinn Hughes,hughequ01,Cross Checking,2 min
202401200VAN,VAN,59.55,Tyler Myers,myersty01,Interference,2 min
202401200VAN,VAN,59.55,Tyler Myers,myersty01,Roughing,2 min
202401200VAN,TOR,59.55,Morgan Rielly,riellmo01,Roughing,2 min
202401220VAN,VAN,9.27,Teddy Blueger,bluegte01,Interference,2 min
202401220VAN,CHI,12.32,Jason Dickinson,dickija01,Cross Checking,2 min
202401220VAN,VAN,28.92,Nikita Zadorov,zadorni01,Tripping,2 min
202401220VAN,CHI,29.68,Nick Foligno,foligni01,Holding,2 min
202401220VAN,VAN,33.08,Sam Lafferty,laffesa01,Delay of Game,2 min
202401220VAN,CHI,34.67,Seth Jones,jonesse01,High Sticking,2 min
202401220VAN,VAN,38.57,Bench,,Too Many Men on the Ice,2 min
202401220VAN,VAN,54.02,Teddy Blueger,bluegte01,Tripping,2 min
202401240VAN,VAN,14.63,Noah Juulsen,juulsno01,Delay of Game,2 min
202401240VAN,STL,23.92,Jake Neighbours,neighja01,Cross Checking,2 min
202401240VAN,VAN,26.38,Andrei Kuzmenko,kuzmean01,High Sticking,4 min
202401240VAN,STL,44.53,Colton Parayko,parayco01,Cross Checking,2 min
202401240VAN,STL,56.15,Torey Krug,krugto01,Cross Checking,2 min
202401270VAN,CBJ,3.4,Dmitri Voronkov,vorondi01,High Sticking,2 min
202401270VAN,VAN,10.18,Nils Höglander,hoglani01,Hooking,2 min
202401270VAN,VAN,17.72,Nikita Zadorov,zadorni01,Tripping,2 min
202401270VAN,CBJ,19.48,Damon Severson,severda01,Slashing,2 min
202401270VAN,CBJ,42.37,Dmitri Voronkov,vorondi01,Hooking,2 min
202401270VAN,CBJ,44.58,Boone Jenner,jennebo01,Slashing,2 min
202401270VAN,VAN,51.92,Tyler Myers,myersty01,Elbowing,5 min
202401270VAN,VAN,51.92,Tyler Myers,myersty01,Misconduct,10 min
202402150VAN,VAN,1.43,Pius Suter,suterpi01,Tripping,2 min
202402150VAN,VAN,12.1,Ian Cole,coleia01,Tripping,2 min
202402150VAN,VAN,18.87,Nikita Zadorov,zadorni01,Interference,2 min
202402150VAN,DET,22.45,Jeff Petry,petryje01,High Sticking,4 min
202402150VAN,VAN,40.27,Quinn Hughes,hughequ01,Slashing,2 min
202402150VAN,VAN,45.23,Teddy Blueger,bluegte01,Tripping,2 min
202402150VAN,VAN,55.4,Pius Suter,suterpi01,Slashing,2 min
202402150VAN,DET,55.4,Jake Walman,walmaja01,Cross Checking,2 min
202402170VAN,VAN,6.65,Tyler Myers,myersty01,Elbowing,2 min
202402170VAN,WPG,13,Nate Schmidt,schmina01,Cross Checking,2 min
202402170VAN,VAN,23.8,Nils Höglander,hoglani01,Roughing,2 min
202402170VAN,VAN,29.27,Phillip Di Giuseppe,digiuph01,Instigator,2 min
202402170VAN,VAN,29.27,Phillip Di Giuseppe,digiuph01,Fighting,5 min
202402170VAN,VAN,29.27,Phillip Di Giuseppe,digiuph01,Instigator,10 min
202402170VAN,WPG,29.27,Adam Lowry,lowryad01,Fighting,5 min
202402170VAN,WPG,30.82,Brenden Dillon,dillobr01,Interference,2 min
202402170VAN,WPG,35.1,Nate Schmidt,schmina01,Interference,2 min
202402170VAN,VAN,38.92,Nils Höglander,hoglani01,Boarding,2 min
202402170VAN,VAN,40,J.T. Miller,millejt01,Interference,2 min
202402170VAN,WPG,40,Mark Scheifele,scheima01,Unsportsmanlike Conduct,2 min
202402170VAN,WPG,44.62,Neal Pionk,pionkne01,Holding,2 min
202402240VAN,VAN,4.83,Arshdeep Bains,bainsar01,Holding Stick,2 min
202402240VAN,BOS,6.2,James van Riemsdyk,vanrija01,High Sticking,2 min
202402240VAN,VAN,9.4,Bench,,Too Many Men on the Ice,2 min
202402240VAN,VAN,19.35,Tyler Myers,myersty01,Slashing,2 min
202402240VAN,VAN,40.32,Ian Cole,coleia01,Tripping,2 min
202402240VAN,BOS,61.15,Bench,,Too Many Men on the Ice,2 min
202402270VAN,VAN,2,Filip Hronek,hronefi01,Holding,2 min
202402270VAN,PIT,7.2,Kris Letang,letankr01,Delay of Game,2 min
202402270VAN,PIT,17.12,Erik Karlsson,karlser01,Slashing,2 min
202402270VAN,PIT,19.57,Jesse Puljujärvi,puljuje01,Tripping,2 min
202402270VAN,VAN,28.73,Nikita Zadorov,zadorni01,Tripping,2 min
202402270VAN,VAN,28.78,Tyler Myers,myersty01,High Sticking,2 min
202402270VAN,PIT,38.75,Evgeni Malkin,malkiev01,Holding,2 min
202402270VAN,VAN,45.98,Elias Pettersson,petteel01,High Sticking,2 min
202402270VAN,VAN,52.97,Brock Boeser,boesebr01,Hooking,2 min
