Gm,GameID,Date,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at EV,CA at EV,CF% at EV,FF at EV,FA at EV,FF% at EV,FOW at EV,FOL at EV
55,202402170BOS,02/17/2024,BOS,vs,LAK,4,5,L,OT,32,11,35,15,47,55,46.1,36,42,46.2,35,22
56,202402190BOS,02/19/2024,BOS,vs,DAL,4,3,W,SO,30,9,46,9,51,77,39.8,39,60,39.4,29,31
57,202402210EDM,02/21/2024,BOS,@,EDM,6,5,W,OT,36,11,42,9,54,78,40.9,46,57,44.7,30,29
58,202402220CGY,02/22/2024,BOS,@,CGY,2,3,L,OT,34,2,30,6,53,58,47.7,39,47,45.3,25,22
59,202402240VAN,02/24/2024,BOS,@,VAN,2,3,L,OT,25,4,39,8,39,77,33.6,28,59,32.2,25,33
60,202402260SEA,02/26/2024,BOS,@,SEA,3,4,L,SO,32,10,27,2,55,51,51.9,40,35,53.3,31,17
61,202402290BOS,02/29/2024,BOS,vs,VEG,5,4,W,,32,4,36,4,53,61,46.5,35,47,42.7,26,31
62,202403020NYI,03/02/2024,BOS,@,NYI,1,5,L,,23,8,26,6,38,39,49.4,28,29,49.1,17,27
63,202403040TOR,03/04/2024,BOS,@,TOR,4,1,W,,27,8,33,4,32,44,42.1,22,35,38.6,16,20
64,202403050BOS,03/05/2024,BOS,vs,EDM,1,2,L,OT,25,4,26,4,36,60,37.5,29,33,46.8,14,23
65,202403070BOS,03/07/2024,BOS,vs,TOR,4,1,W,,25,24,29,26,37,50,42.5,30,35,46.2,10,31
66,202403090BOS,03/09/2024,BOS,vs,PIT,5,1,W,,23,2,39,4,42,58,42,34,42,44.7,34,26
67,202403110BOS,03/11/2024,BOS,vs,STL,1,5,L,,37,6,22,6,56,33,62.9,46,26,63.9,14,21
68,202403140MTL,03/14/2024,BOS,@,MTL,2,1,W,OT,24,6,19,8,47,41,53.4,31,25,55.4,18,14
69,202403160BOS,03/16/2024,BOS,vs,PHI,6,5,W,,30,10,29,8,52,45,53.6,35,30,53.8,23,21
70,202403190BOS,03/19/2024,BOS,vs,OTT,6,2,W,,26,10,31,16,46,46,50,31,30,50.8,35,15
71,202403210BOS,03/21/2024,BOS,vs,NYR,2,5,L,,26,2,31,6,31,54,36.5,24,37,39.3,19,23
72,202403230PHI,03/23/2024,BOS,@,PHI,2,3,L,,20,6,29,4,43,50,46.2,28,42,40,23,22
73,202403260FLA,03/26/2024,BOS,@,FLA,4,3,W,,21,17,21,19,28,51,35.4,20,33,37.7,24,20
74,202403270TBL,03/27/2024,BOS,@,TBL,1,3,L,,24,7,31,9,34,54,38.6,23,39,37.1,20,25
75,202403300WSH,03/30/2024,BOS,@,WSH,3,2,W,SO,29,8,20,4,54,41,56.8,36,20,64.3,23,20
76,202404020NSH,04/02/2024,BOS,@,NSH,3,0,W,,32,8,31,4,45,61,42.5,35,42,45.5,14,27
77,202404040CAR,04/04/2024,BOS,@,CAR,4,1,W,,28,11,29,13,43,66,39.4,32,48,40,19,22
78,202404060BOS,04/06/2024,BOS,vs,FLA,3,2,W,OT,29,10,30,14,36,55,39.6,27,34,44.3,28,17
79,202404090BOS,04/09/2024,BOS,vs,CAR,1,4,L,,23,6,26,8,30,45,40,23,36,39,22,20
80,202404130PIT,04/13/2024,BOS,@,PIT,6,4,W,,31,4,32,6,54,56,49.1,39,36,52,28,24
81,202404150WSH,04/15/2024,BOS,@,WSH,0,2,L,,16,2,25,0,37,56,39.8,24,45,34.8,28,23
82,202404160BOS,04/16/2024,BOS,vs,OTT,1,3,L,,35,6,20,6,54,31,63.5,39,24,61.9,26,10
1,202310120BUF,10/12/2023,BUF,vs,NYR,1,5,L,,25,10,31,8,42,45,48.3,28,35,44.4,20,30
2,202310140NYI,10/14/2023,BUF,@,NYI,2,3,L,,28,6,29,4,50,50,50,35,35,50,20,37
3,202310170BUF,10/17/2023,BUF,vs,TBL,3,2,W,OT,31,13,25,11,48,47,50.5,39,36,52,22,22
4,202310190BUF,10/19/2023,BUF,vs,CGY,3,4,L,,27,12,36,12,34,47,42,25,39,39.1,17,23
5,202310210BUF,10/21/2023,BUF,vs,NYI,3,1,W,,42,11,25,11,66,37,64.1,46,28,62.2,28,10
6,202310230BUF,10/23/2023,BUF,vs,MTL,1,3,L,,37,6,27,10,51,33,60.7,38,24,61.3,18,22
7,202310240OTT,10/24/2023,BUF,@,OTT,6,4,W,,24,31,38,27,38,51,42.7,28,39,41.8,24,30
8,202310270NJD,10/27/2023,BUF,@,NJD,4,5,L,,27,26,39,21,46,48,48.9,36,29,55.4,19,25
9,202310290BUF,10/29/2023,BUF,vs,COL,4,0,W,,29,12,23,16,33,47,41.3,27,31,46.6,17,17
10,202311010PHI,11/01/2023,BUF,@,PHI,5,2,W,,15,6,40,4,36,62,36.7,24,44,35.3,26,25
11,202311030BUF,11/03/2023,BUF,vs,PHI,1,5,L,,22,11,19,11,42,47,47.2,30,29,50.8,18,11
12,202311040TOR,11/04/2023,BUF,@,TOR,6,4,W,,41,8,28,6,50,40,55.6,39,23,62.9,14,29
13,202311070CAR,11/07/2023,BUF,@,CAR,2,3,L,OT,21,8,27,8,37,46,44.6,29,34,46,13,20
14,202311100BUF,11/10/2023,BUF,vs,MIN,3,2,W,,25,10,35,8,38,57,40,25,37,40.3,13,24
15,202311110PIT,11/11/2023,BUF,@,PIT,0,4,L,,35,6,39,4,57,59,49.1,47,47,50,14,25
16,202311140BUF,11/14/2023,BUF,vs,BOS,2,5,L,,34,8,32,6,58,45,56.3,44,33,57.1,22,21
17,202311170WPG,11/17/2023,BUF,@,WPG,2,3,L,,28,8,18,4,56,34,62.2,39,24,61.9,18,20
18,202311190CHI,11/19/2023,BUF,@,CHI,3,2,W,,20,6,26,6,35,46,43.2,27,37,42.2,21,19
19,202311220WSH,11/22/2023,BUF,@,WSH,3,4,L,OT,27,9,30,11,52,46,53.1,30,37,44.8,24,19
20,202311240BUF,11/24/2023,BUF,vs,PIT,3,2,W,,34,8,33,12,58,48,54.7,46,38,54.8,26,25
21,202311250NJD,11/25/2023,BUF,@,NJD,2,7,L,,12,4,37,6,27,68,28.4,19,50,27.5,23,29
22,202311270NYR,11/27/2023,BUF,@,NYR,5,1,W,,39,6,26,4,56,43,56.6,41,28,59.4,12,28
23,202311300STL,11/30/2023,BUF,@,STL,4,6,L,,46,4,20,6,71,38,65.1,59,33,64.1,23,24
24,202312020CAR,12/02/2023,BUF,@,CAR,2,6,L,,22,13,37,19,28,69,28.9,22,54,28.9,20,25
25,202312030BUF,12/03/2023,BUF,vs,NSH,1,2,L,,35,4,29,2,68,52,56.7,55,38,59.1,20,31
26,202312050BUF,12/05/2023,BUF,vs,DET,3,5,L,,32,8,27,10,48,30,61.5,32,22,59.3,21,26
27,202312070BOS,12/07/2023,BUF,@,BOS,3,1,W,,35,2,32,6,49,60,45,39,42,48.1,19,24
28,202312090BUF,12/09/2023,BUF,vs,MTL,2,3,L,SO,48,24,31,17,64,37,63.4,49,32,60.5,16,22
29,202312110BUF,12/11/2023,BUF,vs,ARI,5,2,W,,38,6,23,4,56,36,60.9,44,27,62,29,20
30,202312130COL,12/13/2023,BUF,@,COL,1,5,L,,30,4,29,4,50,53,48.5,34,39,46.6,28,31
31,202312150VEG,12/15/2023,BUF,@,VEG,5,2,W,,27,8,35,2,45,60,42.9,33,45,42.3,28,20
32,202312160ARI,12/16/2023,BUF,@,ARI,0,2,L,,28,6,22,4,55,53,50.9,38,34,52.8,15,18
33,202312190BUF,12/19/2023,BUF,vs,CBJ,4,9,L,,29,4,34,6,52,50,51,38,39,49.4,31,20
34,202312210BUF,12/21/2023,BUF,vs,TOR,9,3,W,,34,8,27,10,52,39,57.1,41,25,62.1,15,21
35,202312230NYR,12/23/2023,BUF,@,NYR,3,4,L,OT,30,33,33,7,55,51,51.9,42,37,53.2,25,25
36,202312270BUF,12/27/2023,BUF,vs,BOS,1,4,L,,26,10,25,12,48,38,55.8,35,29,54.7,23,26
37,202312300BUF,12/30/2023,BUF,vs,CBJ,3,2,W,OT,42,2,20,2,78,32,70.9,56,26,68.3,30,21
38,202312310OTT,12/31/2023,BUF,@,OTT,1,5,L,,46,16,31,20,60,48,55.6,45,35,56.3,24,27
39,202401040MTL,01/04/2024,BUF,@,MTL,6,1,W,,38,10,33,12,59,50,54.1,46,34,57.5,22,23
40,202401060PIT,01/06/2024,BUF,@,PIT,3,1,W,,32,10,41,6,50,66,43.1,33,51,39.3,19,28
41,202401090BUF,01/09/2024,BUF,vs,SEA,2,5,L,,38,2,26,2,74,47,61.2,50,33,60.2,32,21
42,202401110BUF,01/11/2024,BUF,vs,OTT,5,3,W,,32,8,28,6,46,58,44.2,34,33,50.7,23,24
43,202401130BUF,01/13/2024,BUF,vs,VAN,0,1,L,,26,13,23,15,42,40,51.2,26,28,48.1,14,24
44,202401150BUF,01/15/2024,BUF,vs,SJS,3,0,W,,35,6,28,6,59,55,51.8,45,39,53.6,25,26
45,202401180BUF,01/18/2024,BUF,vs,CHI,3,0,W,,31,10,19,15,43,23,65.2,27,14,65.9,9,13
46,202401200BUF,01/20/2024,BUF,vs,TBL,1,3,L,,27,6,16,4,51,36,58.6,38,25,60.3,18,24
47,202401230ANA,01/23/2024,BUF,@,ANA,2,4,L,,30,30,36,38,56,44,56,39,37,51.3,24,17
48,202401240LAK,01/24/2024,BUF,@,LAK,5,3,W,,37,6,40,8,55,59,48.2,39,49,44.3,19,28
49,202401270SJS,01/27/2024,BUF,@,SJS,5,2,W,,36,10,26,10,59,60,49.6,48,43,52.7,26,34
50,202402060BUF,02/06/2024,BUF,vs,DAL,1,2,L,,48,10,30,8,63,38,62.4,42,29,59.2,24,39
51,202402100BUF,02/10/2024,BUF,vs,STL,1,3,L,,34,6,26,8,58,43,57.4,42,32,56.8,30,22
52,202402130BUF,02/13/2024,BUF,vs,LAK,7,0,W,,24,6,33,4,43,67,39.1,34,44,43.6,13,27
53,202402150BUF,02/15/2024,BUF,vs,FLA,0,4,L,,45,6,30,14,52,49,51.5,44,37,54.3,26,21
54,202402170MIN,02/17/2024,BUF,@,MIN,3,2,W,OT,28,8,32,6,38,45,45.8,32,36,47.1,23,23
55,202402190BUF,02/19/2024,BUF,vs,ANA,3,4,L,,37,4,14,6,60,27,69,44,19,69.8,17,24
56,202402210MTL,02/21/2024,BUF,@,MTL,3,2,W,,23,10,31,10,37,56,39.8,21,42,33.3,14,25
57,202402230CBJ,02/23/2024,BUF,@,CBJ,2,1,W,,37,6,26,10,50,44,53.2,40,32,55.6,23,15
58,202402250BUF,02/25/2024,BUF,vs,CAR,3,2,W,SO,32,4,32,4,74,67,52.5,47,47,50,19,30
59,202402270FLA,02/27/2024,BUF,@,FLA,2,3,L,,30,14,37,12,51,47,52,40,35,53.3,22,36
60,202402290TBL,02/29/2024,BUF,@,TBL,3,2,W,OT,23,6,23,6,44,41,51.8,24,32,42.9,16,21
61,202403020BUF,03/02/2024,BUF,vs,VEG,7,2,W,,35,9,24,7,79,41,65.8,51,31,62.2,26,30
62,202403030BUF,03/03/2024,BUF,vs,WPG,2,5,L,,19,4,35,4,44,59,42.7,24,39,38.1,29,27
63,202403060TOR,03/06/2024,BUF,@,TOR,1,2,L,OT,25,2,27,4,50,42,54.3,33,35,48.5,20,26
64,202403070NSH,03/07/2024,BUF,@,NSH,2,4,L,,28,6,24,6,39,51,43.3,24,43,35.8,21,27
65,202403090BUF,03/09/2024,BUF,vs,EDM,3,2,W,SO,27,6,32,2,49,46,51.6,38,39,49.4,8,34
66,202403120BUF,03/12/2024,BUF,vs,DET,7,3,W,,39,8,24,8,51,42,54.8,38,34,52.8,19,23
67,202403140BUF,03/14/2024,BUF,vs,NYI,4,0,W,,37,13,21,13,46,32,59,36,24,60,19,15
68,202403160DET,03/16/2024,BUF,@,DET,1,4,L,,26,4,26,4,50,44,53.2,36,35,50.7,22,27
69,202403180SEA,03/18/2024,BUF,@,SEA,6,2,W,,30,10,34,4,50,51,49.5,40,35,53.3,22,16
70,202403190VAN,03/19/2024,BUF,@,VAN,2,3,L,,17,12,34,10,47,46,50.5,27,34,44.3,18,21
71,202403210EDM,03/21/2024,BUF,@,EDM,3,8,L,,29,4,39,6,41,65,38.7,27,47,36.5,18,28
72,202403240CGY,03/24/2024,BUF,@,CGY,4,1,W,,29,4,33,2,54,66,45,38,45,45.8,17,26
73,202403270BUF,03/27/2024,BUF,vs,OTT,2,6,L,,36,10,42,10,67,56,54.5,50,48,51,20,33
74,202403290BUF,03/29/2024,BUF,vs,NJD,5,2,W,,36,6,30,0,59,60,49.6,47,43,52.2,16,31
75,202403300BUF,03/30/2024,BUF,vs,TOR,0,3,L,,34,70,22,62,44,32,57.9,33,24,57.9,11,19
76,202404020BUF,04/02/2024,BUF,vs,WSH,6,2,W,,35,6,26,4,59,48,55.1,43,31,58.1,22,28
77,202404050BUF,04/05/2024,BUF,vs,PHI,4,2,W,,19,6,34,2,54,66,45,35,51,40.7,12,31
78,202404070DET,04/07/2024,BUF,@,DET,1,3,L,,38,18,24,18,77,42,64.7,50,33,60.2,29,27
79,202404090DAL,04/09/2024,BUF,@,DAL,2,3,L,,21,4,24,16,48,43,52.7,28,35,44.4,31,34
80,202404110BUF,04/11/2024,BUF,vs,WSH,4,2,W,,17,12,24,12,49,56,46.7,30,43,41.1,13,30
81,202404130FLA,04/13/2024,BUF,@,FLA,2,3,L,OT,29,19,42,4,30,67,30.9,26,46,36.1,15,29
82,202404150TBL,04/15/2024,BUF,@,TBL,4,2,W,,34,4,33,4,49,53,48,38,44,46.3,23,28
1,202310110CAR,10/11/2023,CAR,vs,OTT,5,3,W,,42,10,30,14,62,36,63.3,50,31,61.7,27,21
2,202310140LAK,10/14/2023,CAR,@,LAK,6,5,W,SO,19,16,30,10,33,42,44,23,33,41.1,25,21
3,202310150ANA,10/15/2023,CAR,@,ANA,3,6,L,,35,20,25,28,68,42,61.8,44,36,55,24,21
4,202310170SJS,10/17/2023,CAR,@,SJS,6,3,W,,42,22,16,14,52,19,73.2,30,13,69.8,19,18
5,202310190SEA,10/19/2023,CAR,@,SEA,4,7,L,,36,13,36,9,66,50,56.9,45,34,57,25,33
6,202310210COL,10/21/2023,CAR,@,COL,4,6,L,,27,10,27,10,46,38,54.8,31,31,50,24,23
7,202310240TBL,10/24/2023,CAR,@,TBL,0,3,L,,32,37,23,17,53,30,63.9,36,25,59,21,16
8,202310260CAR,10/26/2023,CAR,vs,SEA,3,2,W,OT,45,2,26,2,81,42,65.9,62,30,67.4,39,31
9,202310270CAR,10/27/2023,CAR,vs,SJS,3,0,W,,40,6,20,10,67,35,65.7,47,25,65.3,24,34
10,202310300PHI,10/30/2023,CAR,@,PHI,3,2,W,,32,10,28,2,47,40,54,35,36,49.3,33,13
11,202311020NYR,11/02/2023,CAR,@,NYR,1,2,L,,27,10,26,4,60,36,62.5,38,28,57.6,28,22
12,202311040NYI,11/04/2023,CAR,@,NYI,4,3,W,OT,46,4,25,8,89,35,71.8,64,29,68.8,32,25
13,202311070CAR,11/07/2023,CAR,vs,BUF,3,2,W,OT,27,8,21,8,46,36,56.1,34,29,54,20,13
14,202311100FLA,11/10/2023,CAR,@,FLA,2,5,L,,30,4,35,6,64,54,54.2,43,39,52.4,35,24
15,202311110TBL,11/11/2023,CAR,@,TBL,4,0,W,,32,11,22,11,52,40,56.5,40,26,60.6,22,26
16,202311150CAR,11/15/2023,CAR,vs,PHI,1,3,L,,32,2,24,6,69,34,67,41,26,61.2,28,34
17,202311180CAR,11/18/2023,CAR,vs,PIT,4,2,W,,34,4,28,6,58,49,54.2,47,37,56,21,25
18,202311220CAR,11/22/2023,CAR,vs,EDM,6,3,W,,27,8,23,10,49,49,50,32,33,49.2,18,24
19,202311240CAR,11/24/2023,CAR,vs,TBL,2,8,L,,24,22,14,34,54,24,69.2,34,18,65.4,24,15
20,202311260CAR,11/26/2023,CAR,vs,CBJ,3,2,W,,43,0,23,4,69,39,63.9,50,28,64.1,29,25
21,202311280PHI,11/28/2023,CAR,@,PHI,4,1,W,,36,4,29,4,64,51,55.7,43,37,53.8,24,25
22,202311300CAR,11/30/2023,CAR,vs,NYI,4,5,L,OT,43,8,16,6,86,33,72.3,57,24,70.4,24,30
23,202312020CAR,12/02/2023,CAR,vs,BUF,6,2,W,,37,19,22,13,71,27,72.4,54,22,71.1,25,20
24,202312040WPG,12/04/2023,CAR,@,WPG,1,2,L,,43,2,22,6,75,41,64.7,59,31,65.6,23,22
25,202312060EDM,12/06/2023,CAR,@,EDM,1,6,L,,39,2,34,4,62,47,56.9,44,41,51.8,26,33
26,202312070CGY,12/07/2023,CAR,@,CGY,2,3,L,,30,6,27,2,54,48,52.9,35,38,47.9,34,25
27,202312090VAN,12/09/2023,CAR,@,VAN,3,4,L,,24,6,24,10,45,26,63.4,29,23,55.8,20,22
28,202312120OTT,12/12/2023,CAR,@,OTT,4,1,W,,28,12,32,20,52,47,52.5,38,36,51.4,27,21
29,202312140DET,12/14/2023,CAR,@,DET,2,1,W,,39,6,26,8,64,39,62.1,48,27,64,32,12
30,202312150CAR,12/15/2023,CAR,vs,NSH,5,6,L,OT,31,6,30,6,59,47,55.7,39,36,52,33,25
31,202312170CAR,12/17/2023,CAR,vs,WSH,1,2,L,SO,29,4,21,10,54,32,62.8,42,25,62.7,20,28
32,202312190CAR,12/19/2023,CAR,vs,VEG,6,3,W,,39,8,33,6,63,42,60,49,33,59.8,26,34
33,202312210PIT,12/21/2023,CAR,@,PIT,1,2,L,SO,24,10,25,4,54,40,57.4,29,23,55.8,26,25
34,202312230CAR,12/23/2023,CAR,vs,NYI,4,5,L,,40,8,28,10,77,41,65.3,54,33,62.1,30,27
35,202312270NSH,12/27/2023,CAR,@,NSH,5,2,W,,25,8,37,12,42,40,51.2,26,32,44.8,28,20
36,202312280CAR,12/28/2023,CAR,vs,MTL,5,3,W,,31,8,21,6,60,46,56.6,33,37,47.1,23,32
37,202312300TOR,12/30/2023,CAR,@,TOR,3,2,W,,28,8,27,10,42,43,49.4,32,32,50,17,31
38,202401020NYR,01/02/2024,CAR,@,NYR,6,1,W,,27,6,29,8,38,42,47.5,28,34,45.2,23,23
39,202401050WSH,01/05/2024,CAR,@,WSH,6,2,W,,34,6,17,6,69,34,67,49,24,67.1,31,23
40,202401060CAR,01/06/2024,CAR,vs,STL,1,2,L,SO,30,2,22,2,73,42,63.5,49,29,62.8,28,21
41,202401110CAR,01/11/2024,CAR,vs,ANA,6,3,W,,34,17,16,13,46,29,61.3,34,23,59.6,22,24
42,202401130CAR,01/13/2024,CAR,vs,PIT,3,2,W,OT,35,10,40,8,53,58,47.7,45,44,50.6,21,26
43,202401150CAR,01/15/2024,CAR,vs,LAK,2,5,L,,32,8,26,10,47,40,54,31,31,50,18,20
44,202401190CAR,01/19/2024,CAR,vs,DET,4,2,W,,30,2,12,2,62,30,67.4,43,21,67.2,33,26
45,202401210CAR,01/21/2024,CAR,vs,MIN,2,5,L,,42,4,19,8,68,32,68,48,24,66.7,31,21
46,202401240BOS,01/24/2024,CAR,@,BOS,3,2,W,,33,8,28,6,55,34,61.8,45,28,61.6,21,17
47,202401250CAR,01/25/2024,CAR,vs,NJD,3,2,W,,23,6,25,8,38,44,46.3,31,33,48.4,23,19
48,202401270CAR,01/27/2024,CAR,vs,ARI,3,1,W,,39,4,11,6,83,29,74.1,57,16,78.1,33,14
49,202402060CAR,02/06/2024,CAR,vs,VAN,2,3,L,,24,6,19,4,59,36,62.1,40,28,58.8,23,24
50,202402080CAR,02/08/2024,CAR,vs,COL,5,2,W,,27,34,27,12,45,44,50.6,29,35,45.3,24,19
51,202402100CAR,02/10/2024,CAR,vs,NJD,1,0,W,OT,32,10,34,6,60,44,57.7,37,35,51.4,24,17
52,202402130DAL,02/13/2024,CAR,@,DAL,2,4,L,,34,2,23,2,91,40,69.5,61,30,67,27,26
53,202402160ARI,02/16/2024,CAR,@,ARI,5,1,W,,30,8,31,4,54,44,55.1,40,35,53.3,35,15
54,202402170VEG,02/17/2024,CAR,@,VEG,3,1,W,,28,4,30,0,63,53,54.3,40,40,50,25,29
55,202402190CAR,02/19/2024,CAR,vs,CHI,6,3,W,,42,8,17,8,63,27,70,48,17,73.8,19,24
56,202402220CAR,02/22/2024,CAR,vs,FLA,1,0,W,,29,6,45,6,54,49,52.4,37,41,47.4,14,23
57,202402240CAR,02/24/2024,CAR,vs,DAL,1,2,L,,21,8,16,4,62,30,67.4,38,19,66.7,17,25
58,202402250BUF,02/25/2024,CAR,@,BUF,2,3,L,SO,32,4,32,4,67,72,48.2,47,47,50,30,19
59,202402270MIN,02/27/2024,CAR,@,MIN,3,2,W,,28,8,30,6,50,42,54.3,27,34,44.3,30,18
60,202402290CBJ,02/29/2024,CAR,@,CBJ,4,2,W,,33,6,22,4,69,42,62.2,45,31,59.2,30,21
61,202403020CAR,03/02/2024,CAR,vs,WPG,3,5,L,,35,10,32,8,54,37,59.3,44,29,60.3,32,15
62,202403070CAR,03/07/2024,CAR,vs,MTL,4,1,W,,39,12,25,10,75,34,68.8,55,29,65.5,28,17
63,202403090NJD,03/09/2024,CAR,@,NJD,4,2,W,,26,12,25,10,50,45,52.6,41,35,53.9,27,20
64,202403100CAR,03/10/2024,CAR,vs,CGY,7,2,W,,40,11,20,7,75,36,67.6,54,26,67.5,34,31
65,202403120CAR,03/12/2024,CAR,vs,NYR,0,1,L,,28,4,24,2,63,50,55.8,41,38,51.9,24,23
66,202403140CAR,03/14/2024,CAR,vs,FLA,4,0,W,,35,14,21,18,56,27,67.5,43,19,69.4,21,17
67,202403160TOR,03/16/2024,CAR,@,TOR,5,4,W,SO,40,8,40,10,61,43,58.7,49,35,58.3,18,27
68,202403170OTT,03/17/2024,CAR,@,OTT,7,2,W,,38,4,32,6,61,49,55.5,48,39,55.2,20,20
69,202403190NYI,03/19/2024,CAR,@,NYI,4,1,W,,34,7,31,7,58,51,53.2,40,38,51.3,23,16
70,202403210CAR,03/21/2024,CAR,vs,PHI,3,2,W,OT,33,6,32,4,66,56,54.1,39,42,48.1,23,27
71,202403220WSH,03/22/2024,CAR,@,WSH,6,7,L,SO,31,12,25,6,60,49,55,45,31,59.2,27,38
72,202403240CAR,03/24/2024,CAR,vs,TOR,2,1,W,,43,8,33,6,58,51,53.2,44,41,51.8,26,18
73,202403260PIT,03/26/2024,CAR,@,PIT,1,4,L,,39,9,22,9,82,38,68.3,61,30,67,30,34
74,202403280CAR,03/28/2024,CAR,vs,DET,4,0,W,,33,4,24,4,56,44,56,47,31,60.3,23,20
75,202403300MTL,03/30/2024,CAR,@,MTL,3,0,W,,30,6,26,4,59,43,57.8,40,33,54.8,27,23
76,202404040CAR,04/04/2024,CAR,vs,BOS,1,4,L,,29,13,28,11,67,43,60.9,48,32,60,22,19
77,202404050CAR,04/05/2024,CAR,vs,WSH,4,2,W,,45,6,16,8,74,26,74,56,21,72.7,32,20
78,202404070CAR,04/07/2024,CAR,vs,CBJ,3,0,W,,35,2,23,8,57,44,56.4,42,36,53.8,30,19
79,202404090BOS,04/09/2024,CAR,@,BOS,4,1,W,,26,8,23,6,45,30,60,36,23,61,20,22
80,202404120STL,04/12/2024,CAR,@,STL,5,2,W,,42,6,31,6,70,48,59.3,51,34,60,25,25
81,202404140CHI,04/14/2024,CAR,@,CHI,4,2,W,,34,6,16,6,65,25,72.2,48,19,71.6,17,26
82,202404160CBJ,04/16/2024,CAR,@,CBJ,3,6,L,,41,4,25,10,49,36,57.6,39,27,59.1,18,20
1,202310120CBJ,10/12/2023,CBJ,vs,PHI,2,4,L,,33,8,37,10,52,64,44.8,36,42,46.2,23,22
2,202310140CBJ,10/14/2023,CBJ,vs,NYR,5,3,W,,21,6,42,2,40,78,33.9,30,56,34.9,24,29
3,202310160CBJ,10/16/2023,CBJ,vs,DET,0,4,L,,23,15,28,13,32,34,48.5,22,27,44.9,10,29
4,202310200CBJ,10/20/2023,CBJ,vs,CGY,3,1,W,,29,11,37,24,57,58,49.6,40,42,48.8,25,19
5,202310210MIN,10/21/2023,CBJ,@,MIN,5,4,W,OT,54,6,28,6,79,56,58.5,55,33,62.5,34,17
6,202310240CBJ,10/24/2023,CBJ,vs,ANA,2,3,L,OT,37,8,27,14,51,39,56.7,37,27,57.8,13,23
7,202310260MTL,10/26/2023,CBJ,@,MTL,3,4,L,OT,36,19,29,17,50,59,45.9,33,37,47.1,24,18
8,202310280CBJ,10/28/2023,CBJ,vs,NYI,0,2,L,,34,6,34,6,57,57,50,41,47,46.6,10,17
9,202310300DAL,10/30/2023,CBJ,@,DAL,3,5,L,,25,6,33,6,53,54,49.5,37,44,45.7,22,27
10,202311020CBJ,11/02/2023,CBJ,vs,TBL,4,2,W,,28,8,29,10,51,52,49.5,34,31,52.3,24,26
11,202311040WSH,11/04/2023,CBJ,@,WSH,1,2,L,,35,8,27,10,58,46,55.8,36,33,52.2,22,22
12,202311060FLA,11/06/2023,CBJ,@,FLA,4,5,L,OT,23,4,46,6,55,90,37.9,31,60,34.1,23,24
13,202311090CBJ,11/09/2023,CBJ,vs,DAL,2,5,L,,29,6,31,4,51,64,44.3,42,46,47.7,31,27
14,202311110DET,11/11/2023,CBJ,@,DET,4,5,L,,22,6,28,6,53,44,54.6,32,32,50,16,27
15,202311120NYR,11/12/2023,CBJ,@,NYR,3,4,L,SO,28,10,40,6,50,72,41,37,52,41.6,19,42
16,202311140CBJ,11/14/2023,CBJ,vs,PIT,3,5,L,,30,2,41,8,43,65,39.8,36,44,45,20,21
17,202311160CBJ,11/16/2023,CBJ,vs,ARI,2,3,L,,41,4,32,6,79,49,61.7,53,37,58.9,27,20
18,202311180WSH,11/18/2023,CBJ,@,WSH,3,4,L,,36,6,26,8,63,46,57.8,46,31,59.7,29,28
19,202311190PHI,11/19/2023,CBJ,@,PHI,2,5,L,,22,15,27,17,47,44,51.6,35,32,52.2,20,23
20,202311220CBJ,11/22/2023,CBJ,vs,CHI,7,3,W,,26,8,36,6,48,56,46.2,37,42,46.8,24,17
21,202311240NJD,11/24/2023,CBJ,@,NJD,2,1,W,,28,4,38,6,42,61,40.8,32,41,43.8,22,24
22,202311260CAR,11/26/2023,CBJ,@,CAR,2,3,L,,23,4,43,0,41,68,37.6,28,50,35.9,25,29
23,202311270CBJ,11/27/2023,CBJ,vs,BOS,5,2,W,,40,4,33,10,52,59,46.8,38,50,43.2,19,25
24,202311290CBJ,11/29/2023,CBJ,vs,MTL,2,4,L,,28,2,31,4,54,60,47.4,42,42,50,17,19
25,202312010CBJ,12/01/2023,CBJ,vs,OTT,4,2,W,,23,10,43,4,35,49,41.7,22,37,37.3,17,21
26,202312030BOS,12/03/2023,CBJ,@,BOS,1,3,L,,25,12,28,8,47,46,50.5,33,29,53.2,17,16
27,202312050CBJ,12/05/2023,CBJ,vs,LAK,3,4,L,OT,29,4,39,2,55,68,44.7,37,57,39.4,25,25
28,202312070NYI,12/07/2023,CBJ,@,NYI,3,7,L,,35,4,36,2,67,52,56.3,45,38,54.2,31,28
29,202312080CBJ,12/08/2023,CBJ,vs,STL,5,2,W,,22,8,43,6,37,61,37.8,28,50,35.9,30,18
30,202312100CBJ,12/10/2023,CBJ,vs,FLA,2,5,L,,19,39,35,16,43,56,43.4,28,38,42.4,22,19
31,202312140TOR,12/14/2023,CBJ,@,TOR,6,5,W,OT,35,6,48,6,46,92,33.3,39,55,41.5,26,32
32,202312160CBJ,12/16/2023,CBJ,vs,NJD,3,6,L,,26,6,30,10,45,47,48.9,31,35,47,18,22
33,202312190BUF,12/19/2023,CBJ,@,BUF,9,4,W,,34,6,29,4,51,49,51,39,38,50.6,20,31
