Game_ID,Home Team,Away Team,Period,Time,Team,Info,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID
202311240FLA,FLA,WPG,1st Period,17:43,WPG,--,Nino Niederreiter,niedeni01,Dylan Samberg,sambedy01,Mason Appleton,applema01
202311240FLA,FLA,WPG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311240FLA,FLA,WPG,3rd Period,11:15,WPG,--,Nikolaj Ehlers,ehlerni01,Cole Perfetti,perfeco01,Vladislav Namestnikov,namesvl01
202311240FLA,FLA,WPG,3rd Period,16:11,WPG,"SH, EN",Adam Lowry,lowryad01,Mason Appleton,applema01,Dylan Samberg,sambedy01
202312020FLA,FLA,NYI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312020FLA,FLA,NYI,1st Period,12:36,NYI,PP,Anders Lee,leean01,Kyle Palmieri,palmiky01,Brock Nelson,nelsobr01
202312020FLA,FLA,NYI,1st Period,13:42,FLA,--,Sam Reinhart,reinhsa01,Evan Rodrigues,rodriev01,Brandon Montour,montobr01
202312020FLA,FLA,NYI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312020FLA,FLA,NYI,2nd Period,4:37,NYI,--,Pierre Engvall,engvapi01,Alexander Romanov,romanal01,Brock Nelson,nelsobr01
202312020FLA,FLA,NYI,2nd Period,9:12,NYI,--,Simon Holmström,holmssi01,Julien Gauthier,gauthju01,Bo Horvat,horvabo01
202312020FLA,FLA,NYI,2nd Period,13:14,FLA,--,Matthew Tkachuk,tkachma01,Carter Verhaeghe,verhaca01,Carter Verhaeghe,verhaca01
202312020FLA,FLA,NYI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312020FLA,FLA,NYI,3rd Period,3:43,NYI,--,Julien Gauthier,gauthju01,Bo Horvat,horvabo01,Bo Horvat,horvabo01
202312020FLA,FLA,NYI,3rd Period,9:36,FLA,--,Carter Verhaeghe,verhaca01,Gustav Forsling,forslgu02,Aaron Ekblad,ekblaaa01
202312060FLA,FLA,DAL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312060FLA,FLA,DAL,1st Period,4:39,FLA,--,Evan Rodrigues,rodriev01,Niko Mikkola,mikkoni01,Sam Reinhart,reinhsa01
202312060FLA,FLA,DAL,1st Period,13:42,DAL,--,Radek Faksa,faksara01,Sam Steel,steelsa01,Thomas Harley,harleth01
202312060FLA,FLA,DAL,1st Period,18:14,FLA,--,Sam Reinhart,reinhsa01,Aleksander Barkov,barkoal01,Evan Rodrigues,rodriev01
202312060FLA,FLA,DAL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312060FLA,FLA,DAL,2nd Period,0:24,FLA,--,Carter Verhaeghe,verhaca01,Sam Bennett,bennesa01,Niko Mikkola,mikkoni01
202312060FLA,FLA,DAL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312060FLA,FLA,DAL,3rd Period,0:39,DAL,PP,Mason Marchment,marchma01,Matt Duchene,duchema01,Miro Heiskanen,heiskmi01
202312060FLA,FLA,DAL,3rd Period,4:15,DAL,--,Evgenii Dadonov,dadonev01,Jani Hakanpää,hakanja01,Wyatt Johnston,johnswy01
202312060FLA,FLA,DAL,3rd Period,4:52,FLA,--,Aleksander Barkov,barkoal01,Sam Reinhart,reinhsa01,Evan Rodrigues,rodriev01
202312060FLA,FLA,DAL,3rd Period,8:00,FLA,PP,Evan Rodrigues,rodriev01,Oliver Ekman-Larsson,ekmanol01,Aaron Ekblad,ekblaaa01
202312060FLA,FLA,DAL,3rd Period,12:26,DAL,PP,Thomas Harley,harleth01,Mason Marchment,marchma01,Matt Duchene,duchema01
202312080FLA,FLA,PIT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312080FLA,FLA,PIT,1st Period,8:05,PIT,--,Reilly Smith,smithre01,Evgeni Malkin,malkiev01,Valtteri Puustinen,puustva01
202312080FLA,FLA,PIT,1st Period,17:04,FLA,--,Oliver Ekman-Larsson,ekmanol01,Anton Lundell,lundean01,Carter Verhaeghe,verhaca01
202312080FLA,FLA,PIT,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312080FLA,FLA,PIT,3rd Period,6:10,FLA,--,Eetu Luostarinen,luostee01,Evan Rodrigues,rodriev01,Anton Lundell,lundean01
202312080FLA,FLA,PIT,3rd Period,19:33,FLA,EN,Aleksander Barkov,barkoal01,Sam Reinhart,reinhsa01,Aaron Ekblad,ekblaaa01
202312210FLA,FLA,STL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312210FLA,FLA,STL,1st Period,4:50,STL,--,Jordan Kyrou,kyroujo01,Robert Thomas,thomaro01,Pavel Buchnevich,buchnpa01
202312210FLA,FLA,STL,1st Period,7:46,STL,--,Pavel Buchnevich,buchnpa01,Jordan Kyrou,kyroujo01,Robert Thomas,thomaro01
202312210FLA,FLA,STL,1st Period,13:47,FLA,--,Eetu Luostarinen,luostee01,Dmitry Kulikov,kulikdm01,Dmitry Kulikov,kulikdm01
202312210FLA,FLA,STL,1st Period,16:43,STL,--,Alexey Toropchenko,toropal01,Marco Scandella,scandma01,Brandon Saad,saadbr01
202312210FLA,FLA,STL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312210FLA,FLA,STL,3rd Period,16:51,STL,EN,Pavel Buchnevich,buchnpa01,Oskar Sundqvist,sundqos01,Robert Thomas,thomaro01
202312230FLA,FLA,VEG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312230FLA,FLA,VEG,1st Period,1:21,VEG,--,Mark Stone,stonema01,Ivan Barbashev,barbaiv01,Ivan Barbashev,barbaiv01
202312230FLA,FLA,VEG,1st Period,8:58,FLA,--,Sam Bennett,bennesa01,Carter Verhaeghe,verhaca01,Brandon Montour,montobr01
202312230FLA,FLA,VEG,1st Period,15:16,FLA,--,Gustav Forsling,forslgu02,Aleksander Barkov,barkoal01,Aleksander Barkov,barkoal01
202312230FLA,FLA,VEG,1st Period,19:37,VEG,--,Pavel Dorofeyev,dorofpa01,Ben Hutton,huttobe01,Keegan Kolesar,koleske01
202312230FLA,FLA,VEG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312230FLA,FLA,VEG,3rd Period,6:10,FLA,PP,Carter Verhaeghe,verhaca01,Brandon Montour,montobr01,Matthew Tkachuk,tkachma01
202312230FLA,FLA,VEG,3rd Period,8:09,FLA,PP,Sam Reinhart,reinhsa01,Aleksander Barkov,barkoal01,Matthew Tkachuk,tkachma01
202312290FLA,FLA,NYR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312290FLA,FLA,NYR,1st Period,18:45,FLA,--,Evan Rodrigues,rodriev01,Aleksander Barkov,barkoal01,Niko Mikkola,mikkoni01
202312290FLA,FLA,NYR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312290FLA,FLA,NYR,2nd Period,7:12,FLA,--,Sam Reinhart,reinhsa01,Aleksander Barkov,barkoal01,Carter Verhaeghe,verhaca01
202312290FLA,FLA,NYR,2nd Period,13:23,NYR,--,Artemi Panarin,panarar01,Alexis Lafrenière,lafreal01,Ryan Lindgren,lindgry01
202312290FLA,FLA,NYR,2nd Period,14:36,NYR,--,William Cuylle,cuyllwi01,K'Andre Miller,milleka01,K'Andre Miller,milleka01
202312290FLA,FLA,NYR,2nd Period,17:07,FLA,PP,Sam Reinhart,reinhsa01,Aleksander Barkov,barkoal01,Matthew Tkachuk,tkachma01
202312290FLA,FLA,NYR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312290FLA,FLA,NYR,3rd Period,12:15,NYR,SH,Mika Zibanejad,zibanmi01,Chris Kreider,kreidch01,Chris Kreider,kreidch01
202312290FLA,FLA,NYR,3rd Period,13:37,FLA,--,Carter Verhaeghe,verhaca01,Gustav Forsling,forslgu02,Matthew Tkachuk,tkachma01
202312300FLA,FLA,MTL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312300FLA,FLA,MTL,1st Period,4:05,FLA,PP,Eetu Luostarinen,luostee01,Evan Rodrigues,rodriev01,Sam Bennett,bennesa01
202312300FLA,FLA,MTL,1st Period,7:01,MTL,PP,Cole Caufield,caufico01,Nick Suzuki,suzukni01,Mike Matheson,mathemi01
202312300FLA,FLA,MTL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312300FLA,FLA,MTL,3rd Period,7:34,FLA,PP,Eetu Luostarinen,luostee01,Aaron Ekblad,ekblaaa01,Oliver Ekman-Larsson,ekmanol01
202312300FLA,FLA,MTL,3rd Period,15:26,FLA,--,Sam Bennett,bennesa01,Oliver Ekman-Larsson,ekmanol01,Carter Verhaeghe,verhaca01
202312300FLA,FLA,MTL,3rd Period,17:13,FLA,EN,Carter Verhaeghe,verhaca01,Matthew Tkachuk,tkachma01,Aaron Ekblad,ekblaaa01
202401110FLA,FLA,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401110FLA,FLA,LAK,1st Period,6:17,LAK,--,Trevor Moore,mooretr01,Phillip Danault,danauph01,Kevin Fiala,fialake01
202401110FLA,FLA,LAK,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401110FLA,FLA,LAK,2nd Period,10:58,FLA,--,Sam Bennett,bennesa01,Eetu Luostarinen,luostee01,Oliver Ekman-Larsson,ekmanol01
202401110FLA,FLA,LAK,2nd Period,19:39,LAK,PP,Drew Doughty,doughdr01,Adrian Kempe,kempead01,Anže Kopitar,kopitan01
202401110FLA,FLA,LAK,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401110FLA,FLA,LAK,3rd Period,17:42,FLA,--,Matthew Tkachuk,tkachma01,Carter Verhaeghe,verhaca01,Sam Reinhart,reinhsa01
202401110FLA,FLA,LAK,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202401110FLA,FLA,LAK,1st OT Period,4:59,FLA,PP,Sam Reinhart,reinhsa01,Aleksander Barkov,barkoal01,Sergei Bobrovsky,bobrose01
202401130FLA,FLA,NJD,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401130FLA,FLA,NJD,1st Period,3:50,NJD,--,Alexander Holtz,holtzal01,Simon Nemec,nemecsi01,Curtis Lazar,lazarcu01
202401130FLA,FLA,NJD,1st Period,14:45,NJD,--,Jesper Bratt,brattje01,Michael McLeod,mcleomi01,Michael McLeod,mcleomi01
202401130FLA,FLA,NJD,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401130FLA,FLA,NJD,2nd Period,3:51,NJD,--,Erik Haula,haulaer01,Nico Hischier,hischni01,Nico Hischier,hischni01
202401130FLA,FLA,NJD,2nd Period,19:27,FLA,PP,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01,Brandon Montour,montobr01
202401130FLA,FLA,NJD,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401130FLA,FLA,NJD,3rd Period,19:41,NJD,EN,John Marino,marinjo01,--,--,--,--
202401150FLA,FLA,ANA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401150FLA,FLA,ANA,1st Period,8:29,FLA,PP,Sam Bennett,bennesa01,Evan Rodrigues,rodriev01,Oliver Ekman-Larsson,ekmanol01
202401150FLA,FLA,ANA,1st Period,17:35,FLA,SH,Sam Reinhart,reinhsa01,Niko Mikkola,mikkoni01,Niko Mikkola,mikkoni01
202401150FLA,FLA,ANA,1st Period,19:56,ANA,--,Alex Killorn,killoal01,Adam Henrique,henriad01,Adam Henrique,henriad01
202401150FLA,FLA,ANA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401150FLA,FLA,ANA,2nd Period,5:24,ANA,SH,Adam Henrique,henriad01,Frank Vatrano,vatrafr01,Frank Vatrano,vatrafr01
202401150FLA,FLA,ANA,2nd Period,9:36,FLA,PP,Carter Verhaeghe,verhaca01,Brandon Montour,montobr01,Aleksander Barkov,barkoal01
202401150FLA,FLA,ANA,2nd Period,12:49,FLA,--,Sam Bennett,bennesa01,Matthew Tkachuk,tkachma01,Carter Verhaeghe,verhaca01
202401150FLA,FLA,ANA,2nd Period,14:58,ANA,--,Jakob Silfverberg,silfvja01,Sam Carrick,carrisa01,Sam Carrick,carrisa01
202401150FLA,FLA,ANA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401150FLA,FLA,ANA,3rd Period,3:45,ANA,--,Troy Terry,terrytr01,Jackson LaCombe,lacomja01,Jackson LaCombe,lacomja01
202401150FLA,FLA,ANA,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202401150FLA,FLA,ANA,1st OT Period,0:48,ANA,--,Alex Killorn,killoal01,Frank Vatrano,vatrafr01,Cam Fowler,fowleca01
202401170FLA,FLA,DET,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401170FLA,FLA,DET,1st Period,5:38,FLA,SH,Sam Reinhart,reinhsa01,Anton Lundell,lundean01,Dmitry Kulikov,kulikdm01
202401170FLA,FLA,DET,1st Period,11:40,DET,--,Michael Rasmussen,rasmumi01,Olli Määttä,maattol01,Andrew Copp,coppan01
202401170FLA,FLA,DET,1st Period,11:56,FLA,--,Gustav Forsling,forslgu02,Sam Bennett,bennesa01,Sam Bennett,bennesa01
202401170FLA,FLA,DET,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401170FLA,FLA,DET,3rd Period,6:15,DET,--,Robby Fabbri,fabbrro01,Michael Rasmussen,rasmumi01,Olli Määttä,maattol01
202401170FLA,FLA,DET,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202401170FLA,FLA,DET,1st OT Period,1:09,DET,PP,Dylan Larkin,larkidy01,Shayne Gostisbehere,gostish01,David Perron,perroda01
202401190FLA,FLA,MIN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401190FLA,FLA,MIN,1st Period,2:49,MIN,PP,Kirill Kaprizov,kapriki01,Matt Boldy,boldyma01,Brock Faber,faberbr01
202401190FLA,FLA,MIN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401190FLA,FLA,MIN,2nd Period,0:35,FLA,--,Aaron Ekblad,ekblaaa01,Matthew Tkachuk,tkachma01,Carter Verhaeghe,verhaca01
202401190FLA,FLA,MIN,2nd Period,3:22,MIN,PP,Ryan Hartman,hartmry01,Alex Goligoski,goligal01,Pat Maroon,maroopa01
202401190FLA,FLA,MIN,2nd Period,7:36,MIN,PP,Brock Faber,faberbr01,Matt Boldy,boldyma01,Joel Eriksson Ek,eriksjo02
202401190FLA,FLA,MIN,2nd Period,10:32,MIN,PP,Mats Zuccarello,zuccama01,Joel Eriksson Ek,eriksjo02,Kirill Kaprizov,kapriki01
202401190FLA,FLA,MIN,2nd Period,18:27,FLA,--,Eetu Luostarinen,luostee01,Anton Lundell,lundean01,Aaron Ekblad,ekblaaa01
202401190FLA,FLA,MIN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401190FLA,FLA,MIN,3rd Period,0:41,MIN,PP,Kirill Kaprizov,kapriki01,Mats Zuccarello,zuccama01,Brock Faber,faberbr01
202401190FLA,FLA,MIN,3rd Period,8:05,FLA,--,Anton Lundell,lundean01,Aaron Ekblad,ekblaaa01,Sam Reinhart,reinhsa01
202401190FLA,FLA,MIN,3rd Period,8:23,FLA,--,Gustav Forsling,forslgu02,Aaron Ekblad,ekblaaa01,Aaron Ekblad,ekblaaa01
202401190FLA,FLA,MIN,3rd Period,19:48,MIN,EN,Ryan Hartman,hartmry01,--,--,--,--
202401240FLA,FLA,ARI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401240FLA,FLA,ARI,1st Period,1:53,FLA,--,Matthew Tkachuk,tkachma01,Carter Verhaeghe,verhaca01,Gustav Forsling,forslgu02
202401240FLA,FLA,ARI,1st Period,8:44,FLA,PP,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01,Aleksander Barkov,barkoal01
202401240FLA,FLA,ARI,1st Period,9:01,FLA,--,Sam Bennett,bennesa01,Carter Verhaeghe,verhaca01,Gustav Forsling,forslgu02
202401240FLA,FLA,ARI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401240FLA,FLA,ARI,2nd Period,4:14,FLA,--,Matthew Tkachuk,tkachma01,Anton Lundell,lundean01,Carter Verhaeghe,verhaca01
202401240FLA,FLA,ARI,2nd Period,18:17,FLA,--,Anton Lundell,lundean01,Sam Reinhart,reinhsa01,Eetu Luostarinen,luostee01
202401240FLA,FLA,ARI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401240FLA,FLA,ARI,3rd Period,2:27,FLA,--,Jonah Gadjovich,gadjojo01,Kevin Stenlund,stenlke01,Kevin Stenlund,stenlke01
202401240FLA,FLA,ARI,3rd Period,3:25,ARI,PP,Dylan Guenther,guentdy01,Clayton Keller,kellecl01,Alexander Kerfoot,kerfoal01
202401240FLA,FLA,ARI,3rd Period,16:58,ARI,--,Logan Cooley,coolelo01,Dylan Guenther,guentdy01,Matias Maccelli,maccema01
202402060FLA,FLA,PHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402060FLA,FLA,PHI,1st Period,9:22,FLA,PP,Carter Verhaeghe,verhaca01,--,--,--,--
202402060FLA,FLA,PHI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402060FLA,FLA,PHI,2nd Period,13:33,PHI,--,Travis Konecny,konectr01,Joel Farabee,farabjo01,Sean Walker,walkese01
202402060FLA,FLA,PHI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402060FLA,FLA,PHI,3rd Period,2:36,PHI,--,Noah Cates,catesno01,--,--,--,--
202402080FLA,FLA,WSH,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402080FLA,FLA,WSH,1st Period,16:38,WSH,PP,Alex Ovechkin,ovechal01,Rasmus Sandin,sandira01,Connor McMichael,mcmicco01
202402080FLA,FLA,WSH,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402080FLA,FLA,WSH,2nd Period,4:29,FLA,--,Matthew Tkachuk,tkachma01,Gustav Forsling,forslgu02,Gustav Forsling,forslgu02
202402080FLA,FLA,WSH,2nd Period,14:03,WSH,--,Anthony Mantha,manthan01,Michael Sgarbossa,sgarbmi01,Aliaksei Protas,protaal01
202402080FLA,FLA,WSH,2nd Period,17:32,FLA,PP,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01,Carter Verhaeghe,verhaca01
202402080FLA,FLA,WSH,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402080FLA,FLA,WSH,3rd Period,14:28,FLA,--,Ryan Lomberg,lombery01,Dmitry Kulikov,kulikdm01,Dmitry Kulikov,kulikdm01
202402080FLA,FLA,WSH,3rd Period,19:06,FLA,EN,Eetu Luostarinen,luostee01,Matthew Tkachuk,tkachma01,Matthew Tkachuk,tkachma01
202402100FLA,FLA,COL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402100FLA,FLA,COL,1st Period,10:19,FLA,PP,Carter Verhaeghe,verhaca01,Aleksander Barkov,barkoal01,Matthew Tkachuk,tkachma01
202402100FLA,FLA,COL,1st Period,16:56,FLA,PP,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01,Aleksander Barkov,barkoal01
202402100FLA,FLA,COL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402100FLA,FLA,COL,2nd Period,17:52,FLA,--,Eetu Luostarinen,luostee01,Dmitry Kulikov,kulikdm01,Evan Rodrigues,rodriev01
202402100FLA,FLA,COL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402100FLA,FLA,COL,3rd Period,9:20,FLA,--,Aleksander Barkov,barkoal01,--,--,--,--
202402200FLA,FLA,OTT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402200FLA,FLA,OTT,1st Period,0:19,FLA,--,Aaron Ekblad,ekblaaa01,Carter Verhaeghe,verhaca01,Sam Reinhart,reinhsa01
202402200FLA,FLA,OTT,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402200FLA,FLA,OTT,2nd Period,17:01,FLA,--,Brandon Montour,montobr01,--,--,--,--
202402200FLA,FLA,OTT,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402200FLA,FLA,OTT,3rd Period,5:36,OTT,--,Thomas Chabot,chaboth01,--,--,--,--
202402200FLA,FLA,OTT,3rd Period,8:46,OTT,--,Tim Stützle,stuetti02,Claude Giroux,giroucl01,Thomas Chabot,chaboth01
202402200FLA,FLA,OTT,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202402200FLA,FLA,OTT,1st OT Period,1:36,FLA,--,Anton Lundell,lundean01,Matthew Tkachuk,tkachma01,Brandon Montour,montobr01
202402240FLA,FLA,WSH,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402240FLA,FLA,WSH,1st Period,4:03,FLA,--,Nick Cousins,cousini01,Dmitry Kulikov,kulikdm01,Brandon Montour,montobr01
202402240FLA,FLA,WSH,1st Period,18:31,WSH,PP,Sonny Milano,milanso01,Rasmus Sandin,sandira01,Max Pacioretty,pacioma01
202402240FLA,FLA,WSH,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402240FLA,FLA,WSH,3rd Period,10:11,WSH,PP,Tom Wilson,wilsoto01,Dylan Strome,stromdy01,John Carlson,carlsjo01
202402240FLA,FLA,WSH,3rd Period,16:30,FLA,PP,Aleksander Barkov,barkoal01,Carter Verhaeghe,verhaca01,Brandon Montour,montobr01
202402240FLA,FLA,WSH,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202402240FLA,FLA,WSH,1st OT Period,3:41,FLA,--,Gustav Forsling,forslgu02,Sam Bennett,bennesa01,Sam Bennett,bennesa01
202402270FLA,FLA,BUF,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402270FLA,FLA,BUF,1st Period,9:25,BUF,PP,Dylan Cozens,cozendy01,Jordan Greenway,greenjo02,Owen Power,powerow01
202402270FLA,FLA,BUF,1st Period,12:54,FLA,--,Sam Bennett,bennesa01,Nick Cousins,cousini01,Brandon Montour,montobr01
202402270FLA,FLA,BUF,1st Period,15:36,FLA,PP,Matthew Tkachuk,tkachma01,Carter Verhaeghe,verhaca01,Brandon Montour,montobr01
202402270FLA,FLA,BUF,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402270FLA,FLA,BUF,3rd Period,9:41,FLA,PP,Brandon Montour,montobr01,Matthew Tkachuk,tkachma01,Sam Reinhart,reinhsa01
202402270FLA,FLA,BUF,3rd Period,12:44,BUF,--,Tage Thompson,thompta01,Rasmus Dahlin,dahlira01,Alex Tuch,tuchal01
202402290FLA,FLA,MTL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402290FLA,FLA,MTL,1st Period,7:01,FLA,--,Aleksander Barkov,barkoal01,Sam Reinhart,reinhsa01,Carter Verhaeghe,verhaca01
202402290FLA,FLA,MTL,1st Period,8:24,MTL,--,Nick Suzuki,suzukni01,Arber Xhekaj,xhekaar01,David Savard,savarda01
202402290FLA,FLA,MTL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402290FLA,FLA,MTL,2nd Period,14:08,FLA,PP,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01,Aleksander Barkov,barkoal01
202402290FLA,FLA,MTL,2nd Period,19:59,MTL,--,Juraj Slafkovsky,slafkju01,Nick Suzuki,suzukni01,Nick Suzuki,suzukni01
202402290FLA,FLA,MTL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402290FLA,FLA,MTL,3rd Period,3:27,MTL,PP,Alex Newhook,newhoal01,Cole Caufield,caufico01,Nick Suzuki,suzukni01
202402290FLA,FLA,MTL,3rd Period,13:05,FLA,SH,Sam Reinhart,reinhsa01,Aleksander Barkov,barkoal01,Aleksander Barkov,barkoal01
202403070FLA,FLA,PHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
