Game_ID,Date,Team,Location,Opp,Result,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID,Goalie,Goalie_ID username,Per.,Time
202403240ANA,3/24/2024,TBL,@,ANA,W,Anthony Cirelli,cirelan01,Brandon Hagel,hagelbr01,--,--,Lukáš Dostál,dostalu01,OT,0.98
202403260SEA,3/26/2024,SEA,vs,ANA,W,Eeli Tolvanen,tolvaee01,Matthew Beniers,beniema01,Jamie Oleksiak,oleksja01,John Gibson,gibsojo02,1,7.83
202403260SEA,3/26/2024,SEA,vs,ANA,W,Jordan Eberle,eberljo01,Jared McCann,mccanja01,Justin Schultz,schulju01,John Gibson,gibsojo02,1,16.85
202403260SEA,3/26/2024,SEA,vs,ANA,W,Oliver Bjorkstrand,bjorkol01,Eeli Tolvanen,tolvaee01,Matthew Beniers,beniema01,John Gibson,gibsojo02,2,5.13
202403260SEA,3/26/2024,SEA,vs,ANA,W,Matthew Beniers,beniema01,Eeli Tolvanen,tolvaee01,--,--,John Gibson,gibsojo02,2,15.92
202403280SEA,3/28/2024,SEA,vs,ANA,W,Jaden Schwartz,schwaja01,Jordan Eberle,eberljo01,Jared McCann,mccanja01,Lukáš Dostál,dostalu01,2,9.05
202403280SEA,3/28/2024,SEA,vs,ANA,W,André Burakovsky,burakan01,Justin Schultz,schulju01,Jared McCann,mccanja01,Lukáš Dostál,dostalu01,3,6.42
202403280SEA,3/28/2024,SEA,vs,ANA,W,Tye Kartye,kartyty01,Yanni Gourde,gourdya01,Jamie Oleksiak,oleksja01,Lukáš Dostál,dostalu01,3,13.05
202403280SEA,3/28/2024,SEA,vs,ANA,W,Matthew Beniers,beniema01,Jared McCann,mccanja01,André Burakovsky,burakan01,Lukáš Dostál,dostalu01,3,15.58
202403300EDM,3/30/2024,EDM,vs,ANA,W,Adam Henrique,henriad01,Leon Draisaitl,draisle01,Mattias Ekholm,ekholma01,John Gibson,gibsojo02,1,3.78
202403300EDM,3/30/2024,EDM,vs,ANA,W,Connor McDavid,mcdavco01,Zach Hyman,hymanza01,--,--,John Gibson,gibsojo02,1,14.25
202403300EDM,3/30/2024,EDM,vs,ANA,W,Mattias Ekholm,ekholma01,Sam Carrick,carrisa01,Vincent Desharnais,deshavi01,John Gibson,gibsojo02,1,16.27
202403300EDM,3/30/2024,EDM,vs,ANA,W,Connor McDavid,mcdavco01,Leon Draisaitl,draisle01,Evan Bouchard,bouchev01,John Gibson,gibsojo02,2,9.47
202403300EDM,3/30/2024,EDM,vs,ANA,W,Warren Foegele,foegewa01,Mattias Ekholm,ekholma01,Vincent Desharnais,deshavi01,John Gibson,gibsojo02,2,15.95
202403300EDM,3/30/2024,EDM,vs,ANA,W,Zach Hyman,hymanza01,Connor McDavid,mcdavco01,Evan Bouchard,bouchev01,John Gibson,gibsojo02,3,7.1
202403310VAN,3/31/2024,VAN,vs,ANA,W,Brock Boeser,boesebr01,Quinn Hughes,hughequ01,J.T. Miller,millejt01,Lukáš Dostál,dostalu01,1,11.43
202403310VAN,3/31/2024,VAN,vs,ANA,W,Dakota Joshua,joshuda01,Pius Suter,suterpi01,Filip Hronek,hronefi01,Lukáš Dostál,dostalu01,2,9.57
202403310VAN,3/31/2024,VAN,vs,ANA,W,Dakota Joshua,joshuda01,Conor Garland,garlaco01,J.T. Miller,millejt01,Lukáš Dostál,dostalu01,3,17.78
202404020CGY,4/2/2024,CGY,vs,ANA,L,Yegor Sharangovich,sharaye01,Nazem Kadri,kadrina01,MacKenzie Weegar,weegama01,Lukáš Dostál,dostalu01,2,2.5
202404020CGY,4/2/2024,CGY,vs,ANA,L,Andrei Kuzmenko,kuzmean01,Nazem Kadri,kadrina01,Martin Pospisil,pospima01,Lukáš Dostál,dostalu01,2,10.43
202404020CGY,4/2/2024,CGY,vs,ANA,L,Andrei Kuzmenko,kuzmean01,Martin Pospisil,pospima01,MacKenzie Weegar,weegama01,Lukáš Dostál,dostalu01,3,9.57
202404050ANA,4/5/2024,SEA,@,ANA,W,Shane Wright,wrighsh01,Oliver Bjorkstrand,bjorkol01,Brian Dumoulin,dumoubr01,Lukáš Dostál,dostalu01,1,16.13
202404050ANA,4/5/2024,SEA,@,ANA,W,Shane Wright,wrighsh01,Jaden Schwartz,schwaja01,Justin Schultz,schulju01,Lukáš Dostál,dostalu01,2,2.48
202404050ANA,4/5/2024,SEA,@,ANA,W,Matthew Beniers,beniema01,Shane Wright,wrighsh01,Oliver Bjorkstrand,bjorkol01,Lukáš Dostál,dostalu01,2,11.67
202404070ANA,4/7/2024,STL,@,ANA,W,Zachary Bolduc,bolduza01,Robert Thomas,thomaro01,Colton Parayko,parayco01,Lukáš Dostál,dostalu01,1,0.18
202404070ANA,4/7/2024,STL,@,ANA,W,Matthew Kessel,kessema01,Robert Thomas,thomaro01,Brayden Schenn,schenbr01,Lukáš Dostál,dostalu01,1,12.6
202404070ANA,4/7/2024,STL,@,ANA,W,Robert Thomas,thomaro01,Torey Krug,krugto01,Jordan Kyrou,kyroujo01,Lukáš Dostál,dostalu01,2,13.6
202404070ANA,4/7/2024,STL,@,ANA,W,Pavel Buchnevich,buchnpa01,Jordan Kyrou,kyroujo01,Scott Perunovich,perunsc01,Lukáš Dostál,dostalu01,2,15.83
202404070ANA,4/7/2024,STL,@,ANA,W,Brayden Schenn,schenbr01,Jordan Kyrou,kyroujo01,Robert Thomas,thomaro01,Lukáš Dostál,dostalu01,3,2.67
202404090ANA,4/9/2024,LAK,@,ANA,L,Akil Thomas,thomaak01,Trevor Lewis,lewistr01,Vladislav Gavrikov,gavrivl01,Lukáš Dostál,dostalu01,1,5.83
202404120ANA,4/12/2024,CGY,@,ANA,W,Andrew Mangiapane,mangian01,Brayden Pachal,pachabr01,Yegor Sharangovich,sharaye01,John Gibson,gibsojo02,1,5.9
202404120ANA,4/12/2024,CGY,@,ANA,W,Nazem Kadri,kadrina01,Martin Pospisil,pospima01,Oliver Kylington,kylinol01,John Gibson,gibsojo02,1,11.88
202404120ANA,4/12/2024,CGY,@,ANA,W,Andrei Kuzmenko,kuzmean01,Nazem Kadri,kadrina01,MacKenzie Weegar,weegama01,John Gibson,gibsojo02,2,5.72
202404120ANA,4/12/2024,CGY,@,ANA,W,Connor Zary,zaryco01,Jonathan Huberdeau,huberjo01,Dryden Hunt,huntdr01,John Gibson,gibsojo02,2,18.47
202404120ANA,4/12/2024,CGY,@,ANA,W,Andrei Kuzmenko,kuzmean01,Jonathan Huberdeau,huberjo01,Nazem Kadri,kadrina01,John Gibson,gibsojo02,3,14.37
202404120ANA,4/12/2024,CGY,@,ANA,W,Andrei Kuzmenko,kuzmean01,Martin Pospisil,pospima01,MacKenzie Weegar,weegama01,John Gibson,gibsojo02,3,17.32
202404130LAK,4/13/2024,LAK,vs,ANA,W,Pierre-Luc Dubois,duboipi01,Viktor Arvidsson,arvidvi01,Adrian Kempe,kempead01,Lukáš Dostál,dostalu01,2,2.75
202404130LAK,4/13/2024,LAK,vs,ANA,W,Matt Roy,royma04,Blake Lizotte,lizotbl01,Akil Thomas,thomaak01,Lukáš Dostál,dostalu01,2,10.55
202404130LAK,4/13/2024,LAK,vs,ANA,W,Kevin Fiala,fialake01,Trevor Lewis,lewistr01,Drew Doughty,doughdr01,Lukáš Dostál,dostalu01,3,17.7
202404180VEG,4/18/2024,VEG,vs,ANA,L,Jack Eichel,eicheja01,Shea Theodore,theodsh01,William Karlsson,karlswi01,Lukáš Dostál,dostalu01,2,18.78
202310130NJD,10/13/2023,NJD,vs,ARI,L,Jesper Bratt,brattje01,Jack Hughes,hugheja03,Dougie Hamilton,hamildo01,Karel Vejmelka,vejmeka01,2,8.15
202310130NJD,10/13/2023,NJD,vs,ARI,L,Dougie Hamilton,hamildo01,Jack Hughes,hugheja03,Jesper Bratt,brattje01,Karel Vejmelka,vejmeka01,2,12.48
202310130NJD,10/13/2023,NJD,vs,ARI,L,Jesper Bratt,brattje01,Jack Hughes,hugheja03,Tyler Toffoli,toffoty01,Karel Vejmelka,vejmeka01,2,18.88
202310160NYR,10/16/2023,NYR,vs,ARI,W,Chris Kreider,kreidch01,Mika Zibanejad,zibanmi01,Kaapo Kakko,kakkoka01,Connor Ingram,ingraco01,1,14.18
202310160NYR,10/16/2023,NYR,vs,ARI,W,Vincent Trocheck,trochvi01,Artemi Panarin,panarar01,Adam Fox,foxad01,Connor Ingram,ingraco01,3,8.43
202310170NYI,10/17/2023,NYI,vs,ARI,W,Mathew Barzal,barzama01,Noah Dobson,dobsono01,Kyle Palmieri,palmiky01,Karel Vejmelka,vejmeka01,2,3.78
202310190STL,10/19/2023,STL,vs,ARI,L,Jakub Vrána,vranaja01,Marco Scandella,scandma01,Kevin Hayes,hayeske01,Connor Ingram,ingraco01,2,7.03
202310190STL,10/19/2023,STL,vs,ARI,L,Sammy Blais,blaissa01,Jakub Vrána,vranaja01,--,--,Connor Ingram,ingraco01,3,3.27
202310210ARI,10/21/2023,ANA,@,ARI,L,Frank Vatrano,vatrafr01,Jakob Silfverberg,silfvja01,Adam Henrique,henriad01,Karel Vejmelka,vejmeka01,3,7.78
202310240LAK,10/24/2023,LAK,vs,ARI,W,Anže Kopitar,kopitan01,Kevin Fiala,fialake01,Adrian Kempe,kempead01,Connor Ingram,ingraco01,1,8.22
202310240LAK,10/24/2023,LAK,vs,ARI,W,Trevor Lewis,lewistr01,Blake Lizotte,lizotbl01,Andreas Englund,engluan01,Connor Ingram,ingraco01,1,10.58
202310240LAK,10/24/2023,LAK,vs,ARI,W,Trevor Moore,mooretr01,Phillip Danault,danauph01,Michael Anderson,andermi02,Connor Ingram,ingraco01,1,12.57
202310240LAK,10/24/2023,LAK,vs,ARI,W,Blake Lizotte,lizotbl01,Drew Doughty,doughdr01,--,--,Karel Vejmelka,vejmeka01,2,7.65
202310240LAK,10/24/2023,LAK,vs,ARI,W,Kevin Fiala,fialake01,Vladislav Gavrikov,gavrivl01,Jordan Spence,spencjo01,Karel Vejmelka,vejmeka01,3,5.58
202310240LAK,10/24/2023,LAK,vs,ARI,W,Adrian Kempe,kempead01,Quinton Byfield,byfiequ01,Anže Kopitar,kopitan01,EN,--,3,19.38
202310270ARI,10/27/2023,LAK,@,ARI,W,Michael Anderson,andermi02,Quinton Byfield,byfiequ01,Adrian Kempe,kempead01,Karel Vejmelka,vejmeka01,1,5.93
202310270ARI,10/27/2023,LAK,@,ARI,W,Drew Doughty,doughdr01,Adrian Kempe,kempead01,Kevin Fiala,fialake01,Karel Vejmelka,vejmeka01,2,16.18
202310270ARI,10/27/2023,LAK,@,ARI,W,Quinton Byfield,byfiequ01,Arthur Kaliyev,kaliyar01,Jordan Spence,spencjo01,Karel Vejmelka,vejmeka01,3,1.83
202310270ARI,10/27/2023,LAK,@,ARI,W,Anže Kopitar,kopitan01,-,,--,--,Karel Vejmelka,vejmeka01,3,6.9
202310270ARI,10/27/2023,LAK,@,ARI,W,Drew Doughty,doughdr01,Trevor Moore,mooretr01,Michael Anderson,andermi02,Karel Vejmelka,vejmeka01,3,18.02
202310300ARI,10/30/2023,CHI,@,ARI,L,Connor Bedard,bedarco01,Kevin Korchinski,korchke01,Seth Jones,jonesse01,Connor Ingram,ingraco01,1,0.47
202311010ANA,11/1/2023,ANA,vs,ARI,W,Troy Terry,terrytr01,-,,--,--,Karel Vejmelka,vejmeka01,1,3.77
202311010ANA,11/1/2023,ANA,vs,ARI,W,Troy Terry,terrytr01,Pavel Mintyukov,mintypa01,Cam Fowler,fowleca01,Karel Vejmelka,vejmeka01,1,9.58
202311010ANA,11/1/2023,ANA,vs,ARI,W,Leo Carlsson,carlsle01,Troy Terry,terrytr01,Radko Gudas,gudasra01,Karel Vejmelka,vejmeka01,3,4.02
202311010ANA,11/1/2023,ANA,vs,ARI,W,Troy Terry,terrytr01,Mason McTavish,mctavma01,--,--,Karel Vejmelka,vejmeka01,OT,3.45
202311020ARI,11/2/2023,MTL,@,ARI,L,Sean Monahan,monahse01,Brendan Gallagher,gallabr01,--,--,Connor Ingram,ingraco01,1,7.22
202311020ARI,11/2/2023,MTL,@,ARI,L,Brendan Gallagher,gallabr01,Tanner Pearson,pearsta01,Alex Newhook,newhoal01,Connor Ingram,ingraco01,3,2.98
202311040ARI,11/4/2023,WPG,@,ARI,W,Nino Niederreiter,niedeni01,Mason Appleton,applema01,Josh Morrissey,morrijo04,Karel Vejmelka,vejmeka01,2,7.52
202311040ARI,11/4/2023,WPG,@,ARI,W,Brenden Dillon,dillobr01,Vladislav Namestnikov,namesvl01,Cole Perfetti,perfeco01,Karel Vejmelka,vejmeka01,2,10.08
202311040ARI,11/4/2023,WPG,@,ARI,W,Nino Niederreiter,niedeni01,Nikolaj Ehlers,ehlerni01,Neal Pionk,pionkne01,Karel Vejmelka,vejmeka01,2,17.02
202311040ARI,11/4/2023,WPG,@,ARI,W,Brenden Dillon,dillobr01,Mason Appleton,applema01,Adam Lowry,lowryad01,Karel Vejmelka,vejmeka01,3,3.38
202311040ARI,11/4/2023,WPG,@,ARI,W,Nino Niederreiter,niedeni01,Adam Lowry,lowryad01,Brenden Dillon,dillobr01,Karel Vejmelka,vejmeka01,3,7.27
202311070ARI,11/7/2023,SEA,@,ARI,L,Eeli Tolvanen,tolvaee01,Yanni Gourde,gourdya01,Jamie Oleksiak,oleksja01,Connor Ingram,ingraco01,1,0.67
202311070ARI,11/7/2023,SEA,@,ARI,L,Justin Schultz,schulju01,Matthew Beniers,beniema01,Jordan Eberle,eberljo01,Connor Ingram,ingraco01,2,4.95
202311070ARI,11/7/2023,SEA,@,ARI,L,Jaden Schwartz,schwaja01,Matthew Beniers,beniema01,Eeli Tolvanen,tolvaee01,Connor Ingram,ingraco01,3,1.27
202311090STL,11/9/2023,STL,vs,ARI,W,Oskar Sundqvist,sundqos01,Sammy Blais,blaissa01,Jakub Vrána,vranaja01,Karel Vejmelka,vejmeka01,1,2.27
202311090STL,11/9/2023,STL,vs,ARI,W,Robert Thomas,thomaro01,Pavel Buchnevich,buchnpa01,Torey Krug,krugto01,Karel Vejmelka,vejmeka01,2,6
202311110NSH,11/11/2023,NSH,vs,ARI,L,Kiefer Sherwood,sherwki01,Luke Evangelista,evanglu01,Thomas Novak,novakth01,Connor Ingram,ingraco01,1,5.22
202311110NSH,11/11/2023,NSH,vs,ARI,L,Filip Forsberg,forsbfi01,Gustav Nyquist,nyquigu01,Jeremy Lauzon,lauzoje01,Connor Ingram,ingraco01,1,7.18
