Game,Date,Game_ID,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at Even Strength,CA at Even Strength,CF% at Even Strength,FF at Even Strength,FA at Even Strength,FF% at Even Strength,FOW at Even Strength,FOL at Even Strength
37,1/4/2024,202401040DAL,DAL,vs,COL,4,5,L,OT,32,6,34,6,64,52,55.20%,42,38,52.50%,25,26
38,1/6/2024,202401060DAL,DAL,vs,NSH,3,4,L,,29,2,22,4,63,46,57.80%,40,31,56.30%,32,21
39,1/8/2024,202401080MIN,DAL,@,MIN,4,0,W,,20,12,23,4,39,38,50.60%,24,24,50.00%,35,15
40,1/10/2024,202401100DAL,DAL,vs,MIN,7,2,W,,34,6,23,6,58,49,54.20%,47,30,61.00%,26,30
41,1/12/2024,202401120DAL,DAL,vs,NSH,3,6,L,,22,10,38,6,50,52,49.00%,33,42,44.00%,33,20
42,1/13/2024,202401130CHI,DAL,@,CHI,3,1,W,,30,9,35,11,55,59,48.20%,37,47,44.00%,39,16
43,1/16/2024,202401160DAL,DAL,vs,LAK,5,1,W,,28,8,32,2,49,62,44.10%,37,44,45.70%,27,21
44,1/18/2024,202401180PHI,DAL,@,PHI,1,5,L,,15,8,43,4,39,62,38.60%,20,43,31.70%,21,22
45,1/20/2024,202401200NJD,DAL,@,NJD,6,2,W,,36,6,31,22,58,56,50.90%,42,42,50.00%,28,27
46,1/21/2024,202401210NYI,DAL,@,NYI,2,3,L,OT,43,0,28,6,67,45,59.80%,49,35,58.30%,31,21
47,1/23/2024,202401230DET,DAL,@,DET,5,4,W,,38,8,34,4,60,60,50.00%,42,36,53.80%,29,20
48,1/25/2024,202401250DAL,DAL,vs,ANA,4,3,W,OT,44,2,21,6,65,39,62.50%,49,33,59.80%,25,18
49,1/27/2024,202401270DAL,DAL,vs,WSH,5,4,W,OT,35,4,28,4,63,47,57.30%,44,37,54.30%,34,20
50,2/6/2024,202402060BUF,DAL,@,BUF,2,1,W,,30,8,48,10,38,62,38.00%,29,42,40.80%,39,24
51,2/7/2024,202402070TOR,DAL,@,TOR,4,5,L,,31,6,31,8,66,44,60.00%,44,34,56.40%,30,25
52,2/10/2024,202402100MTL,DAL,@,MTL,3,2,W,,38,8,20,12,48,33,59.30%,35,22,61.40%,20,16
53,2/13/2024,202402130DAL,DAL,vs,CAR,4,2,W,,23,2,34,2,41,90,31.30%,30,61,33.00%,26,27
54,2/15/2024,202402150NSH,DAL,@,NSH,9,2,W,,41,4,29,16,57,52,52.30%,47,37,56.00%,23,32
55,2/17/2024,202402170DAL,DAL,vs,EDM,3,4,L,OT,27,8,24,6,42,42,50.00%,25,30,45.50%,28,25
56,2/19/2024,202402190BOS,DAL,@,BOS,3,4,L,SO,46,9,30,9,79,49,61.70%,60,39,60.60%,31,29
57,2/20/2024,202402200NYR,DAL,@,NYR,1,3,L,,42,8,26,8,57,37,60.60%,38,28,57.60%,22,23
58,2/22/2024,202402220OTT,DAL,@,OTT,1,4,L,,15,10,30,4,49,46,51.60%,25,40,38.50%,17,27
59,2/24/2024,202402240CAR,DAL,@,CAR,2,1,W,,16,4,21,8,31,60,34.10%,19,38,33.30%,25,17
60,2/26/2024,202402260DAL,DAL,vs,NYI,2,3,L,OT,32,6,28,2,64,53,54.70%,39,37,51.30%,27,24
61,2/27/2024,202402270COL,DAL,@,COL,1,5,L,,34,4,27,4,57,45,55.90%,44,34,56.40%,24,21
62,2/29/2024,202402290DAL,DAL,vs,WPG,4,1,W,,36,2,26,4,64,45,58.70%,47,36,56.60%,36,22
63,3/2/2024,202403020DAL,DAL,vs,SJS,3,2,W,SO,38,6,23,10,64,51,55.70%,44,37,54.30%,33,18
64,3/5/2024,202403050SJS,DAL,@,SJS,7,6,W,OT,40,8,20,6,73,36,67.00%,55,24,69.60%,33,33
65,3/8/2024,202403080ANA,DAL,@,ANA,6,2,W,,36,8,27,10,48,40,54.50%,36,27,57.10%,23,20
66,3/9/2024,202403090LAK,DAL,@,LAK,4,1,W,,35,10,25,12,50,43,53.80%,37,37,50.00%,21,25
67,3/12/2024,202403120DAL,DAL,vs,FLA,3,4,L,,30,8,30,10,42,40,51.20%,33,32,50.80%,26,22
68,3/14/2024,202403140DAL,DAL,vs,NJD,2,6,L,,37,0,20,6,71,33,68.30%,47,26,64.40%,31,25
69,3/16/2024,202403160DAL,DAL,vs,LAK,4,1,W,,29,2,28,4,47,54,46.50%,34,37,47.90%,30,30
70,3/20/2024,202403200DAL,DAL,vs,ARI,5,2,W,,33,2,25,14,54,43,55.70%,39,34,53.40%,23,20
71,3/22/2024,202403220DAL,DAL,vs,PIT,4,2,W,,23,4,22,4,48,47,50.50%,34,32,51.50%,20,34
72,3/24/2024,202403240ARI,DAL,@,ARI,4,2,W,,35,10,28,8,61,44,58.10%,44,34,56.40%,29,18
73,3/26/2024,202403260SJS,DAL,@,SJS,6,3,W,,41,11,20,13,65,45,59.10%,49,33,59.80%,29,23
74,3/28/2024,202403280VAN,DAL,@,VAN,3,1,W,,34,8,28,12,58,51,53.20%,42,36,53.80%,14,20
75,3/30/2024,202403300SEA,DAL,@,SEA,3,0,W,,30,4,17,15,57,41,58.20%,38,25,60.30%,30,18
76,4/3/2024,202404030DAL,DAL,vs,EDM,5,0,W,,32,8,35,16,54,55,49.50%,45,36,55.60%,25,18
77,4/6/2024,202404060CHI,DAL,@,CHI,2,3,L,,44,6,17,8,80,30,72.70%,55,19,74.30%,23,17
78,4/7/2024,202404070COL,DAL,@,COL,7,4,W,,37,4,38,6,62,72,46.30%,47,45,51.10%,30,20
79,4/9/2024,202404090DAL,DAL,vs,BUF,3,2,W,,24,16,21,4,44,46,48.90%,35,28,55.60%,34,31
80,4/11/2024,202404110DAL,DAL,vs,WPG,0,3,L,,24,4,24,4,56,41,57.70%,39,35,52.70%,26,17
81,4/13/2024,202404130DAL,DAL,vs,SEA,3,1,W,,30,6,27,6,48,45,51.60%,35,34,50.70%,18,16
82,4/17/2024,202404170DAL,DAL,vs,STL,2,1,W,SO,37,2,26,6,66,42,61.10%,49,32,60.50%,22,18
1,10/12/2023,202310120NJD,DET,@,NJD,3,4,L,,35,12,27,8,44,53,45.40%,35,44,44.30%,25,19
2,10/14/2023,202310140DET,DET,vs,TBL,6,4,W,,42,6,25,4,60,59,50.40%,50,38,56.80%,22,23
3,10/16/2023,202310160CBJ,DET,@,CBJ,4,0,W,,28,13,23,15,34,31,52.30%,27,22,55.10%,29,10
4,10/18/2023,202310180DET,DET,vs,PIT,6,3,W,,29,13,33,13,41,58,41.40%,33,39,45.80%,24,26
5,10/21/2023,202310210OTT,DET,@,OTT,5,2,W,,23,23,37,21,34,49,41.00%,24,39,38.10%,14,24
6,10/22/2023,202310220DET,DET,vs,CGY,6,2,W,,30,4,31,10,34,47,42.00%,25,38,39.70%,23,20
7,10/24/2023,202310240DET,DET,vs,SEA,4,5,L,OT,27,12,38,14,43,70,38.10%,31,52,37.30%,24,18
8,10/26/2023,202310260DET,DET,vs,WPG,1,4,L,,36,6,29,4,58,43,57.40%,41,32,56.20%,22,23
9,10/28/2023,202310280BOS,DET,@,BOS,1,4,L,,24,10,31,10,53,40,57.00%,31,31,50.00%,19,17
10,10/30/2023,202310300NYI,DET,@,NYI,4,3,W,OT,36,4,40,14,66,62,51.60%,47,51,48.00%,28,28
11,11/2/2023,202311020DET,DET,vs,FLA,0,2,L,,22,10,27,10,34,42,44.70%,26,30,46.40%,16,27
12,11/4/2023,202311040DET,DET,vs,BOS,5,4,W,,40,20,30,32,61,42,59.20%,42,31,57.50%,24,22
13,11/7/2023,202311070NYR,DET,@,NYR,3,5,L,,28,6,32,12,37,52,41.60%,30,44,40.50%,13,22
14,11/9/2023,202311090DET,DET,vs,MTL,2,3,L,OT,29,22,27,10,47,44,51.60%,33,33,50.00%,22,23
15,11/11/2023,202311110DET,DET,vs,CBJ,5,4,W,,28,6,22,6,44,51,46.30%,32,32,50.00%,27,16
16,11/16/2023,202311160OTT,DET,@,OTT,4,5,L,OT,41,12,34,6,63,40,61.20%,50,34,59.50%,30,20
17,11/17/2023,202311170DET,DET,vs,TOR,2,3,L,,29,10,29,12,42,48,46.70%,28,31,47.50%,24,26
18,11/22/2023,202311220DET,DET,vs,NJD,4,0,W,,28,4,16,8,36,45,44.40%,29,30,49.20%,17,20
19,11/24/2023,202311240BOS,DET,@,BOS,5,2,W,,28,6,27,12,39,44,47.00%,30,31,49.20%,23,26
20,11/26/2023,202311260DET,DET,vs,MIN,4,1,W,,23,14,38,14,31,45,40.80%,17,37,31.50%,20,23
21,11/29/2023,202311290NYR,DET,@,NYR,2,3,L,,27,8,41,14,41,65,38.70%,27,45,37.50%,11,24
22,11/30/2023,202311300DET,DET,vs,CHI,5,1,W,,29,18,35,10,39,54,41.90%,32,41,43.80%,21,15
23,12/2/2023,202312020MTL,DET,@,MTL,5,4,W,OT,33,10,30,8,46,57,44.70%,34,37,47.90%,17,28
24,12/5/2023,202312050BUF,DET,@,BUF,5,3,W,,27,10,32,8,30,46,39.50%,22,32,40.70%,26,21
25,12/7/2023,202312070DET,DET,vs,SJS,5,6,L,OT,31,6,36,6,58,50,53.70%,47,36,56.60%,33,19
26,12/9/2023,202312090DET,DET,vs,OTT,1,5,L,,31,28,37,17,39,55,41.50%,27,39,40.90%,21,32
27,12/11/2023,202312110DAL,DET,@,DAL,3,6,L,,30,10,35,8,37,61,37.80%,28,41,40.60%,21,27
28,12/12/2023,202312120STL,DET,@,STL,6,4,W,,32,6,37,10,30,50,37.50%,23,37,38.30%,27,22
29,12/14/2023,202312140DET,DET,vs,CAR,1,2,L,,26,8,39,6,40,63,38.80%,27,48,36.00%,12,32
30,12/16/2023,202312160PHI,DET,@,PHI,0,1,L,,32,6,34,6,56,44,56.00%,36,36,50.00%,22,22
31,12/18/2023,202312180DET,DET,vs,ANA,3,4,L,,32,10,22,18,50,40,55.60%,34,32,51.50%,26,18
32,12/20/2023,202312200WPG,DET,@,WPG,2,5,L,,28,0,41,4,58,66,46.80%,39,55,41.50%,24,34
33,12/22/2023,202312220DET,DET,vs,PHI,7,6,W,SO,37,15,43,47,56,62,47.50%,40,53,43.00%,31,30
34,12/23/2023,202312230NJD,DET,@,NJD,2,3,L,,24,10,36,8,36,45,44.40%,27,36,42.90%,19,19
35,12/27/2023,202312270MIN,DET,@,MIN,3,6,L,,28,4,31,4,52,44,54.20%,37,38,49.30%,24,21
36,12/29/2023,202312290DET,DET,vs,NSH,5,4,W,OT,23,11,37,11,50,68,42.40%,36,52,40.90%,27,25
37,12/31/2023,202312310DET,DET,vs,BOS,3,5,L,,30,8,24,16,47,39,54.70%,29,26,52.70%,26,10
38,1/2/2024,202401020SJS,DET,@,SJS,5,3,W,,31,6,27,10,47,56,45.60%,33,31,51.60%,26,24
39,1/4/2024,202401040LAK,DET,@,LAK,4,3,W,SO,27,4,43,4,47,71,39.80%,38,50,43.20%,22,28
40,1/7/2024,202401070ANA,DET,@,ANA,3,2,W,,28,8,31,10,32,41,43.80%,22,30,42.30%,16,18
41,1/11/2024,202401110DET,DET,vs,EDM,2,3,L,OT,18,6,47,8,48,70,40.70%,27,53,33.80%,20,26
42,1/13/2024,202401130DET,DET,vs,LAK,5,3,W,,30,6,36,6,43,58,42.60%,31,42,42.50%,34,17
43,1/14/2024,202401140TOR,DET,@,TOR,4,2,W,,24,6,30,4,42,55,43.30%,28,38,42.40%,17,28
44,1/17/2024,202401170FLA,DET,@,FLA,3,2,W,OT,29,10,34,12,41,65,38.70%,31,43,41.90%,21,27
45,1/19/2024,202401190CAR,DET,@,CAR,2,4,L,,12,2,30,2,30,60,33.30%,21,43,32.80%,26,33
46,1/21/2024,202401210DET,DET,vs,TBL,2,1,W,,35,6,28,4,44,38,53.70%,30,30,50.00%,21,29
47,1/23/2024,202401230DET,DET,vs,DAL,4,5,L,,34,4,38,8,62,58,51.70%,36,42,46.20%,20,29
48,1/25/2024,202401250DET,DET,vs,PHI,3,0,W,,17,17,30,19,30,54,35.70%,17,35,32.70%,27,16
49,1/27/2024,202401270DET,DET,vs,VEG,5,2,W,,29,4,30,4,44,42,51.20%,34,33,50.70%,20,23
50,1/31/2024,202401310DET,DET,vs,OTT,2,3,L,OT,25,6,25,2,56,54,50.90%,41,41,50.00%,24,22
51,2/10/2024,202402100DET,DET,vs,VAN,4,3,W,OT,28,19,31,34,37,42,46.80%,25,25,50.00%,17,22
52,2/13/2024,202402130EDM,DET,@,EDM,4,8,L,,38,0,36,6,57,58,49.60%,44,45,49.40%,20,37
53,2/15/2024,202402150VAN,DET,@,VAN,1,4,L,,28,6,21,12,43,43,50.00%,35,30,53.80%,19,25
54,2/17/2024,202402170CGY,DET,@,CGY,5,0,W,,21,16,38,16,44,65,40.40%,24,43,35.80%,37,22
55,2/19/2024,202402190SEA,DET,@,SEA,4,3,W,OT,32,4,41,2,59,64,48.00%,43,49,46.70%,29,21
56,2/22/2024,202402220DET,DET,vs,COL,2,1,W,OT,30,6,31,8,45,58,43.70%,36,43,45.60%,19,21
57,2/24/2024,202402240DET,DET,vs,STL,6,1,W,,34,4,23,6,55,33,62.50%,44,29,60.30%,24,20
58,2/25/2024,202402250CHI,DET,@,CHI,3,2,W,OT,31,2,36,0,67,57,54.00%,43,45,48.90%,31,24
59,2/27/2024,202402270DET,DET,vs,WSH,8,3,W,,31,4,21,6,45,55,45.00%,34,36,48.60%,23,13
60,2/29/2024,202402290DET,DET,vs,NYI,3,5,L,,25,6,27,4,56,41,57.70%,37,31,54.40%,20,26
61,3/2/2024,202403020DET,DET,vs,FLA,0,4,L,,21,40,37,30,35,56,38.50%,25,37,40.30%,18,20
62,3/6/2024,202403060COL,DET,@,COL,2,7,L,,29,18,54,10,40,72,35.70%,29,52,35.80%,26,27
63,3/8/2024,202403080ARI,DET,@,ARI,0,4,L,,28,4,24,2,55,45,55.00%,42,34,55.30%,22,22
64,3/9/2024,202403090VEG,DET,@,VEG,3,5,L,,26,6,36,8,43,65,39.80%,28,42,40.00%,25,18
65,3/12/2024,202403120BUF,DET,@,BUF,3,7,L,,24,8,39,8,42,50,45.70%,34,38,47.20%,23,19
66,3/14/2024,202403140DET,DET,vs,ARI,1,4,L,,29,6,27,10,45,54,45.50%,29,37,43.90%,30,18
67,3/16/2024,202403160DET,DET,vs,BUF,4,1,W,,26,4,26,4,44,49,47.30%,35,36,49.30%,27,22
68,3/17/2024,202403170PIT,DET,@,PIT,3,6,L,,28,8,38,4,54,60,47.40%,36,48,42.90%,23,24
69,3/19/2024,202403190DET,DET,vs,CBJ,4,3,W,OT,26,4,35,16,41,57,41.80%,26,43,37.70%,26,19
70,3/21/2024,202403210DET,DET,vs,NYI,6,3,W,,24,8,36,4,35,50,41.20%,28,37,43.10%,22,31
71,3/23/2024,202403230NSH,DET,@,NSH,0,1,L,,22,9,32,13,45,55,45.00%,30,43,41.10%,25,22
72,3/26/2024,202403260WSH,DET,@,WSH,3,4,L,OT,33,4,30,4,57,53,51.80%,40,41,49.40%,37,23
73,3/28/2024,202403280CAR,DET,@,CAR,0,4,L,,24,4,33,4,45,56,44.60%,31,47,39.70%,20,23
74,3/30/2024,202403300FLA,DET,@,FLA,2,3,L,SO,22,6,38,16,31,76,29.00%,27,54,33.30%,26,20
75,4/1/2024,202404010TBL,DET,@,TBL,4,2,W,,32,6,36,6,45,55,45.00%,32,38,45.70%,25,26
76,4/5/2024,202404050DET,DET,vs,NYR,3,4,L,,34,8,38,8,46,52,46.90%,32,40,44.40%,29,23
77,4/7/2024,202404070DET,DET,vs,BUF,3,1,W,,24,18,38,18,42,75,35.90%,33,50,39.80%,27,29
78,4/9/2024,202404090DET,DET,vs,WSH,1,2,L,,43,2,23,4,75,50,60.00%,49,33,59.80%,23,20
79,4/11/2024,202404110PIT,DET,@,PIT,5,6,L,OT,30,6,27,8,51,44,53.70%,37,29,56.10%,35,25
80,4/13/2024,202404130TOR,DET,@,TOR,5,4,W,OT,32,8,36,6,37,50,42.50%,30,33,47.60%,30,21
81,4/15/2024,202404150DET,DET,vs,MTL,5,4,W,OT,35,0,21,2,83,39,68.00%,48,28,63.20%,23,26
82,4/16/2024,202404160MTL,DET,@,MTL,5,4,W,SO,40,6,33,0,69,48,59.00%,53,39,57.60%,23,23
1,10/11/2023,202310110VAN,EDM,@,VAN,1,8,L,,27,17,32,13,40,33,54.80%,30,27,52.60%,25,20
2,10/14/2023,202310140EDM,EDM,vs,VAN,3,4,L,,40,6,16,14,63,24,72.40%,42,17,71.20%,23,23
3,10/17/2023,202310170NSH,EDM,@,NSH,6,1,W,,30,11,44,11,41,53,43.60%,33,44,42.90%,26,27
4,10/19/2023,202310190PHI,EDM,@,PHI,1,4,L,,23,8,32,4,45,35,56.30%,27,33,45.00%,23,24
5,10/21/2023,202310210EDM,EDM,vs,WPG,2,3,L,OT,40,17,27,15,54,35,60.70%,46,25,64.80%,25,25
6,10/24/2023,202310240MIN,EDM,@,MIN,4,7,L,,28,13,32,17,48,40,54.50%,34,32,51.50%,31,16
7,10/26/2023,202310260EDM,EDM,vs,NYR,0,3,L,,29,6,32,4,61,49,55.50%,43,39,52.40%,20,25
8,10/29/2023,202310290EDM,EDM,vs,CGY,5,2,W,,33,12,26,4,52,42,55.30%,40,32,55.60%,28,19
9,11/2/2023,202311020EDM,EDM,vs,DAL,3,4,L,,49,4,27,8,78,38,67.20%,55,26,67.90%,37,26
10,11/4/2023,202311040EDM,EDM,vs,NSH,2,5,L,,35,10,34,8,55,45,55.00%,41,39,51.30%,16,39
11,11/6/2023,202311060VAN,EDM,@,VAN,2,6,L,,43,24,36,8,65,44,59.60%,46,34,57.50%,34,23
12,11/9/2023,202311090SJS,EDM,@,SJS,2,3,L,,41,4,18,8,70,39,64.20%,45,28,61.60%,20,25
13,11/11/2023,202311110SEA,EDM,@,SEA,4,1,W,,26,13,18,13,41,33,55.40%,32,21,60.40%,24,29
14,11/13/2023,202311130EDM,EDM,vs,NYI,4,1,W,,32,6,33,6,58,51,53.20%,37,41,47.40%,37,31
15,11/15/2023,202311150EDM,EDM,vs,SEA,4,3,W,OT,31,12,35,8,50,59,45.90%,38,44,46.30%,31,28
16,11/18/2023,202311180TBL,EDM,@,TBL,4,6,L,,42,15,24,17,61,39,61.00%,46,28,62.20%,20,29
17,11/20/2023,202311200FLA,EDM,@,FLA,3,5,L,,29,29,33,17,54,51,51.40%,39,39,50.00%,20,32
18,11/22/2023,202311220CAR,EDM,@,CAR,3,6,L,,23,10,27,8,50,48,51.00%,33,32,50.80%,24,18
19,11/24/2023,202311240WSH,EDM,@,WSH,5,0,W,,35,10,25,8,54,29,65.10%,41,26,61.20%,22,19
20,11/26/2023,202311260EDM,EDM,vs,ANA,8,2,W,,26,6,23,12,32,43,42.70%,22,31,41.50%,21,21
21,11/28/2023,202311280EDM,EDM,vs,VEG,5,4,W,SO,34,12,27,8,54,41,56.80%,36,26,58.10%,28,26
22,11/30/2023,202311300WPG,EDM,@,WPG,3,1,W,,39,6,26,4,72,33,68.60%,54,26,67.50%,41,13
23,12/6/2023,202312060EDM,EDM,vs,CAR,6,1,W,,34,4,39,2,47,60,43.90%,41,44,48.20%,33,26
24,12/8/2023,202312080EDM,EDM,vs,MIN,4,3,W,,40,6,20,10,55,51,51.90%,41,37,52.60%,23,21
25,12/10/2023,202312100EDM,EDM,vs,NJD,4,1,W,,30,8,26,6,45,48,48.40%,38,31,55.10%,27,20
26,12/12/2023,202312120EDM,EDM,vs,CHI,4,1,W,,29,6,23,4,58,40,59.20%,39,30,56.50%,23,22
27,12/14/2023,202312140EDM,EDM,vs,TBL,4,7,L,,57,4,24,8,67,39,63.20%,50,24,67.60%,26,25
28,12/16/2023,202312160EDM,EDM,vs,FLA,1,5,L,,39,8,39,6,55,54,50.50%,41,42,49.40%,33,17
29,12/19/2023,202312190NYI,EDM,@,NYI,1,3,L,,31,8,21,8,63,27,70.00%,45,20,69.20%,16,11
30,12/21/2023,202312210NJD,EDM,@,NJD,6,3,W,,38,0,26,4,65,50,56.50%,44,36,55.00%,24,28
31,12/22/2023,202312220NYR,EDM,@,NYR,4,3,W,,28,6,34,4,45,59,43.30%,32,36,47.10%,29,18
32,12/28/2023,202312280SJS,EDM,@,SJS,5,0,W,,30,6,25,2,57,46,55.30%,41,36,53.20%,18,26
33,12/30/2023,202312300LAK,EDM,@,LAK,3,2,W,SO,26,8,28,8,44,48,47.80%,35,34,50.70%,22,20
34,12/31/2023,202312310ANA,EDM,@,ANA,7,2,W,,39,41,30,31,55,41,57.30%,42,33,56.00%,17,17
35,1/2/2024,202401020EDM,EDM,vs,PHI,5,2,W,,36,10,37,8,48,34,58.50%,39,29,57.40%,16,16
36,1/6/2024,202401060EDM,EDM,vs,OTT,3,1,W,,46,6,30,6,56,54,50.90%,41,40,50.60%,23,15
37,1/9/2024,202401090CHI,EDM,@,CHI,2,1,W,,15,6,26,2,38,43,46.90%,25,31,44.60%,29,18
38,1/11/2024,202401110DET,EDM,@,DET,3,2,W,OT,47,8,18,6,71,48,59.70%,53,27,66.30%,26,20
39,1/13/2024,202401130MTL,EDM,@,MTL,2,1,W,OT,41,8,24,10,65,33,66.30%,45,25,64.30%,25,28
40,1/16/2024,202401160EDM,EDM,vs,TOR,4,2,W,,32,2,27,2,71,46,60.70%,50,37,57.50%,22,23
41,1/18/2024,202401180EDM,EDM,vs,SEA,4,2,W,,36,24,27,23,39,41,48.80%,30,27,52.60%,24,12
42,1/20/2024,202401200CGY,EDM,@,CGY,3,1,W,,32,6,27,4,50,43,53.80%,41,30,57.70%,23,25
43,1/23/2024,202401230EDM,EDM,vs,CBJ,4,1,W,,24,10,27,6,42,45,48.30%,28,34,45.20%,24,14
44,1/25/2024,202401250EDM,EDM,vs,CHI,3,0,W,,34,2,27,4,61,44,58.10%,45,35,56.30%,30,19
45,1/27/2024,202401270EDM,EDM,vs,NSH,4,1,W,,21,6,29,6,44,55,44.40%,30,42,41.70%,20,21
46,2/6/2024,202402060VEG,EDM,@,VEG,1,3,L,,31,4,26,2,74,45,62.20%,47,29,61.80%,26,22
47,2/9/2024,202402090ANA,EDM,@,ANA,5,3,W,,32,4,27,4,54,35,60.70%,42,25,62.70%,22,20
48,2/10/2024,202402100LAK,EDM,@,LAK,0,4,L,,26,8,26,12,52,31,62.70%,33,26,55.90%,26,20
49,2/13/2024,202402130EDM,EDM,vs,DET,8,4,W,,36,6,38,0,58,56,50.90%,45,44,50.60%,37,20
50,2/15/2024,202402150STL,EDM,@,STL,3,6,L,,38,21,30,11,54,39,58.10%,39,29,57.40%,20,26
51,2/17/2024,202402170DAL,EDM,@,DAL,4,3,W,OT,24,6,27,8,44,41,51.80%,30,25,54.50%,25,28
52,2/19/2024,202402190ARI,EDM,@,ARI,6,3,W,,26,6,25,6,46,54,46.00%,35,39,47.30%,24,20
53,2/21/2024,202402210EDM,EDM,vs,BOS,5,6,L,OT,42,9,36,11,78,54,59.10%,57,46,55.30%,29,30
54,2/23/2024,202402230EDM,EDM,vs,MIN,2,4,L,,43,8,20,4,74,51,59.20%,57,33,63.30%,31,14
55,2/24/2024,202402240EDM,EDM,vs,CGY,3,6,L,,35,46,31,34,67,43,60.90%,41,34,54.70%,26,29
56,2/26/2024,202402260EDM,EDM,vs,LAK,4,2,W,,31,4,40,6,53,55,49.10%,38,46,45.20%,27,24
57,2/28/2024,202402280EDM,EDM,vs,STL,3,2,W,OT,36,6,34,4,71,49,59.20%,46,41,52.90%,29,23
58,3/2/2024,202403020SEA,EDM,@,SEA,2,1,W,,24,6,25,4,46,49,48.40%,34,30,53.10%,21,19
59,3/3/2024,202403030EDM,EDM,vs,PIT,6,1,W,,37,4,23,6,58,42,58.00%,41,34,54.70%,27,17
60,3/5/2024,202403050BOS,EDM,@,BOS,2,1,W,OT,26,4,25,4,61,36,62.90%,33,29,53.20%,23,14
61,3/7/2024,202403070CBJ,EDM,@,CBJ,2,4,L,,31,9,34,13,48,57,45.70%,38,43,46.90%,26,22
62,3/9/2024,202403090BUF,EDM,@,BUF,2,3,L,SO,32,2,27,6,46,49,48.40%,39,38,50.60%,34,8
63,3/10/2024,202403100PIT,EDM,@,PIT,4,0,W,,42,17,41,25,56,60,48.30%,43,45,48.90%,17,25
64,3/13/2024,202403130EDM,EDM,vs,WSH,7,2,W,,37,8,25,8,45,38,54.20%,33,29,53.20%,24,18
65,3/16/2024,202403160EDM,EDM,vs,COL,2,3,L,OT,34,7,43,7,60,81,42.60%,42,58,42.00%,33,21
66,3/19/2024,202403190EDM,EDM,vs,MTL,3,2,W,OT,32,11,25,15,37,52,41.60%,20,34,37.00%,16,23
67,3/21/2024,202403210EDM,EDM,vs,BUF,8,3,W,,39,6,29,4,67,41,62.00%,47,27,63.50%,28,18
68,3/23/2024,202403230TOR,EDM,@,TOR,3,6,L,,39,23,29,17,69,38,64.50%,43,31,58.10%,24,18
69,3/24/2024,202403240OTT,EDM,@,OTT,3,5,L,,36,8,16,6,52,29,64.20%,42,20,67.70%,22,21
70,3/26/2024,202403260WPG,EDM,@,WPG,4,3,W,OT,42,20,25,18,55,37,59.80%,43,29,59.70%,22,25
71,3/28/2024,202403280EDM,EDM,vs,LAK,4,1,W,,20,6,32,6,42,53,44.20%,25,39,39.10%,19,29
72,3/30/2024,202403300EDM,EDM,vs,ANA,6,1,W,,37,4,22,6,67,40,62.60%,54,29,65.10%,32,20
73,4/1/2024,202404010STL,EDM,@,STL,2,3,L,OT,38,15,29,11,56,33,62.90%,42,28,60.00%,22,24
74,4/3/2024,202404030DAL,EDM,@,DAL,0,5,L,,35,16,32,8,58,52,52.70%,36,45,44.40%,18,25
75,4/5/2024,202404050EDM,EDM,vs,COL,6,2,W,,47,6,24,10,50,41,54.90%,42,31,57.50%,29,16
76,4/6/2024,202404060CGY,EDM,@,CGY,4,2,W,,27,14,35,14,37,58,38.90%,27,43,38.60%,27,17
77,4/10/2024,202404100EDM,EDM,vs,VEG,5,1,W,,25,0,18,6,53,53,50.00%,38,35,52.10%,23,22
78,4/12/2024,202404120EDM,EDM,vs,ARI,2,3,L,OT,41,4,28,2,74,44,62.70%,56,35,61.50%,33,16
79,4/13/2024,202404130EDM,EDM,vs,VAN,1,3,L,,33,4,27,4,58,40,59.20%,39,34,53.40%,22,27
80,4/15/2024,202404150EDM,EDM,vs,SJS,9,2,W,,38,2,21,0,76,38,66.70%,57,30,65.50%,28,21
81,4/17/2024,202404170ARI,EDM,@,ARI,2,5,L,,30,4,24,4,57,34,62.60%,43,28,60.60%,28,20
82,4/18/2024,202404180COL,EDM,@,COL,1,5,L,,26,8,27,4,47,48,49.50%,35,32,52.20%,31,16
1,10/12/2023,202310120MIN,FLA,@,MIN,0,2,L,,41,12,21,10,65,29,69.10%,41,19,68.30%,26,21
2,10/14/2023,202310140WPG,FLA,@,WPG,4,6,L,,33,19,35,21,35,44,44.30%,27,36,42.90%,21,29
3,10/16/2023,202310160NJD,FLA,@,NJD,4,3,W,,30,12,34,10,41,49,45.60%,32,31,50.80%,24,25
4,10/19/2023,202310190FLA,FLA,vs,TOR,3,1,W,,24,10,30,8,40,47,46.00%,25,26,49.00%,28,22
5,10/21/2023,202310210FLA,FLA,vs,VAN,3,5,L,,36,6,31,4,61,37,62.20%,46,28,62.20%,22,23
6,10/24/2023,202310240FLA,FLA,vs,SJS,3,1,W,,36,6,28,8,57,40,58.80%,36,32,52.90%,16,24
7,10/28/2023,202310280FLA,FLA,vs,SEA,3,2,W,,37,2,33,2,64,56,53.30%,50,47,51.50%,30,34
8,10/30/2023,202310300BOS,FLA,@,BOS,2,3,L,OT,37,2,26,19,58,49,54.20%,39,31,55.70%,27,18
9,11/2/2023,202311020DET,FLA,@,DET,2,0,W,,27,10,22,10,42,34,55.30%,30,26,53.60%,27,16
